N	2gram	Vygotskiy__6	Istorich
1	и в	28	26
2	так как	10	18
3	мы имеем	4	14
4	никогда не	8	13
5	потому что	22	13
6	что в	17	12
7	таким образом	18	12
8	в том	28	12
9	и на	5	12
10	в этом	27	12
11	мы видели	8	11
12	может быть	13	11
13	с другой	2	10
14	том что	19	10
15	представления о	2	10
16	и не	11	10
17	не только	16	10
18	что он	18	9
19	еще не	8	9
20	но и	10	9
21	в нем	7	8
22	все же	2	8
23	на том	2	8
24	вместе с	7	8
25	другой стороны	2	8
26	все эти	2	8
27	с ним	2	8
28	мы можем	9	7
29	например в	4	7
30	и его	3	7
31	у него	2	7
32	но в	5	7
33	этом случае	2	6
34	то что	28	6
35	и там	2	6
36	мы уже	2	6
37	в ином	3	6
38	ее в	2	6
39	как в	3	6
40	не может	19	6
41	мы не	6	6
42	за собой	3	5
43	у нас	2	5
44	как и	6	5
45	мы видим	7	5
46	нас к	4	5
47	в его	3	5
48	так и	6	5
49	то же	7	5
50	и что	6	5
51	как это	3	5
52	тем что	8	5
53	в то	6	5
54	только в	18	5
55	его в	6	5
56	там где	7	5
57	с тем	5	4
58	это не	5	4
59	из этих	3	4
60	прежде всего	2	4
61	зависит от	3	4
62	с его	3	4
63	но это	2	4
64	до сих	3	4
65	связано с	3	4
66	на его	3	4
67	как бы	11	4
68	и тем	5	4
69	что и	4	4
70	сих пор	3	4
71	он имеет	2	4
72	что оно	7	4
73	как мы	10	4
74	и по	3	4
75	в других	2	4
76	у них	2	4
77	но как	3	4
78	как только	2	3
79	видели что	3	3
80	независимо от	3	3
81	и другие	2	3
82	если бы	7	3
83	в частности	4	3
84	могут быть	5	3
85	в них	3	3
86	на котором	2	3
87	вообще не	6	3
88	и от	2	3
89	в одном	2	3
90	если он	2	3
91	вопрос о	5	3
92	так что	6	3
93	не в	4	3
94	от него	2	3
95	же как	6	3
96	они не	4	3
97	в качестве	4	3
98	то время	6	3
99	она не	2	3
100	том как	2	3
101	показывает что	7	3
102	от того	10	3
103	еще в	2	3
104	один из	3	3
105	когда он	2	3
106	в своей	2	3
107	из этого	2	3
108	а в	2	3
109	при этом	3	3
110	и других	7	3
111	и наконец	2	3
112	вот почему	2	3
113	как на	3	3
114	время как	5	3
115	в своих	3	3
116	в данном	2	3
117	и то	4	3
118	сказать что	13	3
119	и только	3	3
120	приходит к	2	3
121	в себе	4	3
122	того как	5	3
123	от этого	3	3
124	с этой	2	2
125	все время	3	2
126	и как	6	2
127	в этих	2	2
128	в своем	7	2
129	что у	2	2
130	но он	2	2
131	того же	7	2
132	отличается от	3	2
133	в одной	4	2
134	с этим	4	2
135	ступенях развития	2	2
136	на то	4	2
137	это мы	3	2
138	можно сказать	6	2
139	к тому	10	2
140	об одном	2	2
141	мы знаем	4	2
142	для нас	2	2
143	по отношению	10	2
144	что они	2	2
145	но не	10	2
146	так же	15	2
147	только то	3	2
148	что при	4	2
149	что мы	11	2
150	было бы	9	2
151	относится к	4	2
152	и др	2	2
153	не могло	2	2
154	но мы	3	2
155	отношению к	10	2
156	не имеет	6	2
157	на этой	5	2
158	это означает	3	2
159	установить что	4	2
160	целый ряд	4	2
161	он не	7	2
162	только что	2	2
163	и другое	2	2
164	тем самым	8	2
165	а не	3	2
166	того что	24	2
167	известно что	2	2
168	этим самым	2	2
169	можно было	7	2
170	с ними	2	2
171	знаем что	4	2
172	в которых	2	2
173	представляет собой	3	2
174	ту же	3	2
175	мы должны	3	2
176	зависимости от	5	2
177	в этой	5	2
178	которые в	4	2
179	когда мы	6	2
