N	2gram	Trubetskoy_1	Dialekti
1	и не	8	30
2	а не	5	18
3	может быть	10	17
4	то что	7	16
5	и в	26	15
6	как бы	12	14
7	не имеет	5	14
8	так как	9	14
9	точки зрения	13	14
10	что это	3	13
11	того что	3	13
12	прежде всего	2	11
13	в том	11	11
14	не может	4	11
15	ясно что	3	11
16	и все	2	11
17	в этом	15	11
18	потому что	7	10
19	том что	7	10
20	в виду	2	9
21	все это	6	9
22	и что	4	9
23	то же	4	9
24	уже не	3	9
25	с точки	6	9
26	не в	2	8
27	в себе	6	8
28	и о	3	8
29	не только	10	8
30	и это	2	8
31	что в	9	7
32	что именно	2	7
33	крайней мере	5	7
34	что оно	4	7
35	что мы	2	7
36	по крайней	5	7
37	что он	4	7
38	только в	4	7
39	так что	3	6
40	же время	2	6
41	и даже	3	6
42	в результате	3	6
43	сказать что	2	6
44	если бы	3	6
45	в то	4	6
46	что и	6	6
47	так и	6	5
48	в своем	3	5
49	на то	2	5
50	можно сказать	3	5
51	того чтобы	5	5
52	но если	2	5
53	в нем	4	5
54	таким образом	22	5
55	именно в	2	5
56	и на	2	5
57	о том	6	5
58	мы имеем	2	5
59	с его	2	5
60	тогда когда	2	5
61	учение о	4	5
62	в смысле	4	5
63	для того	5	5
64	и для	5	5
65	оказывается что	3	4
66	что все	4	4
67	и как	3	4
68	в этой	4	4
69	один из	2	4
70	жизни и	2	4
71	но и	9	4
72	так же	5	4
73	и с	10	4
74	той или	2	4
75	мы должны	6	4
76	в одном	3	4
77	с тем	18	4
78	не как	2	4
79	то ни	2	4
80	ничего общего	2	4
81	или по	2	4
82	еще не	2	4
83	к религии	2	4
84	в течение	4	4
85	хотя бы	3	4
86	в силу	5	4
87	в его	5	4
88	только для	2	3
89	или иное	2	3
90	не всегда	2	3
91	и нет	3	3
92	в свою	2	3
93	и если	3	3
94	для всех	2	3
95	к жизни	5	3
96	все эти	6	3
97	можно только	2	3
98	всегда и	3	3
99	и наконец	2	3
100	но в	7	3
101	только не	2	3
102	можно назвать	2	3
103	к этому	3	3
104	надо было	2	3
105	так чтобы	2	3
106	общего с	2	3
107	и потому	6	3
108	иной раз	2	3
109	когда он	3	3
110	быть и	2	3
111	из которых	4	3
112	то или	2	3
113	мы можем	2	3
114	в виде	4	3
115	в области	9	3
116	не менее	3	2
117	не могут	2	2
118	в отношении	6	2
119	с этой	3	2
120	из этих	10	2
121	точно так	3	2
122	представление о	6	2
123	главным образом	8	2
124	на все	2	2
125	но все	7	2
126	как о	3	2
127	в пользу	2	2
128	когда же	2	2
129	при этом	3	2
130	случае не	3	2
131	в самом	4	2
132	никогда не	5	2
133	в котором	4	2
134	религиозного сознания	6	2
135	из них	7	2
136	для этого	2	2
137	и только	4	2
138	в разных	2	2
139	не было	2	2
140	этой точки	2	2
141	лишь в	5	2
142	и по	4	2
143	учение и	2	2
144	при таком	2	2
145	в них	2	2
146	сравнению с	2	2
147	все же	6	2
148	в качестве	3	2
149	все что	2	2
150	одной из	5	2
151	и из	2	2
152	конечно не	2	2
153	тем не	3	2
154	по сравнению	2	2
155	во всех	2	2
156	вместе с	15	2
157	и тогда	4	2
158	только что	2	2
159	или иначе	3	2
160	очень много	2	2
161	во всяком	6	2
162	и при	3	2
163	психической жизни	2	2
164	в которой	3	2
165	ни один	2	2
