N	2gram	Tiupa_Anal_1	StatiiOP
1	и в	18	25
2	в этом	13	24
3	в том	27	20
4	что в	5	19
5	что он	3	19
6	может быть	29	19
7	том что	12	15
8	в этой	5	14
9	пушкина как	2	13
10	в его	13	12
11	то что	6	12
12	не только	15	12
13	прежде всего	6	10
14	таким образом	3	10
15	и не	21	10
16	но и	17	9
17	и т	3	8
18	о том	5	8
19	это не	6	7
20	было бы	2	7
21	не может	22	7
22	точки зрения	6	7
23	в то	9	7
24	место в	3	6
25	из этих	2	6
26	не в	14	6
27	только в	6	6
28	как бы	5	6
29	а в	9	6
30	и на	5	6
31	т п	3	6
32	в области	4	6
33	между тем	5	6
34	то же	9	5
35	потому что	2	5
36	с другой	4	5
37	ни в	4	5
38	такого рода	5	5
39	в котором	3	5
40	а не	17	5
41	того что	4	5
42	другой стороны	2	5
43	он не	3	5
44	так и	4	5
45	мы имеем	6	5
46	но в	8	5
47	этом отношении	2	4
48	состоит в	11	4
49	была бы	2	4
50	а как	2	4
51	как и	13	4
52	в начале	2	4
53	то в	2	4
54	в качестве	31	4
55	можно сказать	2	4
56	если бы	3	4
57	и к	3	4
58	на его	2	4
59	а также	3	4
60	в своей	6	4
61	в целом	5	4
62	отношение к	2	4
63	отличается от	2	4
64	лишь в	5	4
65	из которых	4	4
66	с точки	4	4
67	к нему	3	4
68	и с	2	4
69	все же	4	4
70	в которой	2	4
71	на вопрос	4	3
72	с его	3	3
73	и более	4	3
74	в какой	2	3
75	же время	6	3
76	для него	2	3
77	тем более	2	3
78	на этом	2	3
79	одной стороны	3	3
80	несмотря на	2	3
81	все эти	2	3
82	не является	2	3
83	своего рода	3	3
84	со стороны	2	3
85	в их	5	3
86	уже не	4	3
87	что мы	3	3
88	и его	5	3
89	в другом	4	3
90	так как	2	3
91	я и	6	3
92	а с	3	2
93	при помощи	2	2
94	говорит и	2	2
95	никогда не	2	2
96	себя и	4	2
97	он может	2	2
98	для этого	2	2
99	не столько	2	2
100	тогда когда	2	2
101	в рамках	3	2
102	одного из	2	2
103	представляет собою	2	2
104	вовсе не	2	2
105	его к	2	2
106	что именно	2	2
107	или иной	6	2
108	к тому	7	2
109	как мы	2	2
110	х годов	2	2
111	такой же	2	2
112	но не	10	2
113	времени и	6	2
114	того же	4	2
115	еще не	3	2
116	в самом	6	2
117	в сущности	6	2
118	при всей	2	2
119	том чтобы	7	2
120	что из	2	2
121	если в	3	2
122	нет и	2	2
123	один из	2	2
124	должен быть	6	2
125	вместе с	4	2
126	дело не	3	2
127	и тогда	2	2
128	быть не	3	2
129	с одной	3	2
130	не просто	2	2
131	самом деле	2	2
132	для того	4	2
133	что не	3	2
134	и по	2	2
135	той же	2	2
136	на основе	2	2
137	то он	2	2
138	могут быть	4	2
139	этого слова	7	2
140	жизни но	2	2
141	которые в	2	2
142	в новом	2	2
143	то есть	11	2
144	произведения как	7	2
