N	2gram	Medvedev_F_2	Marksizm
1	может быть	23	28
2	и пр	21	25
3	и в	38	19
4	как бы	4	19
5	и не	20	19
6	не может	14	18
7	в процессе	9	18
8	точки зрения	8	17
9	то же	6	16
10	и его	21	16
11	языка и	12	15
12	как мы	7	15
13	в этом	27	15
14	таким образом	20	14
15	лишь в	7	14
16	в сущности	4	14
17	так сказать	3	14
18	не только	9	13
19	с точки	7	13
20	речи и	3	13
21	связи с	13	13
22	речевого общения	6	12
23	в нем	13	11
24	если бы	5	11
25	вовсе не	11	11
26	не в	15	10
27	в пределах	12	10
28	но и	13	10
29	том что	2	10
30	так и	8	10
31	для него	7	9
32	при этом	9	9
33	в основе	5	9
34	языка как	11	9
35	как и	9	9
36	на почве	9	9
37	самом деле	8	9
38	а не	6	9
39	слова в	3	8
40	отнюдь не	8	8
41	же время	5	8
42	не является	3	8
43	в то	5	8
44	с его	11	8
45	только в	6	8
46	никогда не	2	7
47	в связи	10	7
48	в том	11	7
49	его в	3	7
50	но в	4	7
51	и более	2	7
52	прежде всего	15	7
53	в языке	6	7
54	на самом	3	7
55	и для	5	7
56	в таком	2	7
57	язык как	8	6
58	к тому	4	6
59	ни в	2	6
60	и как	3	6
61	того чтобы	3	6
62	в самом	16	6
63	с помощью	10	6
64	и все	3	6
65	между тем	2	6
66	более того	5	6
67	во всех	5	6
68	слова и	7	6
69	быть и	3	6
70	речевых выступлений	2	6
71	и значением	3	6
72	если мы	5	6
73	для того	3	6
74	хотя бы	6	6
75	самого начала	2	5
76	то ни	2	5
77	в большинстве	4	5
78	является не	2	5
79	к нему	3	5
80	в их	6	5
81	и на	3	5
82	и здесь	3	5
83	большинстве случаев	3	5
84	к другому	2	5
85	к этому	4	5
86	совершенно не	4	5
87	в его	10	5
88	мы ни	2	5
89	все же	8	5
90	значения в	2	5
91	в той	2	5
92	с самого	2	5
93	должна быть	5	4
94	тому что	2	4
95	это не	2	4
96	то что	6	4
97	и тем	2	4
98	мы видели	4	4
99	и их	3	4
100	пр и	4	4
101	того что	3	4
102	с ними	2	4
103	сказать что	2	4
104	бы в	5	4
105	а как	3	4
106	в единстве	2	4
107	как раз	6	4
108	следует что	3	4
109	что он	5	4
110	было бы	6	4
111	только на	3	4
112	тем же	3	4
113	в слове	5	4
114	и ее	6	4
115	ничего не	4	4
116	перед нами	2	3
117	в этих	2	3
118	характерно что	2	3
119	в какой	3	3
120	столь же	2	3
121	с другой	3	3
122	и от	2	3
123	для понимания	6	3
124	высшей степени	4	3
125	в этой	6	3
126	в ней	6	3
127	со всею	2	3
128	в котором	2	3
129	значения и	2	3
130	а в	6	3
131	с этим	5	3
132	что оно	4	3
133	все эти	6	3
134	социального общения	4	3
135	не имеет	2	3
136	должно быть	2	3
137	от одного	2	3
138	чем же	3	3
139	языка в	9	3
140	не было	6	3
141	в истории	6	3
142	его из	2	3
143	но ведь	3	3
144	в высшей	4	3
145	же является	2	3
146	так как	4	3
147	подхода к	2	3
148	общения в	3	3
149	слово в	2	3
150	и лишь	2	3
151	не как	4	3
152	всякое высказывание	2	3
153	по себе	7	3
154	для всего	2	3
155	в ее	2	3
156	в качестве	2	3
157	не к	2	3
158	в корне	7	3
159	он не	6	3
160	и до	3	3
161	что и	8	3
162	не есть	3	3
163	не будет	2	3
164	в своей	7	3
165	в отличие	2	3
166	слово и	2	3
167	менее всего	3	3
168	с другими	10	3
169	и то	2	3
170	языка не	2	3
171	во всяком	5	3
172	могут быть	6	3
173	основная тенденция	2	3
174	и это	2	3
175	отличие от	2	3
176	место в	3	2
177	уже в	2	2
178	все время	6	2
179	независимо от	4	2
180	что в	7	2
181	что это	3	2
182	все более	2	2
183	основная задача	2	2
184	формы и	2	2
185	в одной	2	2
186	именно здесь	2	2
187	в тех	2	2
188	является для	2	2
189	мы знаем	3	2
190	он был	2	2
191	лишь как	4	2
192	из всего	3	2
193	что они	4	2
194	дело обстоит	2	2
195	как о	4	2
196	до конца	2	2
197	не так	2	2
198	общения и	2	2
199	значительной степени	3	2
200	всяком случае	5	2
201	в зависимости	3	2
202	жизни и	3	2
203	слово как	2	2
204	восприятия и	4	2
205	в особенности	4	2
206	языке как	4	2
207	именно в	5	2
208	они не	4	2
209	и даже	4	2
210	не следует	4	2
211	установкой на	2	2
212	и с	9	2
213	даже и	4	2
214	именно как	4	2
215	он и	3	2
216	к его	2	2
217	но как	2	2
218	значением в	4	2
219	того или	4	2
220	слово является	3	2
221	убедимся что	2	2
222	установка на	2	2
223	от этого	3	2
224	однако и	3	2
225	пр но	3	2
226	и всякое	2	2
227	языка а	5	2
228	высказываний и	2	2
229	или иного	5	2
230	в учении	2	2
231	значение и	3	2
232	только высказывание	2	2
233	зависимости от	3	2
234	но не	2	2
235	и о	2	2
236	науки о	2	2
237	в самый	2	2
238	и речи	5	2
239	приводит к	2	2
240	и прежде	3	2
241	или же	2	2
242	еще более	5	2
243	сводится к	5	2
244	в значительной	3	2
245	что не	4	2
246	между ними	2	2
247	мы не	3	2
248	без исключения	2	2
249	или в	3	2
250	слова как	2	2
251	тем что	8	2
252	является в	2	2
253	если же	2	2
254	там где	4	2
255	от него	2	2
256	из него	2	2
257	это было	3	2
258	вместе с	6	2
