N	2gram	Bakhtin_Pr_4	Tvorches
1	у достоевского	16	28
2	и в	46	21
3	как бы	19	17
4	романах достоевского	7	15
5	в то	5	15
6	в его	9	13
7	то же	6	13
8	в романах	5	13
9	что в	4	12
10	как и	12	12
11	же время	5	12
12	достоевского в	8	12
13	то есть	40	12
14	с его	5	11
15	том что	4	11
16	в романе	6	10
17	все это	6	10
18	как в	4	8
19	он не	4	8
20	то что	4	8
21	у него	5	7
22	в том	9	7
23	при этом	5	7
24	не только	14	7
25	и не	27	7
26	и на	11	7
27	но в	6	7
28	он сам	2	6
29	что он	6	6
30	и все	9	6
31	в преступлении	2	6
32	не менее	2	6
33	для него	2	6
34	в котором	5	6
35	а в	2	6
36	и его	6	6
37	в этом	16	6
38	о том	5	6
39	вовсе не	9	5
40	а не	11	5
41	но это	6	5
42	в повести	3	5
43	в бедных	3	5
44	может быть	23	5
45	в этой	3	5
46	все же	4	5
47	преступления и	3	5
48	и наказания	3	5
49	таким образом	4	5
50	хотя бы	2	5
51	бедных людях	3	5
52	потому что	4	5
53	творчестве достоевского	2	5
54	только в	6	5
55	в своем	3	4
56	человека и	3	4
57	прежде всего	9	4
58	в мире	3	4
59	и как	2	4
60	времени и	2	4
61	достоевского это	2	4
62	творчества достоевского	2	4
63	одним из	3	4
64	и наказании	2	4
65	своего рода	4	4
66	преступлении и	2	4
67	в своей	3	4
68	мысли и	2	4
69	не может	19	4
70	это не	5	4
71	самим собой	2	4
72	для достоевского	2	4
73	уже в	4	3
74	и другие	3	3
75	никогда не	6	3
76	мире достоевского	2	3
77	с другой	3	3
78	в каждом	6	3
79	с ним	2	3
80	творчество достоевского	2	3
81	с ее	3	3
82	что я	6	3
83	но не	4	3
84	романов достоевского	2	3
85	в самом	9	3
86	той же	3	3
87	но если	3	3
88	в нем	17	3
89	жизни и	5	3
90	самого достоевского	2	3
91	но и	12	3
92	достоевского и	2	3
93	в их	4	3
94	уже не	4	3
95	и других	4	3
96	и даже	3	3
97	и по	2	3
98	так же	3	3
99	и с	7	3
100	хотя и	6	3
101	ту же	2	3
102	в рассказе	2	3
103	далеко не	3	3
104	смешного человека	3	3
105	героев достоевского	3	3
106	дело в	3	3
107	так как	5	3
108	такой же	3	2
109	перед нами	12	2
110	этом романе	2	2
111	а как	2	2
112	а что	4	2
113	отчасти и	2	2
114	в этих	4	2
115	на том	2	2
116	и время	4	2
117	так ли	2	2
118	у пушкина	2	2
119	причем в	2	2
120	в жизни	5	2
121	можно сказать	4	2
122	макар девушкин	6	2
123	что и	3	2
124	влияние на	2	2
125	на лестнице	3	2
126	его как	2	2
127	об этом	2	2
128	яков петрович	2	2
129	так что	2	2
130	не в	10	2
131	одна из	2	2
132	того же	3	2
133	не нужно	2	2
134	до конца	4	2
135	на площади	5	2
136	в первой	2	2
137	к тому	2	2
138	только на	3	2
139	себя как	3	2
140	живет в	2	2
141	в одной	2	2
142	же и	4	2
143	к ней	2	2
144	в него	6	2
145	если в	2	2
146	здесь нет	3	2
147	и тем	2	2
148	людей в	2	2
149	в духе	2	2
150	когда он	2	2
151	вместе с	2	2
152	но она	2	2
153	к жизни	2	2
154	так и	4	2
155	приводит к	4	2
156	в отличие	3	2
157	еще более	3	2
158	в себя	4	2
159	мы находим	5	2
160	в одно	2	2
161	самом деле	4	2
162	в направлении	4	2
163	и наконец	4	2
164	и он	6	2
165	настасьи филипповны	6	2
166	отличие от	3	2
167	или в	8	2
168	людей и	4	2
169	сказать что	2	2
170	могут быть	2	2
171	но он	3	2
172	в данном	2	2
173	в себе	7	2
174	о котором	2	2
175	не знает	4	2
176	в сне	2	2
177	героя и	4	2
178	так сказать	5	2
179	в виду	4	2
