N	2gram	Bakhtin_Pr_2	Komedia
1	и в	45	22
2	и не	42	21
3	том что	7	13
4	в том	8	12
5	таким образом	11	12
6	со стороны	4	11
7	так как	5	11
8	ни в	2	10
9	потому что	8	10
10	до сих	2	9
11	в самом	13	9
12	сих пор	2	9
13	если бы	2	8
14	в своем	5	8
15	что он	7	8
16	в его	22	8
17	что и	5	8
18	в этом	20	8
19	о том	3	8
20	его в	3	8
21	об этом	3	7
22	при этом	2	7
23	то же	5	7
24	не по	3	7
25	только что	2	7
26	а в	3	7
27	в конце	4	7
28	к этому	4	6
29	еще не	9	6
30	может быть	18	6
31	как раз	6	6
32	самом деле	4	6
33	и что	2	6
34	так что	2	6
35	и его	8	6
36	в то	5	6
37	не менее	2	5
38	что в	6	5
39	же время	3	5
40	прежде всего	11	5
41	как это	2	5
42	и сам	3	5
43	хотя и	2	5
44	не только	16	5
45	в своей	6	5
46	отношение к	8	5
47	из них	9	5
48	все это	5	5
49	по отношению	8	5
50	он не	9	5
51	тем что	2	5
52	к нему	11	5
53	с ним	8	5
54	но в	6	5
55	но все	4	4
56	у него	6	4
57	вовсе не	7	4
58	нет и	3	4
59	и здесь	2	4
60	все же	4	4
61	не в	8	4
62	до конца	7	4
63	в ней	7	4
64	здесь нет	2	4
65	то что	5	4
66	но и	15	4
67	на него	2	4
68	что она	4	4
69	а не	10	4
70	и для	2	4
71	друг друга	7	4
72	так же	5	4
73	точки зрения	19	4
74	в себе	5	4
75	бы в	5	4
76	так и	3	4
77	не является	3	4
78	хотя бы	5	4
79	и с	7	4
80	ничем не	2	4
81	с его	8	3
82	никогда не	17	3
83	в них	4	3
84	на них	2	3
85	если не	2	3
86	в нем	20	3
87	далеко не	4	3
88	идет о	2	3
89	на то	2	3
90	и к	2	3
91	в ее	3	3
92	как и	14	3
93	в начале	2	3
94	все что	3	3
95	было бы	4	3
96	бы он	2	3
97	конечно не	6	3
98	к ним	3	3
99	как бы	15	3
100	один из	2	3
101	отношению к	8	3
102	в целом	5	3
103	не может	24	3
104	что не	5	3
105	с точки	9	3
106	и даже	3	3
107	не имеет	3	3
108	не так	2	3
109	их в	7	3
110	одной из	2	3
111	мы можем	4	3
112	не о	2	3
113	не знает	4	3
114	перед ним	2	3
115	как он	4	3
116	в которой	2	3
117	ничего не	3	3
118	в основе	2	2
119	только для	2	2
120	уже в	4	2
121	сам он	2	2
122	все время	3	2
123	а о	3	2
124	себя и	2	2
125	сравнению с	2	2
126	не как	6	2
127	как в	4	2
128	это не	3	2
129	и особенно	2	2
130	нового времени	3	2
131	в одном	6	2
132	человека и	2	2
133	представление о	2	2
134	в образе	3	2
135	для понимания	2	2
136	а как	4	2
137	х годов	2	2
138	хоть и	3	2
139	что они	3	2
140	она не	5	2
141	а на	2	2
142	в пределах	4	2
143	тот же	2	2
144	на его	5	2
145	в сущности	7	2
146	за пределы	5	2
147	в произведениях	3	2
148	он говорит	2	2
149	и о	2	2
150	одним из	3	2
151	от того	2	2
152	не совсем	2	2
153	которую он	3	2
154	в свое	2	2
155	конце концов	3	2
156	и он	3	2
157	между ними	4	2
158	в котором	7	2
159	и со	2	2
160	в развитии	2	2
161	по сравнению	2	2
162	во всех	4	2
163	в их	4	2
164	как мы	8	2
165	бы не	3	2
166	отношения к	2	2
167	не было	2	2
168	этом отношении	2	2
169	человека в	5	2
170	в мире	3	2
171	из которых	2	2
172	что для	2	2
173	с другими	7	2
174	в таком	3	2
175	можно было	2	2
176	в своих	4	2
177	и на	7	2
178	здесь и	2	2
179	людей и	2	2
180	в результате	3	2
181	он и	4	2
182	и ее	7	2
183	нет ни	3	2
184	что эта	2	2
185	здесь не	2	2
186	к этой	2	2
187	в области	2	2
188	отрывки из	2	2
189	в виду	2	2
