N	2gram	Voloshinov_1	Psycholo
1	в том	2	37
2	и в	38	32
3	том что	3	21
4	то что	8	21
5	таким образом	7	21
6	потому что	5	21
7	то есть	4	21
8	так же	4	18
9	может быть	13	18
10	что и	3	17
11	не может	12	17
12	точки зрения	10	17
13	самом деле	4	16
14	того чтобы	7	14
15	что он	2	13
16	при этом	9	13
17	то же	14	13
18	для того	9	13
19	в этом	10	13
20	если мы	4	12
21	в самом	4	12
22	не только	27	12
23	так как	7	12
24	с тем	8	11
25	было бы	7	11
26	в основе	2	11
27	как и	10	10
28	но и	13	10
29	и не	14	10
30	с точки	5	10
31	никогда не	7	9
32	как в	2	9
33	в своих	2	9
34	тем что	2	9
35	что это	4	8
36	не в	6	8
37	той же	5	8
38	того что	4	8
39	к тому	4	7
40	ясно что	2	7
41	и как	9	7
42	а не	6	7
43	все эти	2	7
44	можно было	4	7
45	и его	7	7
46	сказать что	3	7
47	только в	6	7
48	все время	5	6
49	в этой	6	6
50	тот же	2	6
51	он не	2	6
52	как бы	28	6
53	целый ряд	3	6
54	те же	4	6
55	же самое	5	6
56	о том	4	6
57	если бы	4	6
58	не сумеем	2	5
59	отнюдь не	10	5
60	что у	3	5
61	в ней	8	5
62	сих пор	2	5
63	все это	4	5
64	этом отношении	2	5
65	на самом	3	5
66	только на	3	5
67	и даже	3	5
68	и на	6	5
69	в то	9	5
70	от того	3	4
71	в жизни	2	4
72	есть не	2	4
73	как это	5	4
74	иметь дело	3	4
75	а на	2	4
76	и сам	2	4
77	несмотря на	2	4
78	и той	5	4
79	и когда	2	4
80	совершенно не	3	4
81	и тем	6	4
82	в нем	4	4
83	все же	7	4
84	из них	3	4
85	жизни и	3	4
86	а в	5	4
87	и все	4	4
88	мы имеем	2	4
89	одной и	2	4
90	мы видим	3	4
91	и для	3	4
92	приходится иметь	2	4
93	тому что	5	4
94	и с	5	4
95	с этим	2	4
96	в целом	4	4
97	и это	7	4
98	которые в	2	4
99	ничего не	8	4
100	в сознании	3	4
101	и поэтому	3	4
102	между тем	3	4
103	по своему	3	3
104	главным образом	3	3
105	в частности	3	3
106	хотя бы	18	3
107	само собой	4	3
108	в конце	6	3
109	представить себе	3	3
110	и к	4	3
111	действительной жизни	2	3
112	видим что	2	3
113	об этом	3	3
114	что именно	3	3
115	нашего сознания	2	3
116	но как	2	3
117	в свою	6	3
118	мы в	3	3
119	в своей	2	3
120	на это	4	3
121	конце концов	3	3
122	относится к	2	3
123	один из	4	3
124	так и	6	3
125	не к	3	3
126	во всех	6	3
127	и их	5	3
128	были бы	4	3
129	и так	6	3
130	бы и	2	3
131	же мы	5	3
132	в отношении	2	3
133	что же	8	3
134	еще более	2	3
135	этот вопрос	2	3
136	и вот	3	3
137	легче всего	2	3
138	и он	2	3
139	при всем	2	3
140	он сказал	2	3
141	в нас	2	3
142	в каком	2	3
143	в которых	2	3
144	и то	3	3
145	ни на	3	3
146	мы должны	10	3
147	того или	5	3
148	та же	3	3
149	но в	5	3
150	мы не	9	3
151	в виду	3	3
152	мы можем	7	3
153	не существует	4	2
154	как только	4	2
155	слова в	5	2
156	место в	2	2
157	зависит от	2	2
158	с его	7	2
159	мы будем	6	2
160	и форма	2	2
161	но даже	2	2
162	же самой	2	2
163	в какой	2	2
164	это не	3	2
165	и от	7	2
166	с другими	2	2
167	в одном	3	2
168	или иного	5	2
169	но эта	2	2
170	и здесь	3	2
171	тем и	2	2
172	же время	7	2
173	а к	2	2
174	и при	2	2
175	свою очередь	4	2
176	еще не	3	2
177	но не	2	2
178	очевидно что	2	2
179	но что	3	2
180	из которых	3	2
181	вовсе не	2	2
182	на его	5	2
183	к нему	2	2
184	только потому	2	2
185	и следовательно	5	2
186	в его	6	2
187	что всякое	3	2
188	в ее	3	2
189	не так	3	2
190	в этих	2	2
191	отношение к	2	2
192	как не	2	2
193	для нас	3	2
194	в процессе	6	2
195	вместе с	5	2
196	на него	4	2
197	заключает в	4	2
198	себе и	2	2
199	и без	4	2
200	как нечто	2	2
201	бы не	2	2
202	а с	5	2
203	не было	2	2
204	что оно	3	2
205	роль в	3	2
206	к своему	4	2
207	здесь мы	3	2
208	то или	4	2
209	ли он	2	2
210	которой мы	4	2
211	увидим что	2	2
212	у них	2	2
213	и содержание	2	2
214	каждый из	2	2
215	но это	2	2
216	также и	2	2
217	их в	3	2
218	в себе	9	2
219	и вообще	2	2
220	ответ на	2	2
221	когда мы	6	2
222	заметить что	2	2
223	в которой	7	2
