N	2gram	Vinokur_Ku_3	Literetu
1	а не	11	20
2	и в	23	19
3	может быть	14	17
4	своего рода	2	13
5	то же	6	12
6	и не	10	11
7	в том	22	10
8	как и	5	10
9	но и	3	10
10	состоит в	2	9
11	не может	6	9
12	в этом	16	9
13	в то	3	9
14	с другой	7	8
15	не только	17	8
16	том что	11	7
17	то что	4	7
18	так и	6	7
19	с одной	4	7
20	я в	3	7
21	слова и	7	7
22	не менее	12	6
23	однако в	2	6
24	одной стороны	4	6
25	при этом	6	6
26	столь же	4	5
27	я не	5	5
28	у нас	10	5
29	но не	3	5
30	в качестве	2	5
31	он не	3	5
32	на фоне	7	5
33	вместе с	2	5
34	так в	2	5
35	того что	11	5
36	в рамках	5	4
37	что в	13	4
38	в частности	2	4
39	прежде всего	9	4
40	не в	5	4
41	отнюдь не	3	4
42	того же	4	4
43	в ней	3	4
44	в его	11	4
45	один из	4	4
46	другой стороны	3	4
47	мы не	3	4
48	по отношению	3	4
49	тем что	5	4
50	точки зрения	23	4
51	не случайно	4	4
52	в области	14	4
53	я и	3	4
54	в поэзии	5	3
55	что он	6	3
56	по существу	3	3
57	и как	2	3
58	но это	5	3
59	такой же	2	3
60	в сущности	4	3
61	том чтобы	4	3
62	речь идет	3	3
63	не с	2	3
64	отношению к	2	3
65	данном случае	4	3
66	а именно	3	3
67	в их	6	3
68	то и	2	3
69	как я	2	3
70	я все	2	3
71	так как	9	3
72	тем самым	4	3
73	тем же	2	3
74	с точки	16	3
75	как на	8	3
76	а в	5	3
77	не столько	4	3
78	и с	3	3
79	в данном	7	3
80	как к	2	3
81	ничего не	6	3
82	на этом	2	2
83	том числе	2	2
84	уже в	3	2
85	не было	4	2
86	с тем	6	2
87	в нашем	7	2
88	для этого	6	2
89	в какой	3	2
90	с этой	3	2
91	в виду	8	2
92	в одном	2	2
93	вовсе не	5	2
94	из того	2	2
95	и к	3	2
96	а также	4	2
97	для нас	4	2
98	этом случае	4	2
99	в ее	4	2
100	тем не	9	2
101	очевидно что	3	2
102	и без	2	2
103	тот же	6	2
104	еще не	9	2
105	было бы	16	2
106	не так	3	2
107	свое время	2	2
108	не по	3	2
109	как бы	5	2
110	в свое	2	2
111	был бы	3	2
112	говоря уже	2	2
113	что и	6	2
114	уже о	2	2
115	как он	2	2
116	все же	5	2
117	и т	54	2
118	в целом	4	2
119	могут быть	6	2
120	по преимуществу	3	2
121	не говоря	2	2
122	мысли и	2	2
123	как раз	4	2
124	т п	41	2
125	и только	3	2
126	быть не	2	2
127	той же	3	2
128	а потому	2	2
129	уже не	8	2
130	путь к	2	2
131	и что	7	2
132	не более	2	2
133	для того	12	2
134	что не	4	2
135	не станем	2	2
136	хотя бы	9	2
137	речь в	2	2
138	враг и	2	2
139	не знает	2	2
140	в русском	2	2
141	то в	3	2
142	в результате	3	2
143	потому что	12	2
144	на себя	2	2
145	но как	3	2
146	о том	6	2
147	в россии	2	2
148	тому как	2	2
149	русской классической	2	2
150	как это	7	2
151	могло бы	3	2
152	но в	2	2
