N	2gram	Vinokur_St_3	Problemy
1	и в	25	34
2	и не	10	29
3	как бы	6	27
4	что он	19	23
5	в его	12	22
6	может быть	19	19
7	не может	7	19
8	как и	4	18
9	но в	5	16
10	все это	8	16
11	и его	3	16
12	в этом	24	16
13	и с	4	15
14	прежде всего	10	15
15	что я	3	15
16	он не	5	15
17	то же	5	14
18	к нему	4	14
19	самом деле	2	13
20	для него	3	13
21	т е	8	12
22	но и	9	12
23	же время	3	12
24	и к	4	12
25	потому что	5	12
26	в то	7	12
27	вовсе не	2	11
28	в сущности	2	11
29	то что	12	11
30	не только	12	10
31	в отношении	2	9
32	не в	6	9
33	а не	5	9
34	самого начала	2	8
35	никогда не	2	8
36	себя и	2	8
37	с самого	2	8
38	в самом	2	8
39	и т	8	8
40	в речах	5	8
41	точки зрения	7	8
42	и для	4	8
43	в другом	3	8
44	что в	19	7
45	этого слова	2	7
46	все же	4	7
47	с которым	3	7
48	как мы	2	7
49	что не	2	7
50	что они	2	6
51	отношение к	4	6
52	что у	2	6
53	и на	6	6
54	с его	3	6
55	так и	5	6
56	т п	6	6
57	в плане	2	6
58	только в	6	6
59	все время	2	5
60	что это	16	5
61	это не	7	5
62	в конце	6	5
63	к тому	2	5
64	так что	11	5
65	но все	2	5
66	и что	3	5
67	того что	5	5
68	всяком случае	4	5
69	в целом	4	5
70	таким образом	10	5
71	не мог	2	5
72	лишь в	4	5
73	а в	6	5
74	и наконец	3	5
75	он и	2	5
76	с тем	4	5
77	это слово	3	5
78	на протяжении	4	5
79	и у	2	5
80	во всяком	4	5
81	в чем	4	5
82	на вопрос	3	4
83	с другой	5	4
84	что все	3	4
85	он хочет	2	4
86	ни в	5	4
87	из его	7	4
88	но это	4	4
89	на этом	3	4
90	у него	9	4
91	на его	4	4
92	в общем	4	4
93	его отношение	2	4
94	все эти	3	4
95	но как	2	4
96	в начале	4	4
97	так как	3	4
98	если бы	4	4
99	как раз	3	4
100	он говорил	5	4
101	этом смысле	4	4
102	но не	2	4
103	еще не	2	4
104	как в	6	4
105	с точки	4	4
106	тем что	19	4
107	в виде	3	4
108	и это	5	4
109	ничего не	4	4
110	вместе с	2	4
111	не менее	2	3
112	уже в	3	3
113	для этого	2	3
114	в каждом	4	3
115	в такой	2	3
116	его к	2	3
117	звучат в	2	3
118	в том	20	3
119	что его	2	3
120	такой же	2	3
121	до конца	3	3
122	в виду	2	3
123	в котором	5	3
124	с ее	2	3
125	другой стороны	5	3
126	в одной	2	3
127	в ней	4	3
128	но он	3	3
129	говорить о	3	3
130	конце концов	3	3
131	не как	2	3
132	и во	2	3
133	по крайней	4	3
134	том что	15	3
135	так чтобы	2	3
136	между тем	6	3
137	нет и	2	3
138	как можно	2	3
139	крайней мере	4	3
140	в своей	4	3
141	только что	2	3
142	а с	2	3
143	как я	2	3
144	в творчестве	3	3
145	это было	8	3
146	не было	4	2
147	тому что	3	2
148	с этой	3	2
149	это в	4	2
150	или иной	2	2
151	тем не	2	2
152	в последнем	2	2
153	нет в	3	2
154	и если	3	2
155	например в	4	2
156	к слову	2	2
157	что такое	7	2
158	при всей	2	2
159	не является	3	2
160	один из	2	2
161	он может	2	2
162	в форме	2	2
163	отличается от	4	2
164	и только	2	2
165	т д	2	2
166	в произведениях	2	2
167	которых я	2	2
168	как на	6	2
169	без труда	2	2
170	в которых	2	2
171	несколько раз	2	2
172	с этим	7	2
173	о том	8	2
174	с которыми	2	2
175	на нее	2	2
176	сказать что	4	2
177	слово в	2	2
178	к которому	3	2
179	я и	3	2
180	во время	3	2
181	а как	4	2
182	всех этих	3	2
183	для его	2	2
184	обращается к	3	2
185	в них	5	2
186	того времени	3	2
187	в жизни	4	2
188	на тему	3	2
189	то в	4	2
190	должна была	4	2
191	того же	2	2
192	если я	2	2
193	было бы	7	2
194	во всех	2	2
195	к ней	4	2
196	своего рода	3	2
197	тему о	2	2
198	слова как	2	2
199	уже не	3	2
200	в которой	4	2
201	той же	2	2
202	связан с	3	2
203	и ее	2	2
204	которые в	2	2
205	так сказать	2	2
206	если и	2	2
