N	2gram	Vygotskiy__3	StatiiOP
1	и в	25	25
2	в этом	14	24
3	в том	23	20
4	что в	17	19
5	что он	6	19
6	может быть	13	19
7	тем что	8	19
8	что это	5	16
9	том что	20	15
10	в этой	5	14
11	в его	15	12
12	то что	15	12
13	не только	6	12
14	в этих	2	11
15	так что	2	11
16	прежде всего	4	10
17	таким образом	17	10
18	и не	10	10
19	но и	4	9
20	все это	6	8
21	в своих	2	8
22	о том	5	8
23	было бы	10	7
24	с этим	4	7
25	не может	6	7
26	точки зрения	6	7
27	в то	4	7
28	место в	2	6
29	из этих	4	6
30	не в	6	6
31	только в	10	6
32	как бы	10	6
33	как в	9	6
34	как на	2	6
35	а в	4	6
36	и на	6	6
37	в области	7	6
38	между тем	3	6
39	то же	2	5
40	независимо от	4	5
41	в них	2	5
42	потому что	6	5
43	с другой	6	5
44	на то	4	5
45	ни в	9	5
46	об этом	2	5
47	такого рода	2	5
48	по форме	2	5
49	в котором	3	5
50	и это	4	5
51	то обстоятельство	3	5
52	того что	10	5
53	другой стороны	3	5
54	он не	4	5
55	обстоятельство что	3	5
56	отношения между	5	5
57	так и	5	5
58	мы имеем	4	5
59	этом отношении	3	4
60	с тем	16	4
61	всяком случае	4	4
62	состоит в	3	4
63	в жизни	3	4
64	этом смысле	2	4
65	а как	2	4
66	в смысле	4	4
67	как и	15	4
68	мы видим	3	4
69	но это	5	4
70	в начале	2	4
71	то в	3	4
72	в качестве	12	4
73	если бы	5	4
74	и к	5	4
75	на его	2	4
76	а также	2	4
77	в своей	2	4
78	в целом	13	4
79	в речи	2	4
80	связь с	3	4
81	отличается от	3	4
82	в течение	2	4
83	из которых	5	4
84	в чем	2	4
85	и для	2	4
86	время как	4	4
87	сказать что	4	4
88	во всяком	4	4
89	в каком	2	4
90	все же	6	4
91	что эти	3	4
92	то время	4	4
93	в эту	2	4
94	уже в	7	3
95	с его	2	3
96	находит свое	2	3
97	все они	2	3
98	тому что	2	3
99	в какой	4	3
100	раньше чем	2	3
101	к этому	3	3
102	показывает что	8	3
103	и здесь	2	3
104	всех этих	2	3
105	с этой	3	3
106	для него	5	3
107	и что	10	3
108	на этом	3	3
109	одной стороны	5	3
110	все эти	7	3
111	не является	8	3
112	по этому	3	3
113	от нее	4	3
114	в связи	6	3
115	уже не	2	3
116	что мы	7	3
117	и его	2	3
118	связан с	2	3
119	в виде	3	3
120	связи с	9	3
121	так как	12	3
122	что по	2	3
123	к которому	3	3
124	а с	3	2
125	этот тип	3	2
126	все время	2	2
127	говорит и	2	2
128	не менее	6	2
129	все более	2	2
130	никогда не	4	2
131	для этого	2	2
132	и у	6	2
133	не столько	4	2
134	но они	2	2
135	и во	2	2
136	тогда когда	4	2
137	одного из	2	2
138	его к	3	2
139	самого начала	6	2
140	или иной	3	2
141	к тому	4	2
142	как мы	8	2
143	на котором	2	2
144	им в	3	2
145	а по	2	2
146	не как	3	2
147	но все	2	2
148	что они	10	2
149	но не	6	2
150	мы имели	4	2
151	того же	6	2
152	формы в	3	2
153	в свою	3	2
154	еще не	4	2
155	и может	2	2
156	в самом	3	2
157	одна из	2	2
158	нас к	2	2
159	в ряде	4	2
160	если в	3	2
161	вступают в	2	2
162	один из	6	2
163	тем не	5	2
164	в развитии	24	2
165	вместе с	14	2
166	только что	2	2
167	внимание на	2	2
168	и только	2	2
169	в отношении	6	2
170	с ее	5	2
171	с одной	5	2
172	и других	2	2
173	от того	4	2
174	не мог	4	2
175	заключается в	9	2
176	с самого	6	2
177	для того	7	2
178	и по	5	2
179	той же	4	2
180	мы не	9	2
181	на основе	22	2
182	или в	2	2
183	в которых	3	2
184	в результате	3	2
185	то и	4	2
186	ни на	2	2
187	могут быть	5	2
188	но как	3	2
189	этого слова	4	2
190	которые в	3	2
191	с которыми	3	2
192	в чисто	2	2
193	и которые	3	2
194	в плане	2	2
195	цели и	2	2
