N	2gram	Bakhtin_Pr_2	Literetu
1	и не	42	22
2	и в	45	16
3	в мире	3	16
4	х годов	2	15
5	при этом	2	15
6	не только	16	14
7	но и	15	14
8	в этом	20	14
9	а не	10	12
10	то что	5	12
11	может быть	18	12
12	в том	8	12
13	не в	8	10
14	я и	3	10
15	то же	5	9
16	так и	3	9
17	того что	3	9
18	в то	5	9
19	в жизни	3	8
20	том что	7	8
21	не может	24	8
22	как бы	15	8
23	в своей	6	7
24	же время	3	7
25	себя в	2	7
26	со стороны	4	7
27	тем самым	2	7
28	точки зрения	19	7
29	только в	9	7
30	с его	8	6
31	еще не	9	6
32	в его	22	6
33	и т.п	6	6
34	и его	8	6
35	в себе	5	6
36	о том	3	6
37	это не	3	5
38	что он	7	5
39	в ее	3	5
40	как и	14	5
41	лишь в	2	5
42	в целом	5	5
43	как в	4	5
44	а именно	3	5
45	а в	3	5
46	этом отношении	2	5
47	именно в	3	5
48	в основе	2	5
49	то есть	50	5
50	но не	6	4
51	никогда не	17	4
52	даже в	6	4
53	как у	2	4
54	до конца	7	4
55	в начале	2	4
56	и для	2	4
57	одним из	3	4
58	хотя и	2	4
59	отношению к	8	4
60	из них	9	4
61	по отношению	8	4
62	жизни в	2	4
63	входит в	9	4
64	должно быть	4	4
65	в одном	6	4
66	том числе	2	3
67	только для	2	3
68	все время	3	3
69	личности в	3	3
70	прежде всего	11	3
71	более того	5	3
72	в романе	3	3
73	и как	2	3
74	например в	2	3
75	и к	2	3
76	на его	5	3
77	в самом	13	3
78	в сторону	2	3
79	с ее	3	3
80	но уже	2	3
81	жизни и	15	3
82	бы и	3	3
83	в словах	2	3
84	это как	2	3
85	уже не	6	3
86	самом деле	4	3
87	с точки	9	3
88	как на	2	3
89	тому как	2	3
90	потому что	8	3
91	там где	6	3
92	как это	2	3
93	отношения к	2	3
94	в области	2	3
95	но в	6	3
96	а лишь	3	2
97	сознания и	6	2
98	что в	6	2
99	она и	3	2
100	не менее	2	2
101	если бы	2	2
102	все они	4	2
103	и одновременно	2	2
104	что у	4	2
105	не как	6	2
106	в конце	4	2
107	с образом	3	2
108	я не	6	2
109	к этому	4	2
110	романа и	4	2
111	со своими	6	2
112	по себе	8	2
113	ни с	2	2
114	со всей	2	2
115	на то	2	2
116	или иной	3	2
117	в нем	20	2
118	и ее	7	2
119	у нас	2	2
120	так чтобы	2	2
121	а на	2	2
122	числе и	2	2
123	него не	3	2
124	для него	9	2
125	можно сказать	2	2
126	было бы	4	2
127	и сам	3	2
128	что не	5	2
129	во всех	4	2
130	я это	2	2
131	той или	3	2
132	о нем	6	2
133	себя и	2	2
134	для себя	3	2
135	один из	2	2
136	что и	5	2
137	все же	4	2
138	отношение к	8	2
139	бытия в	2	2
140	как мы	8	2
141	так же	5	2
142	как раз	6	2
143	им в	4	2
144	если не	2	2
145	но с	3	2
146	человека в	5	2
147	и вот	2	2
148	и даже	3	2
149	своей жизни	3	2
150	с ними	4	2
151	в своих	4	2
152	и на	7	2
153	мы и	3	2
154	и с	7	2
155	автора и	2	2
156	быть только	2	2
157	тем что	2	2
158	подобно тому	2	2
159	далеко не	4	2
160	он и	4	2
161	еще раз	3	2
162	не знает	4	2
163	его в	3	2
164	и потому	6	2
165	здесь не	2	2
166	лишь на	2	2
167	ее в	2	2
168	к идее	3	2
169	для меня	2	2
