N	2gram	Losev_Dial_2	Problema
1	и в	19	30
2	в своей	8	22
3	то что	14	18
4	не только	19	18
5	том что	10	17
6	в этом	8	17
7	и даже	14	14
8	но и	12	13
9	таким образом	4	13
10	потому что	14	13
11	в том	14	12
12	и не	30	12
13	а именно	5	12
14	также и	2	12
15	о том	5	12
16	в своем	4	11
17	так что	7	11
18	в виде	2	10
19	точки зрения	12	10
20	в этой	3	10
21	все же	4	9
22	сказать что	10	9
23	но в	2	9
24	и вообще	6	9
25	только в	5	9
26	и все	12	9
27	в конце	2	8
28	вовсе не	13	8
29	с точки	8	8
30	никогда не	9	7
31	что он	6	7
32	как и	10	7
33	связи с	4	7
34	но не	6	7
35	может быть	20	7
36	вместе с	2	7
37	так и	10	7
38	в связи	4	7
39	мы находим	3	7
40	не в	8	7
41	в результате	2	7
42	с другой	5	6
43	прежде всего	8	6
44	можно сказать	5	6
45	уже не	3	6
46	и как	10	6
47	несмотря на	2	6
48	как бы	14	6
49	в нем	10	6
50	что и	5	6
51	другой стороны	4	6
52	тут же	4	6
53	и что	5	6
54	а в	4	6
55	и его	5	6
56	его в	3	6
57	так как	14	6
58	не менее	3	5
59	нисколько не	4	5
60	с тем	2	5
61	что в	7	5
62	что у	2	5
63	в которой	2	5
64	будто бы	3	5
65	тем не	2	5
66	в силу	5	5
67	так же	2	5
68	в самом	5	5
69	и их	3	5
70	миф о	2	5
71	в античном	2	5
72	не может	9	5
73	не просто	12	5
74	а не	16	5
75	и притом	7	5
76	что этот	3	5
77	и то	7	5
78	но он	4	5
79	как раз	5	5
80	того как	2	5
81	и с	5	5
82	в частности	2	4
83	отнюдь не	6	4
84	по крайней	9	4
85	тогда когда	6	4
86	человека и	2	4
87	ни в	10	4
88	ясно что	4	4
89	в смысле	5	4
90	об этом	3	4
91	но все	2	4
92	при этом	4	4
93	было бы	3	4
94	крайней мере	9	4
95	и к	7	4
96	или в	2	4
97	в себе	15	4
98	в то	6	4
99	же не	3	4
100	в противоположность	2	3
101	все время	3	3
102	именно в	2	3
103	о котором	3	3
104	не что	3	3
105	но только	3	3
106	все в	2	3
107	же в	2	3
108	в ее	4	3
109	что иное	3	3
110	что они	6	3
111	то время	4	3
112	как будто	7	3
113	только тогда	7	3
114	еще не	4	3
115	нет никакой	4	3
116	он не	4	3
117	нет никакого	2	3
118	а потом	4	3
119	иное как	3	3
120	от своих	2	3
121	с одной	2	3
122	только и	2	3
123	жизнь в	2	3
124	того что	6	3
125	тем же	2	3
126	к нему	4	3
127	есть только	4	3
128	время как	7	3
129	жизнь и	5	3
130	от этого	3	3
131	быть только	2	3
132	в ней	2	3
133	в другом	4	3
134	с ним	4	3
135	в одном	4	3
136	в виду	5	3
137	я не	6	2
138	не могут	4	2
139	и более	3	2
140	уже и	2	2
141	это уже	2	2
142	в какой	2	2
143	хотя бы	4	2
144	как в	2	2
145	это не	10	2
146	уже в	4	2
147	была бы	3	2
148	по себе	18	2
149	к тому	2	2
150	то же	12	2
151	как мы	3	2
152	без всякого	4	2
153	да и	6	2
154	раз в	2	2
155	не будет	2	2
156	что здесь	2	2
157	и нет	2	2
158	кроме того	3	2
159	до сих	2	2
160	в это	3	2
161	жизни и	6	2
162	в данном	3	2
163	что не	6	2
164	в целях	3	2
165	мы имеем	3	2
166	на его	2	2
167	конечно не	6	2
168	иной раз	5	2
169	всяком случае	2	2
170	и делает	2	2
171	из них	3	2
172	на него	2	2
173	ее в	2	2
174	данном случае	2	2
175	человеческой жизни	2	2
176	и тогда	3	2
177	и только	4	2
178	не больше	4	2
179	все эти	2	2
180	и они	2	2
181	тех или	2	2
182	они не	3	2
183	самом деле	4	2
184	в науке	2	2
185	в таком	4	2
186	и тут	3	2
187	его не	2	2
188	во всяком	2	2
189	между тем	2	2
190	тем что	2	2
191	в одной	4	2
192	мере в	2	2
193	это время	3	2
194	по своей	4	2
195	есть в	2	2
196	в чем	3	2
197	в области	2	2
198	ничего не	3	2
199	это конечно	4	2
200	человека но	2	2
201	не то	5	2
202	таком случае	3	2
203	сих пор	2	2
