N	2gram	Losev_Prob_1	Psycholo
1	то что	42	44
2	и в	32	33
3	в этом	19	28
4	как бы	14	25
5	и что	9	25
6	все время	2	24
7	потому что	16	24
8	для того	8	23
9	может быть	14	22
10	том что	12	22
11	того чтобы	9	22
12	что в	12	21
13	в том	9	21
14	о том	11	20
15	что он	7	20
16	сейчас же	3	16
17	только что	2	15
18	как это	6	14
19	что это	3	13
20	таким образом	6	13
21	и не	31	13
22	так же	9	13
23	сказать что	13	13
24	то есть	33	13
25	все это	7	13
26	к тому	3	12
27	в самом	6	12
28	и все	7	12
29	так как	11	12
30	было бы	8	12
31	если мы	11	12
32	самом деле	6	12
33	что все	3	11
34	он не	3	11
35	на то	8	10
36	что она	5	10
37	не может	8	10
38	в его	6	10
39	если бы	4	10
40	в этой	10	9
41	и если	6	9
42	по себе	15	9
43	как раз	13	9
44	то же	10	9
45	в конце	6	8
46	для этого	3	8
47	в каком	3	8
48	вместе с	2	8
49	как будто	3	8
50	в своем	5	7
51	для нас	5	7
52	так что	6	7
53	в нем	13	7
54	и только	4	7
55	не только	17	7
56	перед нами	5	6
57	тому что	4	6
58	это не	6	6
59	в самой	3	6
60	что они	3	6
61	и т	11	6
62	после этого	4	6
63	все эти	8	6
64	но он	3	6
65	точки зрения	3	6
66	что мы	13	6
67	же самое	9	6
68	когда мы	8	6
69	мы видим	2	6
70	мы должны	5	6
71	в сущности	2	6
72	никак не	4	6
73	на самом	6	6
74	а не	15	6
75	в себе	15	6
76	мы будем	2	5
77	казалось бы	4	5
78	никогда не	7	5
79	нисколько не	3	5
80	и как	6	5
81	мы не	2	5
82	что для	2	5
83	и на	8	5
84	вовсе не	35	5
85	как он	4	5
86	только после	2	5
87	с ним	3	5
88	мы можем	4	5
89	ясно что	3	5
90	с этим	3	5
91	как и	3	5
92	и может	2	5
93	мы уже	5	5
94	и его	3	5
95	и это	9	5
96	и есть	6	4
97	совершенно не	6	4
98	и уже	3	4
99	из них	3	4
100	для чего	2	4
101	смысл и	3	4
102	а в	4	4
103	не просто	23	4
104	того что	7	4
105	знаем что	2	4
106	при помощи	13	4
107	с тем	5	4
108	и так	2	4
109	в жизни	3	4
110	об этом	10	4
111	у нас	14	4
112	и о	8	4
113	о нем	3	4
114	говорит о	3	4
115	не будет	2	4
116	в своей	8	4
117	ее в	2	4
118	как мы	7	4
119	что не	3	4
120	с точки	3	4
121	в таком	9	4
122	можно было	3	4
123	по поводу	4	4
124	только в	7	4
125	в которой	2	4
126	не то	2	4
127	это было	2	4
128	сама по	4	3
129	же как	2	3
130	что если	2	3
131	что оно	3	3
132	нам о	2	3
133	точно так	4	3
134	что может	2	3
135	ни в	7	3
136	что его	3	3
137	должно быть	2	3
138	не можем	2	3
139	например в	2	3
140	но если	2	3
141	всяком случае	3	3
142	но и	9	3
143	и до	2	3
144	не было	4	3
145	не для	2	3
146	в которых	3	3
147	их в	4	3
148	и здесь	6	3
149	в то	6	3
150	его в	6	3
151	том как	2	3
152	всех этих	7	3
153	бы мы	3	3
154	говорить о	6	3
155	но не	9	3
156	указывает на	14	3
157	здесь в	3	3
158	до сих	3	3
159	она не	2	3
160	мы в	3	3
161	это совершенно	4	3
162	конце концов	4	3
163	сами по	3	3
164	или его	2	3
165	мы никогда	3	3
166	сих пор	3	3
167	так и	12	3
168	как в	4	3
169	да и	3	3
170	во всей	3	3
171	тем самым	4	3
172	и для	4	3
173	что этот	2	3
174	во всяком	7	3
175	тем что	7	3
176	в виде	15	3
177	далеко не	5	3
178	на этот	3	3
179	есть как	2	2
180	уже в	3	2
181	с другой	3	2
182	из этих	2	2
183	прежде всего	10	2
184	уже с	2	2
185	без всякого	2	2
186	но все	3	2
187	нет никакой	2	2
188	или вернее	3	2
189	и другое	2	2
190	никак нельзя	3	2
191	при этом	6	2
192	в действительности	3	2
193	если взять	2	2
194	и является	7	2
195	в виду	6	2
196	в котором	5	2
197	не является	5	2
198	один из	4	2
199	она есть	5	2
200	в их	4	2
201	другой стороны	3	2
202	не больше	3	2
203	т д	10	2
204	именно в	4	2
205	не имеет	2	2
206	есть только	8	2
207	в результате	2	2
208	больше чем	2	2
209	и с	2	2
210	одно из	2	2
211	именно как	4	2
212	также и	11	2
213	не в	4	2
214	и потому	2	2
215	мы имеем	2	2
216	но в	14	2
217	сам по	7	2
218	же мы	2	2
219	что ни	2	2
220	с его	2	2
221	и чтобы	2	2
222	только не	3	2
223	в них	7	2
224	заставляет нас	2	2
225	что всякий	4	2
226	о которых	3	2
227	в ее	3	2
228	в искусстве	3	2
229	меньше всего	2	2
230	по существу	2	2
231	литературы и	4	2
232	тем и	2	2
233	можно сказать	5	2
234	мы увидим	3	2
235	в это	2	2
236	во всех	7	2
237	большей частью	2	2
238	однако не	3	2
239	и другим	2	2
240	оказывается что	2	2
241	не на	3	2
242	необходимые для	2	2
243	перейти к	4	2
244	хотя бы	3	2
245	тому как	2	2
246	и то	6	2
247	ни на	4	2
248	и ее	8	2
249	связи с	5	2
250	едва ли	2	2
251	не потому	2	2
252	ничего не	10	2
253	что нет	2	2
