N	2gram	Ircho_Kome_2	Problema
1	и не	14	28
2	не только	7	24
3	только в	4	23
4	вовсе не	2	21
5	в том	11	20
6	и в	26	20
7	ни в	5	17
8	то что	6	15
9	потому что	6	15
10	было бы	8	14
11	но и	10	14
12	точки зрения	4	14
13	не в	2	13
14	в нашем	2	12
15	том что	9	12
16	прежде всего	4	11
17	как будто	4	11
18	не менее	4	10
19	отнюдь не	2	10
20	в качестве	5	10
21	не является	2	10
22	так и	12	10
23	и его	12	10
24	едва ли	14	10
25	может быть	11	9
26	все это	3	9
27	в этом	10	9
28	если бы	9	8
29	что он	5	8
30	таким образом	6	8
31	в той	2	8
32	во всяком	2	8
33	и все	2	8
34	но в	3	8
35	с другой	2	7
36	это не	2	7
37	ясно что	8	7
38	еще не	6	7
39	мы не	2	7
40	то же	3	7
41	и с	5	7
42	в ней	3	7
43	хотя бы	2	7
44	об этом	2	6
45	и от	4	6
46	так что	5	6
47	для нас	3	6
48	как и	4	6
49	по своему	2	6
50	но если	3	6
51	в виду	2	6
52	мы имеем	2	6
53	но не	3	5
54	хотя и	4	5
55	в нем	6	5
56	здесь в	3	5
57	в ее	2	5
58	да и	3	5
59	и если	2	5
60	жизни и	3	5
61	вместе с	9	5
62	как в	3	5
63	не может	3	5
64	в них	4	5
65	так как	4	5
66	или в	3	5
67	в этих	4	5
68	о том	6	5
69	уже в	4	4
70	с тем	5	4
71	и есть	2	4
72	в какой	2	4
73	и для	4	4
74	и во	2	4
75	в одном	2	4
76	и ее	2	4
77	в самой	3	4
78	что его	3	4
79	в этой	3	4
80	одной из	4	4
81	в своей	3	4
82	что она	2	4
83	как бы	2	4
84	всяком случае	2	4
85	не имеет	3	4
86	и т	2	4
87	же в	4	4
88	во всех	3	4
89	с этим	5	4
90	а в	3	4
91	можно было	4	4
92	в то	6	4
93	в связи	3	3
94	человека в	3	3
95	к тому	12	3
96	независимо от	5	3
97	для всех	3	3
98	если не	2	3
99	этом смысле	2	3
100	с собой	2	3
101	и к	2	3
102	как мы	4	3
103	он был	2	3
104	но все	3	3
105	в начале	4	3
106	связи с	3	3
107	в истории	5	3
108	в его	4	3
109	то это	2	3
110	что и	7	3
111	что в	9	3
112	сказать о	2	3
113	меньше всего	4	3
114	не говоря	2	3
115	бы и	2	3
116	в своем	6	3
117	не было	3	3
118	для того	5	3
119	из которых	3	3
120	к нему	3	3
121	тут же	2	3
122	и на	7	3
123	тем что	3	3
124	из них	7	3
125	к его	2	3
126	как это	4	3
127	из этого	2	3
128	мы можем	3	3
129	за собой	2	2
130	все время	2	2
131	в частности	4	2
132	однако в	2	2
133	со своей	3	2
134	столь же	9	2
135	в конце	2	2
136	представить себе	3	2
137	и жизнь	2	2
138	что именно	2	2
139	с его	5	2
140	нет и	2	2
141	достаточно ясно	2	2
142	тому же	11	2
143	речь о	2	2
144	является не	2	2
145	то время	3	2
146	тот же	2	2
147	в это	2	2
148	что это	4	2
149	в самом	4	2
150	ни одна	2	2
151	в обоих	3	2
152	он не	2	2
153	не вполне	2	2
154	время как	2	2
155	никто не	3	2
156	в котором	3	2
157	говоря уже	2	2
158	все же	4	2
159	себя в	3	2
160	каждой из	2	2
161	дело с	3	2
162	мы находим	2	2
163	то ли	2	2
164	и что	2	2
165	того чтобы	6	2
166	ни было	2	2
167	друг друга	3	2
168	в других	2	2
169	с ними	2	2
170	говорить о	2	2
171	его в	4	2
172	и это	2	2
173	в которой	5	2
174	того же	3	2
175	по содержанию	2	2
176	еще более	2	2
177	это было	4	2
