N	2gram	Bakhtin_Pr_3	Istorich
1	и в	53	26
2	то что	9	16
3	не только	4	15
4	что в	2	14
5	может быть	12	14
6	но и	7	12
7	связь с	2	12
8	что он	4	10
9	так и	6	10
10	таким образом	6	10
11	и его	10	10
12	что и	3	9
13	и не	15	9
14	его в	2	9
15	так как	7	9
16	то же	6	8
17	а в	2	8
18	в этих	5	7
19	как и	11	7
20	он не	3	7
21	как в	7	7
22	их в	2	7
23	в этом	8	7
24	в дальнейшем	7	6
25	мы видим	2	6
26	еще не	5	6
27	мы видели	2	6
28	вместе с	2	6
29	не может	2	6
30	а не	11	6
31	потому что	5	6
32	мы можем	5	6
33	могут быть	4	6
34	как он	2	6
35	это не	6	5
36	к этому	4	5
37	но не	5	5
38	ничего не	6	5
39	в его	8	5
40	и у	7	5
41	мы уже	5	5
42	до сих	5	5
43	и др	14	5
44	сих пор	5	5
45	в некоторых	4	5
46	как мы	5	5
47	и по	3	5
48	не в	2	5
49	и с	6	5
50	тем что	2	5
51	мы должны	4	5
52	но в	5	5
53	в античности	4	4
54	с другой	2	4
55	вовсе не	3	4
56	в своей	3	4
57	он в	2	4
58	здесь не	4	4
59	и даже	2	4
60	но он	2	4
61	в могиле	2	4
62	о том	2	4
63	перед нами	5	3
64	и более	2	3
65	видели что	2	3
66	сравнению с	4	3
67	по сравнению	4	3
68	представления о	2	3
69	в одной	2	3
70	к себе	6	3
71	в образе	3	3
72	все еще	3	3
73	в том	14	3
74	а затем	4	3
75	по существу	5	3
76	том что	5	3
77	и других	9	3
78	но это	3	3
79	во всем	2	3
80	при этом	3	3
81	связанные с	3	3
82	и другие	9	3
83	и если	3	3
84	например в	5	3
85	на его	3	3
86	как бы	14	3
87	все эти	9	3
88	а также	4	3
89	наряду с	5	3
90	на земле	14	3
91	как это	2	3
92	всякого рода	3	3
93	между ними	2	3
94	только в	4	3
95	связана с	2	2
96	уже в	2	2
97	не менее	3	2
98	никогда не	2	2
99	смысле этого	2	2
100	формы и	3	2
101	и во	4	2
102	с этим	2	2
103	и все	10	2
104	иногда и	3	2
105	главным образом	3	2
106	и тем	2	2
107	тем не	2	2
108	говорит о	2	2
109	живет в	2	2
110	что я	2	2
111	есть в	3	2
112	в истории	3	2
113	одна из	7	2
114	от него	3	2
115	есть и	2	2
116	и тот	3	2
117	было бы	5	2
118	средние века	11	2
119	здесь на	2	2
120	или на	2	2
121	конечно не	4	2
122	хотя и	4	2
123	в обряде	2	2
124	по своей	9	2
125	вступают в	2	2
126	хотя бы	2	2
127	в нем	10	2
128	отношение к	6	2
129	из них	4	2
130	в форме	6	2
131	и их	2	2
132	все это	8	2
133	что это	2	2
134	небом и	2	2
135	в связи	2	2
136	и они	2	2
137	здесь мы	2	2
138	мы здесь	3	2
139	и на	18	2
140	а у	2	2
141	сказать что	10	2
142	на некоторых	2	2
143	даже и	2	2
144	в средние	10	2
145	в себе	5	2
146	во все	5	2
147	в особенности	2	2
148	в области	3	2
149	так например	2	2
