N	2gram	Potebnia_M_3	Istorich
1	и в	30	26
2	так как	13	18
3	потому что	46	13
4	что в	17	12
5	таким образом	14	12
6	в том	32	12
7	и на	3	12
8	в этом	10	12
9	связь с	3	11
10	мы видели	4	11
11	может быть	28	11
12	с другой	7	10
13	в образе	3	10
14	том что	18	10
15	и т	5	10
16	и не	15	10
17	не только	21	10
18	что он	6	9
19	еще не	5	9
20	но и	19	9
21	в нем	9	8
22	все же	2	8
23	вместе с	12	8
24	другой стороны	4	8
25	т д	3	8
26	и это	4	8
27	с ним	6	8
28	уже не	6	7
29	с одной	7	7
30	мы можем	3	7
31	одной стороны	3	7
32	например в	6	7
33	и его	4	7
34	у него	2	7
35	о том	2	7
36	то что	18	6
37	мы уже	2	6
38	как в	10	6
39	так в	2	6
40	не может	6	6
41	в виде	2	6
42	и с	2	6
43	мы не	9	6
44	как и	10	5
45	мы видим	2	5
46	в ней	8	5
47	в его	4	5
48	то это	6	5
49	не будет	3	5
50	так и	11	5
51	то же	23	5
52	и что	10	5
53	тем что	7	5
54	в то	10	5
55	только в	21	5
56	его в	3	5
57	там где	3	5
58	с тем	7	4
59	из этих	9	4
60	прежде всего	3	4
61	не всегда	2	4
62	зависит от	6	4
63	но это	6	4
64	до сих	3	4
65	все что	4	4
66	на его	2	4
67	как бы	3	4
68	и тем	5	4
69	что и	13	4
70	сих пор	3	4
71	что оно	11	4
72	как мы	7	4
73	и по	4	4
74	в других	2	4
75	но как	2	4
76	независимо от	5	3
77	если бы	12	3
78	могут быть	3	3
79	в них	5	3
80	на котором	2	3
81	и от	4	3
82	в одном	2	3
83	к этому	3	3
84	так что	7	3
85	не в	15	3
86	от него	2	3
87	то время	4	3
88	так например	2	3
89	она не	2	3
90	том как	3	3
91	показывает что	2	3
92	от того	8	3
93	его с	2	3
94	один из	4	3
95	в своей	2	3
96	что она	3	3
97	со стороны	3	3
98	а в	12	3
99	при этом	3	3
100	там же	6	3
101	к своему	2	3
102	и наконец	2	3
103	как на	5	3
104	так у	2	3
105	или в	3	3
106	и то	8	3
107	та же	2	3
108	их в	2	3
109	сказать что	5	3
110	в себе	16	3
111	не было	4	3
112	далеко не	4	3
113	того как	4	3
114	от этого	2	3
115	с этой	2	2
116	перед нами	2	2
117	есть еще	3	2
118	и как	5	2
119	от нее	2	2
120	в своем	5	2
121	с этим	6	2
122	или другое	2	2
123	вовсе не	7	2
124	на то	2	2
125	можно сказать	3	2
126	к тому	7	2
127	для нас	20	2
128	по отношению	5	2
129	но все	2	2
130	что они	2	2
131	но не	7	2
132	так же	3	2
133	в последнем	3	2
134	что при	3	2
135	что мы	8	2
136	когда в	2	2
137	было бы	9	2
138	никто не	3	2
139	в свое	2	2
140	относится к	4	2
141	даже в	2	2
142	но мы	2	2
143	не есть	17	2
144	нам кажется	2	2
145	отношению к	5	2
146	не имеет	6	2
147	жизни и	2	2
148	ни в	2	2
149	и до	2	2
150	образом и	3	2
151	на него	3	2
152	в форме	2	2
153	что же	2	2
154	целый ряд	2	2
155	то и	6	2
156	точно так	12	2
157	тогда как	2	2
158	или же	4	2
159	он не	4	2
160	только что	8	2
161	а с	2	2
162	в одно	3	2
163	представления и	3	2
164	тем самым	7	2
165	а не	15	2
166	того что	18	2
167	что не	8	2
168	дает нам	3	2
169	то или	2	2
170	людей и	2	2
171	быть только	4	2
172	в которых	2	2
173	самого себя	3	2
174	мы должны	4	2
175	в этой	2	2
176	что это	4	2
177	когда мы	2	2
178	то он	2	2
179	из него	2	2
180	нет ни	2	2
