N	2gram	Tiupa_Hudo_2	FransuaR
1	и в	28	49
2	прежде всего	3	19
3	в его	11	18
4	не только	11	17
5	и его	5	17
6	и на	3	17
7	и не	18	15
8	в этом	13	15
9	в них	3	13
10	только в	4	13
11	но и	9	13
12	как и	11	11
13	как бы	5	11
14	вовсе не	2	10
15	в этой	5	10
16	все это	3	9
17	для него	5	9
18	в нем	3	9
19	отношение к	2	8
20	все же	2	7
21	один из	2	7
22	жизни и	6	7
23	не может	4	7
24	то же	6	7
25	как мы	2	7
26	именно в	2	6
27	то что	6	6
28	же время	4	6
29	мы уже	3	6
30	так и	8	6
31	рядом с	5	6
32	сказать что	2	6
33	и с	6	6
34	точки зрения	2	6
35	в то	6	6
36	с его	5	5
37	никогда не	5	5
38	в своем	5	5
39	из этих	2	5
40	но не	4	5
41	при этом	11	5
42	может быть	8	5
43	в своей	6	5
44	с точки	2	5
45	роль в	2	5
46	в духе	2	4
47	с другой	3	4
48	в жизни	8	4
49	и к	2	4
50	в себе	9	4
51	том что	19	4
52	одна из	2	4
53	и о	4	4
54	в этих	3	4
55	сих пор	2	4
56	до сих	2	4
57	не было	6	4
58	а в	6	4
59	лишь в	2	4
60	как на	2	4
61	характер и	2	4
62	тем что	6	4
63	с ним	7	4
64	но в	2	4
65	место в	2	3
66	с одной	3	3
67	о чем	8	3
68	жизни в	7	3
69	превращается в	4	3
70	в одном	3	3
71	человека и	3	3
72	что он	8	3
73	в ее	18	3
74	в г	2	3
75	в том	15	3
76	да и	5	3
77	нельзя было	2	3
78	но именно	2	3
79	одной стороны	3	3
80	было бы	3	3
81	из них	2	3
82	несмотря на	3	3
83	в самом	5	3
84	раз в	3	3
85	с ее	5	3
86	и все	7	3
87	к нему	3	3
88	можно было	3	3
89	о том	12	3
90	и это	3	3
91	видит в	2	3
92	это был	2	2
93	автора и	2	2
94	человек в	3	2
95	что в	5	2
96	на фоне	3	2
97	в нашем	2	2
98	в качестве	4	2
99	характерно что	3	2
100	зрения на	2	2
101	та же	2	2
102	можно сказать	6	2
103	что они	4	2
104	все что	3	2
105	ничего не	5	2
106	еще не	3	2
107	и другие	5	2
108	по поводу	3	2
109	у него	5	2
110	в ней	3	2
111	к ней	2	2
112	к числу	2	2
113	перед смертью	2	2
114	в мире	7	2
115	по преимуществу	3	2
116	вместе с	2	2
117	не во	2	2
118	страх перед	2	2
119	того как	2	2
120	именно на	2	2
121	того чтобы	4	2
122	и эта	2	2
123	так же	3	2
124	тому как	4	2
125	одной из	3	2
126	нуждается в	2	2
127	себе в	2	2
128	подобно тому	4	2
129	в другом	2	2
130	и т.д	2	2
131	в художественном	4	2
132	здесь не	2	2
133	и становится	2	2
