N	2gram	Vygotskiy__4	Myshleni
1	в том	21	28
2	и в	33	28
3	то что	44	28
4	в этом	28	27
5	того что	4	24
6	потому что	24	22
7	не может	10	19
8	том что	22	19
9	таким образом	13	18
10	что он	20	18
11	только в	4	18
12	что в	21	17
13	не только	7	16
14	так же	13	15
15	может быть	22	13
16	сказать что	13	13
17	точки зрения	6	13
18	мы могли	2	12
19	тому что	6	11
20	и не	13	11
21	как бы	25	11
22	что мы	6	11
23	к тому	12	10
24	как мы	4	10
25	но и	3	10
26	так как	12	10
27	но не	3	10
28	того чтобы	22	10
29	с точки	4	10
30	могли бы	2	9
31	было бы	12	9
32	мы можем	5	9
33	никогда не	5	8
34	в самом	12	8
35	тем самым	3	8
36	для того	23	8
37	тем что	3	8
38	самого начала	5	7
39	с самого	5	7
40	если бы	10	7
41	в нем	7	7
42	в сущности	6	7
43	в своем	7	7
44	и других	4	7
45	заключается в	5	7
46	что оно	3	7
47	мы видим	6	7
48	он не	11	7
49	вместе с	8	7
50	то же	9	7
51	можно было	4	7
52	в которой	4	7
53	и к	2	6
54	же как	3	6
55	так что	7	6
56	и как	5	6
57	и что	25	6
58	к другой	2	6
59	не имеет	2	6
60	в то	3	6
61	же самое	6	6
62	когда мы	6	6
63	его в	3	6
64	как и	5	6
65	то время	2	6
66	можно сказать	2	6
67	так и	3	6
68	как раз	9	6
69	мы не	5	6
70	это не	6	5
71	вопрос о	2	5
72	в пределах	3	5
73	друг с	4	5
74	время как	2	5
75	и на	5	5
76	и все	12	5
77	но в	2	5
78	что все	11	5
79	с тем	4	5
80	с другом	4	5
81	а другой	2	5
82	показать что	7	5
83	в этой	9	5
84	я не	4	4
85	именно в	2	4
86	в частности	4	4
87	на то	10	4
88	мы знаем	2	4
89	не в	2	4
90	на этом	3	4
91	например в	3	4
92	на этот	3	4
93	но если	3	4
94	от одной	2	4
95	целый ряд	5	4
96	с этим	5	4
97	сущности говоря	2	4
98	в одной	2	4
99	мы имеем	2	4
100	знаем что	4	4
101	заключить что	2	4
102	ясно что	5	4
103	что при	2	4
104	что и	3	4
105	во всех	2	4
106	в той	3	4
107	той же	4	4
108	и то	2	4
109	в себе	6	4
110	же самые	2	4
111	из этих	2	3
112	все время	24	3
113	как это	14	3
114	всякий раз	6	3
115	совершается в	2	3
116	до конца	7	3
117	в нашей	2	3
118	при этом	2	3
119	же точно	7	3
120	и той	2	3
121	но мы	2	3
122	в целом	5	3
123	в их	2	3
124	как на	6	3
125	и только	7	3
126	те же	2	3
127	действия и	2	3
128	в своих	3	3
129	больше чем	2	3
130	образом в	2	3
131	в основе	3	3
132	и здесь	3	3
133	на примере	2	3
134	от этого	3	3
135	с его	2	3
136	только не	2	3
137	должен был	3	3
138	в них	2	3
139	лежит в	2	3
140	по себе	9	3
141	тем и	2	3
142	раз в	7	3
143	это и	5	3
144	связи с	2	3
145	переход к	2	3
146	до сих	3	3
147	мы должны	6	3
148	иначе говоря	2	3
149	не по	2	3
150	один из	2	3
151	в его	10	3
152	сих пор	3	3
153	как в	3	3
154	к анализу	3	3
155	одной и	2	3
156	а не	6	3
157	и его	5	3
158	этот вопрос	4	3
159	представляет собой	2	3
160	исследования и	4	3
161	как только	2	2
162	казалось бы	5	2
163	для этого	8	2
164	с другой	2	2
165	с этой	4	2
166	в конце	8	2
167	это в	4	2
168	была бы	2	2
169	прежде всего	2	2
170	что именно	3	2
171	к которой	3	2
172	для нас	7	2
173	самом деле	12	2
174	и другое	2	2
175	что всякий	2	2
176	вместо того	2	2
177	так если	2	2
178	и от	2	2
179	и является	2	2
180	но совершенно	4	2
181	себе и	2	2
182	в котором	2	2
183	из них	4	2
184	если мы	12	2
185	действие на	2	2
186	все это	13	2
187	другой стороны	2	2
188	принадлежит к	2	2
189	все эти	6	2
190	и наконец	2	2
191	к таким	2	2
192	в которых	3	2
193	но он	6	2
194	что у	4	2
195	верно что	2	2
196	с ним	5	2
197	том как	3	2
198	между двумя	2	2
199	если он	2	2
200	у него	6	2
201	он может	2	2
202	в такой	2	2
203	в одном	3	2
204	для нашей	2	2
205	у нас	4	2
206	по существу	2	2
207	этот закон	2	2
208	бы сказать	2	2
209	она не	3	2
210	мы уже	5	2
211	в своей	4	2
212	из этого	5	2
213	что если	3	2
214	этого слова	3	2
215	в обратном	2	2
216	все же	5	2
217	когда он	7	2
218	ее в	4	2
219	внимание на	2	2
220	дело с	3	2
221	не на	2	2
222	нами в	2	2
223	а в	4	2
224	перейти к	2	2
225	только что	15	2
226	что они	6	2
227	что эта	6	2
