N	2gram	Bakhtin_sl_1	Myshleni
1	в том	3	28
2	и в	41	28
3	в этом	12	27
4	того что	3	24
5	потому что	2	22
6	не может	14	19
7	том что	2	19
8	таким образом	9	18
9	только в	6	18
10	не только	16	16
11	так же	2	15
12	может быть	14	13
13	сказать что	2	13
14	точки зрения	16	13
15	тому что	2	11
16	и не	16	11
17	как бы	12	11
18	в отношении	6	10
19	к тому	3	10
20	как мы	8	10
21	но и	16	10
22	так как	3	10
23	но не	2	10
24	с точки	8	10
25	между собой	2	9
26	было бы	3	9
27	в процессе	4	9
28	никогда не	3	8
29	в самом	5	8
30	еще не	4	8
31	в зоне	2	8
32	для того	2	8
33	того же	6	7
34	в нем	30	7
35	в сущности	13	7
36	в своем	3	7
37	и других	3	7
38	мы видим	2	7
39	отношение к	7	7
40	он не	3	7
41	то же	14	7
42	между ними	2	7
43	можно было	2	7
44	там где	4	7
45	в которой	4	7
46	и к	5	6
47	же как	2	6
48	так что	2	6
49	для него	3	6
50	в то	14	6
51	его в	3	6
52	как и	4	6
53	то время	2	6
54	можно сказать	2	6
55	к предмету	4	6
56	так и	11	6
57	как раз	2	6
58	мы не	2	6
59	вообще не	3	6
60	не могут	3	5
61	это не	6	5
62	в пределах	14	5
63	друг с	2	5
64	и тем	2	5
65	языка и	12	5
66	в разных	3	5
67	время как	2	5
68	и на	14	5
69	и все	4	5
70	но в	8	5
71	что все	2	5
72	в зависимости	3	5
73	то в	2	5
74	зависимости от	3	5
75	том же	4	5
76	с другом	2	5
77	могут быть	19	5
78	именно в	3	4
79	в частности	2	4
80	не в	7	4
81	мы и	2	4
82	на этом	2	4
83	например в	2	4
84	с этим	3	4
85	между этими	2	4
86	друг друга	3	4
87	и следовательно	7	4
88	в первом	3	4
89	в сознании	2	4
90	в качестве	3	4
91	оно не	6	4
92	во всех	17	4
93	в той	10	4
94	той же	2	4
95	и то	2	4
96	в себе	3	4
97	которые в	3	4
98	в другой	2	3
99	из этих	3	3
100	в каждом	4	3
101	все время	3	3
102	слов и	2	3
103	прямо и	4	3
104	до конца	12	3
105	при этом	6	3
106	на его	8	3
107	и той	2	3
108	хотя и	2	3
109	в целом	2	3
110	в их	4	3
111	те же	2	3
112	и по	2	3
113	образом в	3	3
114	в основе	5	3
115	и здесь	3	3
116	в плане	6	3
117	от этого	2	3
118	с его	4	3
119	как увидим	2	3
120	в них	6	3
121	первом случае	2	3
122	лежит в	4	3
123	на фоне	7	3
124	связанные с	3	3
125	тем и	2	3
126	связи с	2	3
127	до сих	2	3
128	один из	4	3
129	в его	13	3
130	с ней	2	3
131	сих пор	2	3
132	как в	8	3
133	до известной	2	3
134	а не	15	3
135	и его	14	3
136	ту же	4	3
137	отношении к	6	3
138	как оно	3	3
139	как только	3	2
140	в этих	2	2
141	друг другу	2	2
142	точку зрения	3	2
143	с другой	5	2
144	с этой	3	2
145	прежде всего	8	2
146	ничего нового	2	2
147	для нас	2	2
148	слово не	2	2
149	одним из	4	2
150	и от	4	2
151	известной степени	4	2
152	в котором	2	2
153	и др	14	2
154	из них	3	2
155	конкретного и	2	2
156	если мы	2	2
157	все это	5	2
158	где они	2	2
159	другой стороны	4	2
160	все эти	9	2
161	форм и	3	2
162	на том	2	2
163	и наконец	4	2
164	в других	3	2
165	не из	2	2
166	с ними	3	2
167	но он	2	2
168	языка у	3	2
169	с ним	7	2
170	и там	3	2
171	у него	3	2
172	и непосредственно	5	2
173	он может	2	2
174	языка в	16	2
175	в одном	2	2
176	языка его	3	2
177	не с	2	2
178	интерес к	2	2
179	этом случае	2	2
180	у нас	2	2
181	по существу	3	2
182	более того	3	2
183	по своему	2	2
184	чем он	2	2
185	она не	3	2
186	мы уже	2	2
187	предмета и	2	2
188	в своей	7	2
189	из этого	3	2
190	могут не	2	2
191	не могло	3	2
192	все же	7	2
193	языке и	2	2
194	только на	2	2
195	не на	5	2
196	нами в	2	2
197	речи в	4	2
198	а в	6	2
199	речь в	2	2
200	у них	2	2
201	языка на	3	2
202	с другими	5	2
203	нас в	2	2
204	в данном	3	2
205	в другом	2	2
206	и вообще	2	2
207	что они	2	2
208	в определенных	2	2
