N	2gram	Propp_Russ_1	Istorich
1	и в	36	28
2	может быть	8	25
3	и т	10	25
4	т д	9	22
5	не может	4	15
6	а не	2	15
7	для нас	6	13
8	мы должны	2	13
9	мы имеем	4	13
10	что в	19	12
11	то же	3	12
12	не только	22	12
13	мы видим	2	11
14	только в	4	11
15	все же	5	10
16	мы увидим	8	10
17	но и	16	10
18	т е	17	10
19	мы не	6	10
20	и что	4	10
21	в том	17	9
22	о том	8	9
23	то что	6	9
24	и не	6	9
25	так и	7	9
26	что это	3	8
27	таким образом	6	8
28	в этом	12	8
29	но в	2	8
30	в этих	3	7
31	это не	10	7
32	том что	19	7
33	еще не	4	7
34	в ней	2	7
35	и др	4	7
36	а в	9	7
37	этот вопрос	2	7
38	так же	3	7
39	и здесь	2	7
40	не менее	3	6
41	к тому	4	6
42	тем не	3	6
43	видно что	6	6
44	так например	6	6
45	что и	7	6
46	когда он	2	6
47	представляют собой	7	6
48	так как	15	6
49	вместе с	10	6
50	в одном	3	5
51	по существу	4	5
52	в дальнейшем	2	5
53	в силу	2	5
54	этого обряда	3	5
55	что они	7	5
56	но не	2	5
57	например в	2	5
58	в качестве	3	5
59	не будем	3	5
60	что она	2	5
61	в своем	3	5
62	показывают что	2	5
63	или в	2	5
64	их в	3	5
65	в его	2	5
66	все это	6	4
67	с тем	8	4
68	связи с	4	4
69	и другие	13	4
70	там где	2	4
71	между собой	2	4
72	детей и	2	4
73	об этом	9	4
74	так что	2	4
75	но все	3	4
76	но это	4	4
77	представляет собой	4	4
78	в большинстве	2	4
79	и пр	2	4
80	означает что	2	4
81	один из	8	4
82	так в	4	4
83	в связи	4	4
84	с этим	2	4
85	как и	10	4
86	того что	4	4
87	и для	2	4
88	и с	2	4
89	и на	10	4
90	к ним	3	4
91	потому что	10	4
92	могут быть	2	4
93	находится в	2	4
94	как будто	5	4
95	как правило	3	4
96	все эти	2	4
97	большинстве случаев	2	4
98	в какой	2	3
99	во время	14	3
100	в образе	2	3
101	показывает что	5	3
102	не с	3	3
103	для этого	2	3
104	на этом	3	3
105	при этом	6	3
106	не можем	3	3
107	в целях	3	3
108	не совсем	4	3
109	и их	4	3
110	обрядами и	2	3
111	или на	3	3
112	и по	8	3
113	из них	8	3
114	того как	5	3
115	в их	4	3
116	нас не	2	3
117	связь между	2	3
118	уже не	6	3
119	не просто	2	3
120	как мы	10	3
121	с религией	2	3
122	как это	8	3
123	тем что	4	3
124	этого обычая	5	3
125	будто бы	6	3
126	же не	2	3
127	что от	2	2
128	борьбы с	2	2
129	только для	2	2
130	но они	3	2
131	а с	4	2
132	всех этих	2	2
133	это время	2	2
134	в частности	2	2
135	к этому	4	2
136	его и	2	2
137	не означает	2	2
138	их не	2	2
139	и потому	2	2
140	как уже	4	2
141	значение и	2	2
142	в круг	2	2
143	в тех	4	2
144	увидим ниже	3	2
145	его как	2	2
146	и как	2	2
147	вывод что	3	2
148	одна из	4	2
149	связанные с	3	2
150	составные части	2	2
151	с ним	2	2
152	как бы	5	2
153	по этому	3	2
154	в доме	2	2
155	еще в	4	2
156	в нем	2	2
157	в целом	2	2
158	во всех	4	2
159	в некоторых	4	2
160	с ней	2	2
161	как в	5	2
162	в середине	3	2
163	не на	2	2
164	этому поводу	2	2
165	в особенности	2	2
166	в виде	6	2
167	этот обряд	3	2
168	должны были	2	2
169	там же	5	2
170	приводит к	3	2
171	на этот	3	2
172	во многих	5	2
173	в древней	2	2
174	ничего не	3	2
175	а иногда	4	2
176	воздействовать на	2	2
177	между тем	7	2
178	в основном	3	2
179	как он	2	2
180	в свете	2	2
181	всякого рода	3	2
182	которые можно	2	2
183	в области	3	2
184	в золотой	2	2
185	что этот	4	2
