N	3gram	Voloshinov_2	Problemy
1	в то же	8	10
2	то же время	8	10
3	на самом деле	4	9
4	с самого начала	5	8
5	в отношении к	4	7
6	по отношению к	8	6
7	но в то	5	4
8	той или иной	4	4
9	в той или	3	4
10	во всяком случае	2	4
11	и прежде всего	2	4
12	одно и то	3	3
13	то ни было	4	3
14	бы то ни	4	3
15	в высшей степени	3	3
16	и то же	3	3
17	к тому же	2	3
18	не может быть	10	3
19	или иной степени	2	2
20	смысле этого слова	4	2
21	с точки зрения	13	2
22	в большинстве случаев	5	2
23	в отличие от	3	2
24	и не может	3	2
25	и не в	3	2
26	как мы уже	3	2
27	мы можем сказать	2	2
28	в том что	6	2
