N	2gram	Tiupa_Narr_1	Dialekti
1	и не	23	27
2	а не	13	26
3	точки зрения	5	25
4	и в	11	24
5	не только	31	23
6	по себе	4	20
7	не может	8	19
8	ничего не	2	17
9	в таком	2	14
10	то что	9	14
11	может быть	15	13
12	и даже	2	13
13	что он	3	13
14	того что	4	12
15	не менее	3	11
16	не имеет	2	11
17	тем не	3	10
18	отнюдь не	2	10
19	не существует	3	10
20	в сущности	2	10
21	но и	27	9
22	стало быть	3	9
23	прежде всего	4	8
24	и как	3	8
25	что мы	2	8
26	том что	7	8
27	в этом	12	8
28	что в	3	7
29	никогда не	4	7
30	в самом	6	7
31	в особенности	2	7
32	потому что	5	7
33	как и	13	7
34	только на	2	7
35	как раз	6	7
36	и только	2	6
37	и с	3	6
38	о том	4	6
39	если бы	7	6
40	и все	3	6
41	об этом	6	6
42	оно не	2	6
43	то же	8	6
44	самом деле	3	6
45	в том	8	5
46	хотя и	4	5
47	точка зрения	5	5
48	жизни и	6	5
49	и его	10	5
50	или не	4	5
51	в то	4	5
52	как это	3	5
53	одно и	2	5
54	он не	3	5
55	так и	5	5
56	и тогда	2	5
57	и сама	2	5
58	уже не	8	5
59	что не	2	5
60	и притом	2	5
61	мы не	3	5
62	только в	12	5
63	с другой	2	4
64	это не	3	4
65	или иной	4	4
66	к тому	6	4
67	хотя бы	2	4
68	сказать что	2	4
69	у нас	3	4
70	о нем	3	4
71	только что	2	4
72	в чем	2	4
73	тому как	3	4
74	и то	3	4
75	подобно тому	3	4
76	ни от	2	4
77	для него	4	4
78	перед нами	5	3
79	не было	3	3
80	все же	4	3
81	в своем	3	3
82	и от	2	3
83	не в	6	3
84	не говорит	3	3
85	она не	2	3
86	же время	4	3
87	в нем	4	3
88	это было	2	3
89	из них	4	3
90	того кто	2	3
91	друг друга	2	3
92	и на	5	3
93	он и	2	3
94	на себя	4	3
95	на то	2	3
96	зависимости от	2	3
97	одна из	4	3
98	все что	2	3
99	ни о	2	3
100	и о	3	3
101	сами по	2	3
102	не будет	2	3
103	как бы	6	3
104	быть и	2	3
105	если не	2	3
106	также не	2	3
107	тем самым	5	3
108	для того	3	3
109	к нему	4	3
110	в слове	3	3
111	и ее	3	3
112	зависит от	2	2
113	в частности	14	2
114	двух или	2	2
115	что у	4	2
116	из этих	4	2
117	тому же	6	2
118	еще не	4	2
119	при этом	19	2
120	но для	3	2
121	не о	2	2
122	той или	5	2
123	и является	2	2
124	не вполне	2	2
125	всяком случае	2	2
126	и тем	4	2
127	другой стороны	2	2
128	она была	2	2
129	быть не	3	2
130	именно в	3	2
131	сознания в	2	2
132	и вот	2	2
133	а в	13	2
134	о ней	3	2
135	также и	3	2
136	никак не	2	2
137	их в	3	2
138	в ней	4	2
139	в первом	4	2
140	но в	7	2
141	а для	3	2
142	истории не	3	2
143	но они	3	2
144	этого не	2	2
145	с его	4	2
146	у него	7	2
147	в зависимости	2	2
148	же в	2	2
149	начало и	3	2
150	но как	3	2
151	то в	4	2
152	но не	4	2
153	со стороны	8	2
154	себя в	2	2
155	так в	4	2
156	все равно	2	2
157	как мы	2	2
158	только от	2	2
159	и он	6	2
160	и для	2	2
161	или в	6	2
162	нас в	2	2
163	в данном	11	2
164	во всяком	2	2
165	в себе	6	2
166	в его	6	2
167	более не	2	2
