N	2gram	Bakhtin_Pr_1	Analitik
1	может быть	26	29
2	в том	8	27
3	не может	27	22
4	и не	42	21
5	в частности	2	19
6	и в	38	18
7	а не	5	17
8	но и	9	17
9	отнюдь не	19	15
10	не только	9	15
11	не в	7	14
12	художественного впечатления	2	14
13	как и	7	13
14	в его	43	13
15	в этом	15	13
16	том что	3	12
17	при этом	5	12
18	произведения в	5	11
19	в себе	4	11
20	эстетического объекта	37	11
21	то есть	46	11
22	но не	12	10
23	то же	5	9
24	а в	6	9
25	в то	4	9
26	в мире	3	8
27	есть не	2	8
28	не есть	6	8
29	нуждается в	2	8
30	но в	4	8
31	художественного восприятия	2	7
32	тем самым	4	7
33	произведения как	8	7
34	это не	5	6
35	прежде всего	13	6
36	или иной	2	6
37	же время	3	6
38	в самом	7	6
39	себя в	2	6
40	той или	2	6
41	далеко не	5	6
42	должен быть	2	6
43	то что	8	6
44	в своей	7	6
45	в себя	2	6
46	в отличие	5	6
47	отличие от	5	6
48	по отношению	21	6
49	в основе	5	6
50	точки зрения	8	6
51	только в	13	6
52	эстетический объект	37	6
53	мы имеем	2	6
54	художественного произведения	11	5
55	и как	8	5
56	что в	7	5
57	имеет место	5	5
58	как бы	22	5
59	отношению к	19	5
60	в целом	3	5
61	художественное произведение	8	5
62	в их	10	5
63	лишь в	2	5
64	и его	16	5
65	между тем	7	5
66	и на	3	5
67	о том	4	5
68	в произведении	4	5
69	того что	2	4
70	и более	2	4
71	искусства в	2	4
72	могут быть	5	4
73	себя и	3	4
74	конечном счете	4	4
75	столь же	2	4
76	с другой	7	4
77	не всегда	6	4
78	ни в	11	4
79	имеем дело	3	4
80	эстетической деятельности	2	4
81	для того	2	4
82	в области	11	4
83	в конечном	4	4
84	не с	4	4
85	все же	6	4
86	так и	5	4
87	дело с	6	4
88	ни было	3	4
89	не более	2	4
90	из которых	2	4
91	с точки	6	4
92	с другими	3	4
93	эстетическим объектом	5	4
94	в другом	2	4
95	не следует	2	4
96	с ним	5	4
97	место в	8	3
98	не могут	2	3
99	с его	2	3
100	человек в	2	3
101	и есть	2	3
102	в нашем	4	3
103	то ни	3	3
104	вследствие этого	3	3
105	хотя бы	4	3
106	и все	3	3
107	или иного	2	3
108	в нем	15	3
109	и к	3	3
110	что он	2	3
111	она может	3	3
112	и т	14	3
113	еще не	7	3
114	одной стороны	3	3
115	что не	4	3
116	он не	3	3
117	опираются на	2	3
118	в котором	2	3
119	что и	2	3
120	бы то	3	3
121	в культуре	2	3
122	ни с	2	3
123	для науки	2	3
124	таким образом	10	3
125	принципиально не	4	3
126	с одной	3	3
127	объекта и	7	3
128	того чтобы	2	3
129	того или	2	3
130	к нему	10	3
131	в таком	3	3
132	т п	13	3
133	более того	4	3
134	вопроса о	3	3
135	в равной	2	3
136	в художественном	20	3
137	подхода к	2	3
138	оно может	2	3
139	если бы	3	3
140	творчества и	5	2
141	может иметь	5	2
142	в психике	6	2
143	эстетического анализа	13	2
144	на фоне	3	2
145	никогда не	5	2
146	есть чисто	6	2
147	внешнее материальное	2	2
148	все эти	5	2
149	и внешнего	2	2
150	в какой	2	2
151	не является	3	2
152	была бы	2	2
153	вовсе не	2	2
154	а как	3	2
155	можно сказать	2	2
156	в коем	2	2
157	об искусстве	3	2
158	в искусстве	12	2
159	основе своей	3	2
160	в начале	2	2
161	и потому	4	2
162	должно быть	5	2
163	художественное творчество	7	2
164	отношение к	10	2
165	в пределах	6	2
166	случае не	2	2
167	было бы	8	2
168	несмотря на	3	2
169	за пределы	12	2
170	материальное произведение	3	2
171	и о	5	2
172	совпадает с	2	2
173	нет и	3	2
174	произведение в	6	2
175	не все	2	2
176	он может	2	2
177	не к	6	2
178	произведение не	3	2
179	данном случае	4	2
180	не остается	2	2
181	эстетический анализ	7	2
182	другой стороны	4	2
183	отличается от	2	2
184	здесь не	4	2
185	как к	2	2
186	на этом	2	2
187	бы не	2	2
188	отношения к	6	2
189	этом отношении	2	2
190	в двух	2	2
191	на самом	4	2
192	самом деле	6	2
193	художественного творчества	12	2
194	едва ли	3	2
195	следует что	2	2
196	коем случае	2	2
197	особенно в	2	2
198	как мы	7	2
199	на основе	6	2
200	также и	3	2
201	в данном	4	2
202	же самое	2	2
203	и с	17	2
