N	2gram	Vinokur_St_1	Istorich
1	и в	44	25
2	что он	10	22
3	и т	30	20
4	т д	21	18
5	представление о	4	17
6	может быть	15	17
7	т е	15	16
8	мы имеем	2	14
9	не только	18	13
10	но и	10	13
11	в его	9	12
12	и не	16	11
13	так как	5	11
14	все же	8	10
15	в этом	21	10
16	тем что	5	10
17	с другой	9	9
18	его в	2	9
19	и его	8	9
20	таким образом	7	9
21	в виде	3	9
22	что в	30	8
23	том что	29	8
24	еще не	3	8
25	на него	2	8
26	другой стороны	7	8
27	все эти	5	8
28	и что	4	8
29	в частности	4	7
30	в качестве	4	7
31	во время	3	7
32	как и	9	7
33	но это	6	7
34	то что	18	7
35	этом случае	2	7
36	одной стороны	2	7
37	в нем	5	7
38	при помощи	2	7
39	с одной	3	7
40	превращается в	2	7
41	потому что	6	7
42	только в	10	7
43	о том	17	7
44	в этих	2	6
45	это не	8	6
46	прежде всего	7	6
47	что и	6	6
48	как в	13	6
49	не может	8	6
50	не в	12	6
51	могут быть	5	6
52	в том	36	6
53	там где	5	6
54	что это	4	5
55	ясно что	10	5
56	с этим	3	5
57	для нас	7	5
58	но все	4	5
59	но не	3	5
60	например в	8	5
61	в ней	3	5
62	так же	5	5
63	мы не	2	5
64	не менее	5	4
65	если не	2	4
66	что у	4	4
67	что все	2	4
68	не всегда	2	4
69	и тем	3	4
70	тем не	2	4
71	в ее	4	4
72	же как	3	4
73	а именно	3	4
74	все это	5	4
75	то же	5	4
76	в истории	3	4
77	от этого	2	4
78	он не	2	4
79	и это	2	4
80	в которой	4	4
81	никогда не	5	3
82	и все	2	3
83	в целом	5	3
84	в этой	11	3
85	в то	9	3
86	того чтобы	11	3
87	если в	2	3
88	то это	3	3
89	что при	2	3
90	для того	10	3
91	к нему	2	3
92	а в	17	3
93	в которых	5	3
94	в данном	14	3
95	их в	2	3
96	и с	3	3
97	никто не	4	3
98	и вообще	3	3
99	что здесь	2	3
100	или же	2	3
101	е в	2	3
102	что от	2	2
103	уже в	2	2
104	уже выше	2	2
105	у него	2	2
106	бы мы	2	2
107	связанные с	3	2
108	что во	2	2
109	вовсе не	19	2
110	а как	2	2
111	вопрос о	4	2
112	на то	4	2
113	так что	6	2
114	об этом	3	2
115	с этой	3	2
116	по существу	2	2
117	такой же	5	2
118	без всяких	2	2
119	а на	3	2
120	того же	3	2
121	до сих	7	2
122	она не	2	2
123	и сам	2	2
124	жизни и	5	2
125	несмотря на	2	2
126	если бы	9	2
127	но для	2	2
128	должно было	2	2
129	как бы	4	2
130	и потому	2	2
131	из двух	3	2
132	даже в	3	2
133	должен быть	3	2
134	как можно	2	2
135	сих пор	7	2
136	только у	2	2
137	в своей	6	2
138	отношению к	3	2
139	во всех	8	2
140	данном случае	6	2
141	со стороны	6	2
142	говорит о	3	2
143	так например	7	2
144	совершенно не	5	2
145	по отношению	3	2
146	и для	3	2
147	самом деле	11	2
148	сам в	2	2
149	а не	16	2
150	того что	9	2
151	и по	5	2
152	в других	2	2
153	на которой	2	2
154	что этот	2	2
155	можно найти	2	2
156	то в	3	2
157	сказать что	7	2
158	но он	2	2
159	точки зрения	11	2
160	что мы	5	2
161	из них	8	2
162	в свое	2	2
163	а если	2	2
164	ничего не	2	2
165	значит что	3	2
166	том как	4	2
