N	2gram	Tiupa_Anal_3	Problema
1	то что	2	42
2	то есть	10	33
3	и в	18	32
4	и не	12	31
5	не есть	4	29
6	не менее	4	19
7	в этом	14	19
8	тем не	2	18
9	не только	22	17
10	по себе	4	15
11	а не	9	15
12	в себе	2	15
13	как бы	10	14
14	может быть	9	14
15	указывает на	3	14
16	но в	2	14
17	в нем	2	13
18	сказать что	2	13
19	что мы	2	13
20	как раз	7	13
21	что в	9	12
22	том что	12	12
23	так и	14	12
24	и даже	8	11
25	о том	6	11
26	то же	3	10
27	прежде всего	5	10
28	в этой	6	10
29	отнюдь не	4	10
30	об этом	2	10
31	ничего не	3	10
32	но не	7	9
33	в том	9	9
34	но и	13	9
35	по своему	2	9
36	еще не	6	9
37	в данном	4	9
38	данном случае	3	8
39	не может	2	8
40	все эти	2	8
41	и на	4	8
42	он и	3	8
43	когда мы	2	8
44	было бы	3	8
45	и ее	2	8
46	никогда не	5	7
47	такого рода	5	7
48	все это	3	7
49	в них	2	7
50	и все	2	7
51	что он	4	7
52	во всех	2	7
53	во всяком	2	7
54	тем что	2	7
55	только в	2	7
56	здесь не	3	7
57	в конце	5	6
58	и как	4	6
59	при этом	11	6
60	в самом	5	6
61	хотя и	2	6
62	таким образом	4	6
63	это не	2	6
64	и здесь	2	6
65	но как	3	6
66	говорить о	3	6
67	его в	3	6
68	как это	3	6
69	о чем	4	6
70	есть не	2	6
71	в то	3	6
72	совершенно не	2	6
73	в его	7	6
74	самом деле	2	6
75	перед нами	4	5
76	в своем	4	5
77	или иной	5	5
78	можно сказать	4	5
79	той или	3	5
80	что она	2	5
81	еще и	3	5
82	с тем	2	5
83	не является	5	5
84	то в	2	5
85	далеко не	4	5
86	именно в	3	4
87	сама по	2	4
88	не в	6	4
89	в дальнейшем	2	4
90	по поводу	3	4
91	один из	2	4
92	в их	6	4
93	не было	3	4
94	а в	10	4
95	же в	2	4
96	а также	2	4
97	как в	3	4
98	входит в	2	4
99	тем самым	4	4
100	и для	2	4
101	мы можем	2	4
102	указание на	2	4
103	уже в	3	3
104	что не	3	3
105	с другой	7	3
106	что они	3	3
107	несмотря на	2	3
108	всяком случае	2	3
109	или из	2	3
110	другой стороны	5	3
111	и его	13	3
112	с этим	3	3
113	точки зрения	3	3
114	в искусстве	2	3
115	однако и	3	3
116	тем или	2	3
117	только не	3	3
118	в жизни	2	3
119	говорит и	3	3
120	в случае	5	3
121	о которых	2	3
122	в ее	3	3
123	как и	14	3
124	того же	5	3
125	к тому	6	3
126	он не	6	3
127	говорит о	2	3
128	да и	2	3
129	хотя в	2	3
130	уже не	5	3
131	с точки	2	3
132	пока еще	3	3
133	дело в	2	3
134	одного и	3	2
135	крайней мере	4	2
136	его как	3	2
137	для него	6	2
138	пушкина что	2	2
139	например в	2	2
140	на его	2	2
141	которого он	2	2
142	поскольку он	3	2
143	не для	2	2
144	тогда не	2	2
145	по его	3	2
146	в результате	5	2
147	не как	2	2
148	из этих	3	2
149	известной степени	3	2
150	в первом	2	2
151	мы имеем	5	2
152	я и	3	2
153	между тем	5	2
154	с его	8	2
155	могут быть	2	2
156	однако в	5	2
157	по крайней	4	2
158	у пушкина	3	2
159	о его	2	2
160	и того	3	2
161	в качестве	12	2
162	со всеми	2	2
163	о своем	2	2
164	в сущности	5	2
165	по преимуществу	2	2
166	и потому	2	2
167	гораздо более	2	2
168	не будет	3	2
169	вместе с	2	2
170	мы не	3	2
171	тому как	2	2
172	подобно тому	3	2
173	на себя	2	2
174	вопроса о	2	2
175	едва ли	3	2
