N	2gram	Bakhtin_fo_1	FransuaR
1	и в	50	41
2	то есть	33	24
3	и т.п	4	19
4	мы уже	11	18
5	во всех	6	17
6	таким образом	11	17
7	в нем	24	16
8	и с	4	16
9	и его	16	13
10	но и	8	13
11	как мы	14	12
12	в этом	25	12
13	все это	4	11
14	уже говорили	3	11
15	все эти	9	11
16	прежде всего	15	10
17	в самом	8	10
18	не только	9	10
19	и др	9	10
20	так как	6	10
21	то что	6	10
22	здесь в	2	9
23	кроме того	4	9
24	и на	8	9
25	и все	6	9
26	никогда не	2	8
27	в сущности	3	8
28	здесь и	2	8
29	но в	10	8
30	у него	6	7
31	в них	4	7
32	вовсе не	13	7
33	том что	4	7
34	этот образ	2	7
35	как бы	2	7
36	и до	5	7
37	в особенности	9	7
38	как и	8	7
39	что в	5	7
40	в его	13	7
41	связаны с	3	7
42	в образе	5	6
43	мы видим	3	6
44	например в	6	6
45	один из	3	6
46	вместе с	3	6
47	с помощью	2	6
48	или в	3	6
49	также и	2	6
50	сказать что	3	6
51	в то	9	6
52	то же	11	5
53	с его	9	5
54	в одном	3	5
55	в литературе	16	5
56	в ее	6	5
57	так же	6	5
58	же время	9	5
59	а также	2	5
60	так и	12	5
61	до нас	5	5
62	в своем	4	5
63	рядом с	2	5
64	в той	4	5
65	той же	2	5
66	тем что	2	5
67	но он	2	5
68	в себе	3	5
69	во всем	2	5
70	все то	2	5
71	там где	2	5
72	уже в	2	4
73	с другой	2	4
74	но они	3	4
75	и образ	3	4
76	роль в	9	4
77	именно в	3	4
78	и как	10	4
79	не в	5	4
80	и вообще	2	4
81	одной стороны	2	4
82	в ней	4	4
83	в котором	4	4
84	нашей эры	2	4
85	все же	6	4
86	не может	6	4
87	с одной	3	4
88	как в	6	4
89	того чтобы	5	4
90	и даже	2	4
91	а в	3	4
92	конечно и	4	4
93	более того	3	4
94	в результате	6	4
95	в основе	5	4
96	того же	8	4
97	с ним	2	4
98	поэтому и	3	3
99	во втором	2	3
100	с этим	6	3
101	романа в	5	3
102	одной из	3	3
103	мы будем	2	3
104	есть в	2	3
105	до сих	3	3
106	не были	2	3
107	они были	2	3
108	было бы	2	3
109	уже сказали	2	3
110	в начале	3	3
111	конечно не	4	3
112	и их	8	3
113	но оно	2	3
114	жизни и	8	3
115	сих пор	3	3
116	здесь только	2	3
117	и для	4	3
118	этом отношении	3	3
119	при этом	3	3
120	и не	14	3
121	те же	2	3
122	они не	3	3
123	того что	2	3
124	мы встречаем	2	3
125	что не	3	3
126	между ними	3	3
127	характер в	2	3
128	есть только	2	3
129	с другими	3	3
130	в данном	2	3
131	только в	4	3
132	существенную роль	2	3
133	в чем	2	3
134	потому что	4	3
135	времени и	10	2
136	не могут	3	2
137	всех этих	5	2
138	искусстве и	3	2
139	в частности	6	2
140	мы еще	3	2
141	здесь дается	3	2
142	в этих	3	2
143	понятно что	4	2
144	в xvii	3	2
145	значение в	5	2
146	характерно что	4	2
147	и во	7	2
148	одного и	5	2
149	в конце	9	2
150	почти вовсе	2	2
151	человека и	11	2
152	что все	2	2
153	стороны и	2	2
154	если мы	2	2
155	для нас	2	2
156	в том	9	2
157	было и	4	2
158	раз в	4	2
159	в дальнейшем	6	2
160	связи с	6	2
161	с мотивом	3	2
162	можно прямо	2	2
163	но не	5	2
164	есть именно	2	2
165	в значительной	2	2
166	до конца	4	2
167	со всеми	3	2
168	никто не	2	2
169	может быть	11	2
170	в своей	2	2
171	xvii века	2	2
172	вполне понятно	4	2
173	хотя и	3	2
174	он не	5	2
175	и потому	3	2
176	был бы	3	2
177	громадное влияние	3	2
178	природы и	2	2
179	всеми его	3	2
180	в эпосе	2	2
181	в форме	3	2
182	и прежде	2	2
183	наконец и	2	2
184	как раз	13	2
185	в центре	2	2
186	и другие	5	2
187	еще более	3	2
188	мы находим	2	2
189	но эта	3	2
190	в истории	2	2
191	лишь в	6	2
192	а не	3	2
193	и у	5	2
194	с точки	2	2
195	громадную роль	2	2
196	и те	3	2
197	мы не	3	2
198	xvii веке	2	2
199	к себе	4	2
200	самим собой	2	2
201	характер и	7	2
202	и то	4	2
203	их в	3	2
204	точки зрения	5	2
205	прямо сказать	2	2
206	что мы	2	2
207	как он	2	2
208	последующие эпохи	3	2
209	тех же	2	2
210	пространства в	3	2
211	так сказать	7	2
212	но конечно	2	2
213	в последующие	4	2
214	тогда когда	2	2
215	в романе	32	2
216	как она	2	2
217	влияния на	2	2
218	осла в	4	2
219	мира в	3	2
