N	2gram	Potebnia_M_3	Myshleni
1	точки зрения	2	26
2	таким образом	14	26
3	в том	32	24
4	и в	30	23
5	том что	18	21
6	в целом	3	20
7	того чтобы	3	17
8	то что	18	17
9	в этом	10	17
10	так же	3	16
11	не только	21	16
12	того что	18	15
13	для того	4	15
14	что в	17	14
15	может быть	28	14
16	но и	19	14
17	как и	10	14
18	в его	4	14
19	не может	6	12
20	об отношении	4	12
21	как бы	3	11
22	сказать что	5	11
23	с другой	7	10
24	прежде всего	3	10
25	одной стороны	3	9
26	другой стороны	4	9
27	и не	15	9
28	между тем	9	9
29	и с	2	9
30	вместе с	12	9
31	с одной	7	8
32	и на	3	8
33	то же	23	8
34	в этой	2	7
35	в самом	8	7
36	по отношению	5	7
37	в то	10	7
38	так как	13	7
39	с тем	7	7
40	что он	6	7
41	отношению к	5	7
42	мы не	9	7
43	независимо от	5	6
44	столь же	4	6
45	с этой	2	6
46	к слову	2	6
47	и тем	5	6
48	от того	8	6
49	все это	4	6
50	именно в	3	6
51	потому что	46	6
52	с этим	6	6
53	вопрос об	2	6
54	в силу	3	6
55	о том	2	6
56	мысли и	2	6
57	связь между	2	6
58	и его	4	6
59	мы можем	3	6
60	тем что	7	6
61	в себе	16	6
62	только в	21	6
63	тому что	3	5
64	в какой	2	5
65	перед нами	2	5
66	то время	4	5
67	в собственном	2	5
68	из того	2	5
69	можно сказать	3	5
70	и как	5	5
71	на то	2	5
72	по себе	16	5
73	что для	4	5
74	что мы	8	5
75	мы должны	4	5
76	и все	3	5
77	бы в	2	5
78	если бы	12	5
79	значение слова	5	5
80	представить себе	3	5
81	и что	10	5
82	он не	4	5
83	слова и	5	5
84	собственном смысле	2	5
85	так и	11	5
86	как мы	7	5
87	тем самым	7	5
88	тем более	4	5
89	но не	7	4
90	что все	3	4
91	в свою	3	4
92	только что	8	4
93	не в	15	4
94	при этом	3	4
95	что она	3	4
96	но вместе	4	4
97	в котором	4	4
98	по мере	4	4
99	целый ряд	2	4
100	все остальные	3	4
101	не столько	2	4
102	этом отношении	2	4
103	их в	2	4
104	в одном	2	4
105	к этому	3	4
106	в чем	3	4
107	было бы	9	4
108	к тому	7	4
109	для себя	3	4
110	в своей	2	4
111	сих пор	3	4
112	как в	10	4
113	а с	2	4
114	мы видим	2	4
115	ни в	2	4
116	как на	5	4
117	этого слова	11	4
118	до сих	3	4
119	уже в	5	3
120	что это	4	3
121	в своем	5	3
122	и от	4	3
123	из этих	9	3
124	на все	2	3
125	свою очередь	3	3
126	показывает что	2	3
127	что именно	4	3
128	что они	2	3
129	и мы	2	3
130	том чтобы	2	3
131	и если	2	3
132	и следовательно	3	3
133	мысли как	3	3
134	образом и	3	3
135	в их	2	3
136	то и	6	3
137	в которых	2	3
138	вовсе не	7	3
139	тогда когда	9	3
140	в новом	2	3
141	смысле этого	7	3
142	что оно	11	3
143	об этом	2	3
144	тем и	3	3
145	она не	2	3
146	человека и	5	3
147	с таким	2	3
148	все же	2	3
149	в природе	2	3
150	если не	4	3
151	самом деле	2	3
152	а не	15	3
153	ко всем	2	3
154	с но	3	3
155	и то	8	3
156	сам по	5	3
157	могут быть	3	3
158	в каком	5	3
159	связи с	2	3
160	и это	4	3
161	ответ на	3	3
162	которое мы	2	3
163	в которой	3	3
164	в области	2	3
165	от них	2	2
166	в смысле	4	2
167	словом и	5	2
168	но все	2	2
169	акт мысли	2	2
170	же время	5	2
171	способен к	2	2
172	что с	2	2
173	для него	9	2
174	несмотря на	2	2
175	вслед за	3	2
176	был бы	2	2
177	не имеет	6	2
178	один из	4	2
179	мы видели	4	2
180	не к	4	2
181	жизни и	2	2
182	и до	2	2
183	звук и	3	2
184	той же	2	2
185	мысль не	2	2
186	мысли которая	3	2
187	в слове	32	2
188	развития в	2	2
189	и той	2	2
190	и наконец	2	2
191	и даже	2	2
192	должно быть	5	2
193	а в	12	2
194	что как	2	2
195	перейти от	2	2
196	одно из	5	2
197	в словах	3	2
198	деятельность и	2	2
199	говорить о	3	2
200	но этот	2	2
201	в первом	3	2
202	от этого	2	2
203	всеми остальными	3	2
204	звуком и	3	2
205	каждого из	2	2
206	в них	5	2
207	он как	2	2
208	что мысль	2	2
209	есть не	7	2
210	в ее	2	2
211	только тогда	9	2
212	но тем	2	2
213	указывает на	6	2
214	одно и	5	2
215	в один	4	2
216	за пределы	2	2
217	том же	2	2
218	оно есть	3	2
219	и потому	4	2
220	даже в	2	2
221	на него	3	2
222	к мысли	3	2
223	того как	4	2
224	одной и	4	2
225	уже не	6	2
226	и слово	6	2
227	в речи	2	2
228	на которой	3	2
229	с другими	5	2
230	того насколько	2	2
231	и при	4	2
232	в виде	2	2
233	которое не	2	2
234	непосредственно не	2	2
235	что эта	2	2
236	там где	3	2
237	заметить что	3	2
