N	2gram	Vygotskiy__1	FransuaR
1	и в	31	49
2	то есть	26	32
3	прежде всего	4	19
4	в его	6	18
5	не только	13	17
6	и его	7	17
7	и не	16	15
8	в этом	12	15
9	в них	2	13
10	только в	14	13
11	но и	2	13
12	как и	16	11
13	как бы	5	11
14	вовсе не	6	10
15	в этой	3	10
16	все это	8	9
17	в нем	2	9
18	в сущности	10	8
19	отношение к	2	8
20	все же	5	7
21	один из	4	7
22	жизни и	3	7
23	не может	17	7
24	таким образом	20	7
25	то же	5	7
26	как мы	2	7
27	то что	32	6
28	в себя	2	6
29	так и	3	6
30	сказать что	7	6
31	и с	2	6
32	точки зрения	15	6
33	в то	5	6
34	так как	18	6
35	никогда не	8	5
36	в своем	3	5
37	уже в	3	5
38	из этих	6	5
39	но не	3	5
40	при этом	19	5
41	тот же	2	5
42	может быть	22	5
43	и потому	2	5
44	в своей	3	5
45	с точки	2	5
46	роль в	3	5
47	с другой	5	4
48	и во	2	4
49	в жизни	2	4
50	и к	3	4
51	в себе	4	4
52	том что	16	4
53	одна из	4	4
54	и о	4	4
55	в своих	4	4
56	в этих	4	4
57	сих пор	3	4
58	до сих	3	4
59	не было	3	4
60	а в	6	4
61	как на	3	4
62	в области	11	4
63	там где	4	4
64	с ним	2	4
65	но в	3	4
66	в книге	2	3
67	с одной	5	3
68	о чем	2	3
69	в одном	2	3
70	человека и	2	3
71	в собственном	3	3
72	что он	7	3
73	в ее	5	3
74	в том	30	3
75	во всем	3	3
76	не дает	2	3
77	одной стороны	6	3
78	было бы	6	3
79	из них	2	3
80	несмотря на	5	3
81	в самом	11	3
82	наконец в	2	3
83	даже в	2	3
84	точка зрения	4	3
85	мы видели	2	3
86	ни в	9	3
87	другой стороны	5	3
88	что для	2	3
89	этом отношении	2	3
90	и все	5	3
91	и других	3	3
92	и вот	3	3
93	к нему	2	3
94	их в	2	3
95	далеко не	2	3
96	о том	7	3
97	и это	3	3
98	почти все	2	3
99	в виду	4	3
100	под влиянием	3	2
101	что в	23	2
102	могут быть	11	2
103	но даже	2	2
104	в качестве	2	2
105	точку зрения	3	2
106	зрения на	2	2
107	та же	3	2
108	это в	2	2
109	на то	10	2
110	там же	2	2
111	есть для	2	2
112	без всякого	2	2
113	по существу	4	2
114	это и	3	2
115	но это	3	2
116	что они	2	2
117	есть в	7	2
118	все что	3	2
119	только то	2	2
120	и без	2	2
121	ничего не	2	2
122	до конца	6	2
123	и другие	4	2
124	со всеми	4	2
125	по поводу	2	2
126	совершенно не	5	2
127	в эстетике	5	2
128	у него	4	2
129	хотя и	3	2
130	в него	2	2
131	речь и	2	2
132	к числу	2	2
133	вместе с	8	2
134	собственном смысле	3	2
135	целый ряд	6	2
136	всех других	2	2
137	в связи	2	2
138	на самом	2	2
139	того чтобы	7	2
140	и даже	6	2
141	так же	12	2
142	на основе	2	2
143	тому как	7	2
144	во всяком	8	2
145	что только	2	2
146	и следовательно	2	2
147	нуждается в	3	2
148	подобно тому	5	2
149	как к	2	2
150	в конце	3	2
151	в художественном	3	2
152	в произведении	3	2
153	тех же	2	2
154	всяком случае	6	2
155	мы можем	4	2
