N	2gram	Tiupa_Lite_3	Psycholo
1	то что	12	32
2	и в	16	31
3	в том	12	30
4	то есть	5	26
5	что в	2	23
6	может быть	12	22
7	при этом	15	19
8	художественного произведения	2	17
9	не может	8	17
10	как и	5	16
11	том что	8	16
12	и не	22	16
13	искусства и	3	15
14	точки зрения	7	15
15	только в	7	14
16	а не	12	13
17	не только	14	13
18	что и	2	13
19	так же	2	12
20	в этом	14	12
21	в самом	3	11
22	не в	10	11
23	в области	3	11
24	на то	2	10
25	художественное произведение	2	10
26	того что	9	10
27	потому что	3	10
28	искусство как	2	9
29	по себе	2	9
30	как в	5	9
31	самом деле	3	9
32	никогда не	4	8
33	произведение искусства	6	8
34	всякий раз	2	8
35	вместе с	5	8
36	что он	5	7
37	том чтобы	2	7
38	и его	6	7
39	того чтобы	2	7
40	тому как	3	7
41	о том	6	7
42	одной стороны	4	6
43	художественного творчества	2	6
44	до конца	4	6
45	было бы	2	6
46	если бы	2	6
47	вслед за	3	6
48	отнюдь не	3	6
49	а в	5	6
50	для того	2	6
51	и даже	2	6
52	в его	6	6
53	в ее	5	5
54	все же	2	5
55	х годов	15	5
56	с одной	4	5
57	несмотря на	2	5
58	совершенно не	3	5
59	как бы	8	5
60	в целом	5	5
61	другой стороны	2	5
62	и для	4	5
63	то же	9	5
64	с другой	6	5
65	подобно тому	2	5
66	в то	9	5
67	как будто	4	5
68	к тому	6	4
69	все время	3	4
70	прежде всего	3	4
71	в себе	6	4
72	отличие от	5	4
73	по существу	4	4
74	что я	5	4
75	со всеми	2	4
76	и если	4	4
77	у нас	2	4
78	от себя	2	4
79	один из	2	4
80	со стороны	7	4
81	к этому	2	4
82	в совершенно	2	4
83	в своих	2	4
84	с этой	2	4
85	там где	3	4
86	между тем	3	4
87	как это	3	4
88	как на	3	3
89	состоит в	6	3
90	в частности	11	3
91	что у	2	3
92	литературной традиции	2	3
93	вопрос о	2	3
94	стороны и	2	3
95	и к	3	3
96	тому же	5	3
97	но не	4	3
98	например в	3	3
99	в этой	8	3
100	хотя и	4	3
101	в слове	3	3
102	жизни и	3	3
103	в своей	7	3
104	так и	9	3
105	им в	2	3
106	в отличие	5	3
107	и вот	2	3
108	той же	3	3
109	и только	2	3
110	эстетическое переживание	2	3
111	в конце	2	3
112	но в	3	3
113	в основе	5	2
114	не менее	2	2
115	и как	3	2
116	не означает	2	2
117	и другого	2	2
118	в жизни	8	2
119	не всегда	2	2
120	и вместе	2	2
121	уже не	3	2
122	и потому	2	2
123	себя и	2	2
124	представляет собой	2	2
125	в качестве	5	2
126	того же	2	2
127	искусство в	2	2
128	о чем	3	2
129	как таковое	2	2
130	далеко не	2	2
131	об искусстве	4	2
132	к жизни	2	2
133	даже в	4	2
134	наконец в	3	2
135	и тем	3	2
136	в нем	2	2
137	отношение к	2	2
138	из них	4	2
139	когда он	2	2
140	но и	14	2
141	и тогда	2	2
142	как мы	2	2
143	как раз	2	2
144	в нас	2	2
145	в полном	2	2
146	этом отношении	5	2
147	же самое	2	2
148	искусство не	2	2
149	тем самым	7	2
150	с точки	3	2
151	и с	2	2
152	одно из	4	2
153	как например	2	2
154	бы и	3	2
155	в поэзии	5	2
156	его в	2	2
157	одном из	2	2
158	поэзии и	2	2
159	к идее	2	2
160	в одном	4	2
