N	2gram	Bakhtin_Pr_1	Myshleni
1	точки зрения	21	26
2	таким образом	11	26
3	в том	11	24
4	и в	23	23
5	том что	9	21
6	в целом	4	20
7	с точки	15	18
8	того чтобы	4	17
9	то что	18	17
10	в этом	25	17
11	так же	6	16
12	не только	13	16
13	того что	2	15
14	говорит он	8	15
15	для того	2	15
16	что в	8	14
17	может быть	21	14
18	но и	11	14
19	как и	8	14
20	в его	24	14
21	не может	11	12
22	как бы	28	11
23	сказать что	5	11
24	с другой	2	10
25	прежде всего	7	10
26	в отношении	2	10
27	другой стороны	2	9
28	и не	34	9
29	между тем	5	9
30	и с	4	9
31	вместе с	2	9
32	самого начала	3	8
33	с самого	2	8
34	заключается в	2	8
35	и на	10	8
36	в основе	5	8
37	в процессе	4	8
38	то же	10	8
39	вопрос о	4	7
40	в этой	4	7
41	в самом	8	7
42	по отношению	11	7
43	в то	10	7
44	так как	7	7
45	что он	10	7
46	отношению к	11	7
47	мы не	2	7
48	и тем	2	6
49	от того	2	6
50	все это	7	6
51	именно в	6	6
52	лишь в	3	6
53	могли бы	3	6
54	потому что	12	6
55	о том	2	6
56	в сущности	5	6
57	мысли и	2	6
58	и его	13	6
59	тем что	3	6
60	в себе	5	6
61	только в	8	6
62	тому что	2	5
63	перед нами	4	5
64	то время	2	5
65	можно сказать	2	5
66	и как	8	5
67	по себе	7	5
68	что для	2	5
69	в своих	2	5
70	мы должны	2	5
71	и все	3	5
72	бы в	3	5
73	мысли в	2	5
74	если бы	10	5
75	но в	4	5
76	что может	2	5
77	он не	4	5
78	так и	10	5
79	как мы	5	5
80	но не	8	4
81	что все	3	4
82	не в	6	4
83	при этом	3	4
84	друг с	3	4
85	что она	2	4
86	в котором	2	4
87	в свете	3	4
88	все эти	8	4
89	не столько	3	4
90	этом отношении	5	4
91	в результате	4	4
92	их в	2	4
93	с его	6	4
94	в одном	9	4
95	к этому	2	4
96	и к	4	4
97	по существу	4	4
98	было бы	6	4
99	для себя	2	4
100	в своей	11	4
101	сих пор	2	4
102	как в	6	4
103	приводит к	3	4
104	во всей	2	4
105	как раз	4	4
106	хотя бы	2	4
107	мы видим	3	4
108	ни в	3	4
109	как на	2	4
110	с другом	3	4
111	этого слова	2	4
112	до сих	2	4
113	уже в	5	3
114	я не	3	3
115	в своем	8	3
116	из этих	2	3
117	что именно	2	3
118	между отдельными	2	3
119	в сфере	2	3
120	друг другу	2	3
121	в их	3	3
122	то и	2	3
123	отношения к	2	3
124	и других	5	3
125	в которых	2	3
126	вовсе не	8	3
127	в одной	4	3
128	этот вопрос	2	3
129	как он	2	3
130	всяком случае	3	3
131	сознания и	3	3
132	во всех	5	3
133	она не	5	3
134	все же	5	3
135	самом деле	5	3
136	а не	20	3
137	из которых	2	3
138	на этот	2	3
139	можно было	3	3
140	во всяком	4	3
141	он в	2	3
142	всей его	2	3
143	и это	5	3
144	в которой	4	3
145	в области	3	3
146	ничего не	6	3
147	на вопрос	2	2
148	в противоположность	3	2
149	никогда не	5	2
150	точку зрения	4	2
151	или даже	2	2
152	в конце	5	2
153	в смысле	2	2
154	является для	2	2
155	в зависимости	3	2
156	но все	4	2
157	же время	7	2
158	для него	15	2
159	внешнего мира	3	2
160	несмотря на	6	2
161	был бы	5	2
162	один из	2	2
163	жизни и	6	2
164	данном случае	2	2
165	той же	6	2
166	сознания в	2	2
167	и вот	2	2
168	и наконец	5	2
169	и даже	3	2
170	бы и	4	2
171	а в	7	2
172	говорить о	2	2
173	в первом	2	2
174	в этих	2	2
175	всех этих	3	2
176	он может	3	2
177	в них	3	2
178	поэтому в	2	2
179	идет о	3	2
180	есть не	2	2
181	зависимости от	3	2
182	себе и	3	2
183	в один	2	2
184	за пределы	6	2
185	наконец в	2	2
186	и понимания	3	2
187	и потому	3	2
188	даже в	2	2
189	на него	2	2
190	уже не	8	2
191	между ними	2	2
192	с другими	7	2
193	в данном	2	2
194	его на	2	2
195	там где	6	2
196	заметить что	2	2
197	не могли	2	2
198	одном из	2	2
