N	2gram	Vygotskiy__3	Istorich
1	и в	38	25
2	что он	11	22
3	вместе с	5	22
4	и т	14	20
5	т д	4	18
6	может быть	19	17
7	не только	12	13
8	но и	5	13
9	в его	5	12
10	и не	10	11
11	уже не	2	11
12	так как	6	11
13	все же	8	10
14	в этом	13	10
15	тем что	3	10
16	с другой	7	9
17	его в	3	9
18	и его	6	9
19	таким образом	12	9
20	в виде	2	9
21	с тем	8	8
22	что в	20	8
23	том что	14	8
24	мы видим	12	8
25	другой стороны	5	8
26	все эти	4	8
27	и что	18	8
28	и на	6	8
29	в качестве	2	7
30	мы видели	6	7
31	как и	8	7
32	но это	3	7
33	то что	35	7
34	одной стороны	5	7
35	в нем	4	7
36	при помощи	4	7
37	с одной	6	7
38	потому что	14	7
39	и здесь	6	7
40	представляет собой	2	7
41	только в	4	7
42	о том	6	7
43	в этих	2	6
44	в нее	2	6
45	что и	4	6
46	как в	4	6
47	не может	7	6
48	не в	12	6
49	или в	5	6
50	в том	25	6
51	там где	6	6
52	что это	10	5
53	в море	2	5
54	ясно что	6	5
55	с этим	8	5
56	показывает что	2	5
57	видим что	8	5
58	как мы	7	5
59	для нас	8	5
60	здесь мы	4	5
61	мы увидим	12	5
62	например в	2	5
63	в ней	15	5
64	так же	2	5
65	и действительно	2	5
66	мы не	5	5
67	что у	7	4
68	что все	3	4
69	и тем	3	4
70	в ее	7	4
71	мы уже	7	4
72	он видит	2	4
73	наряду с	3	4
74	все это	3	4
75	то же	10	4
76	в истории	2	4
77	совершенно ясно	13	4
78	он не	6	4
79	и это	8	4
80	в которой	5	4
81	с ним	2	4
82	того как	3	4
83	этот случай	2	3
84	никогда не	4	3
85	и как	8	3
86	и все	10	3
87	в целом	4	3
88	в свою	4	3
89	увидим ниже	2	3
90	что его	2	3
91	в этой	13	3
92	в то	3	3
93	того чтобы	9	3
94	но мы	2	3
95	то это	2	3
96	не знаем	2	3
97	представляют собой	2	3
98	на этом	5	3
99	для того	8	3
100	а в	7	3
101	его к	2	3
102	в которых	6	3
103	в данном	2	3
104	их в	2	3
105	это же	2	3
106	они не	2	3
107	что здесь	2	3
108	в русской	2	3
109	перед нами	8	2
110	видели что	2	2
111	к которым	5	2
112	у него	4	2
113	он может	2	2
114	из нее	2	2
115	и затем	2	2
116	к этому	3	2
117	вовсе не	8	2
118	и вместе	2	2
119	на то	16	2
120	так что	8	2
121	указывают на	2	2
122	о которых	9	2
123	же в	2	2
124	с этой	2	2
125	по существу	2	2
126	такое же	3	2
127	такой же	2	2
128	без всяких	3	2
129	одна из	4	2
130	очевидно что	2	2
131	того же	3	2
132	животных и	2	2
133	до сих	6	2
134	она не	6	2
135	несмотря на	5	2
136	и мы	13	2
137	если бы	14	2
138	из которых	4	2
139	как бы	14	2
140	из двух	3	2
141	один из	6	2
142	должен быть	3	2
143	сих пор	5	2
144	в своей	5	2
145	когда он	4	2
146	во всех	4	2
147	время в	5	2
148	вошел в	2	2
149	ее в	4	2
150	данном случае	2	2
151	со стороны	2	2
152	говорит о	2	2
153	так например	2	2
154	совершенно не	5	2
155	в наше	2	2
156	образом мы	4	2
157	и для	4	2
158	что за	2	2
159	в течение	4	2
160	самом деле	21	2
161	а не	7	2
162	того что	4	2
163	чтобы он	2	2
164	и по	2	2
165	что этот	4	2
166	сказать что	4	2
167	и начал	2	2
168	но он	2	2
169	точки зрения	16	2
170	животных в	2	2
171	к его	2	2
172	из них	6	2
173	в которую	2	2
174	ничего не	2	2
175	из него	4	2
176	том как	2	2
177	мы можем	7	2
