N	2gram	Trubetskoy_1	Problemy
1	и в	14	35
2	как бы	4	31
3	и не	19	27
4	что он	6	24
5	в его	4	21
6	но в	2	19
7	не может	22	18
8	к себе	2	18
9	как и	4	18
10	в нем	5	16
11	то же	11	15
12	с самим	2	15
13	но и	10	14
14	для него	6	14
15	может быть	9	14
16	все это	6	14
17	в этом	17	14
18	к нему	2	13
19	он не	5	13
20	прежде всего	8	12
21	и с	7	12
22	и к	6	12
23	в другом	3	12
24	в то	10	11
25	не в	4	10
26	самом деле	7	10
27	же время	10	10
28	не только	9	10
29	то что	13	10
30	на самом	6	9
31	себя и	5	8
32	потому что	5	8
33	мы уже	2	8
34	все же	4	8
35	и для	6	8
36	лишь в	3	7
37	так же	2	7
38	а в	5	7
39	самим собой	12	7
40	и наконец	2	7
41	точки зрения	11	7
42	с ним	2	7
43	еще не	3	7
44	себе и	4	7
45	для себя	2	7
46	что же	4	7
47	в виде	3	7
48	отношении к	2	7
49	таким образом	11	7
50	он сам	3	6
51	что в	4	6
52	к тому	7	6
53	но это	2	6
54	что они	3	6
55	и что	2	6
56	в самом	3	6
57	и на	5	6
58	от него	2	6
59	но не	4	6
60	по отношению	2	6
61	только в	5	6
62	в конце	3	5
63	в том	17	5
64	да и	3	5
65	так что	2	5
66	и даже	2	5
67	во время	2	5
68	и то	4	5
69	в себе	9	5
70	никогда не	5	4
71	друг другу	2	4
72	или иной	5	4
73	в мире	4	4
74	друг с	14	4
75	не о	2	4
76	всяком случае	6	4
77	и вот	2	4
78	между тем	5	4
79	той или	3	4
80	его в	4	4
81	так как	4	4
82	у него	2	4
83	по себе	2	4
84	так чтобы	3	4
85	во всем	4	4
86	в своей	5	4
87	только на	2	4
88	а не	2	4
89	во всяком	9	4
90	тем что	3	4
91	как будто	2	4
92	с другом	14	4
93	что это	3	4
94	то ни	4	3
95	ибо в	3	3
96	и от	2	3
97	собой и	3	3
98	бы то	4	3
99	из них	3	3
100	его и	2	3
101	все эти	2	3
102	того что	3	3
103	должно быть	3	3
104	и во	3	3
105	даже и	2	3
106	говорить о	3	3
107	в начале	2	3
108	мы должны	7	3
109	себя как	2	3
110	этого не	2	3
111	в котором	2	3
112	с тем	6	3
113	бы его	2	3
114	с этим	2	3
115	том что	9	3
116	было бы	5	3
117	во всех	5	3
118	конце концов	3	3
119	что и	3	3
120	а с	2	3
121	сводится к	3	3
122	уже не	2	3
123	которой он	4	3
124	и т.д	4	3
125	только с	2	3
126	а между	5	3
127	в этих	2	2
128	тому что	2	2
129	для этого	3	2
130	что все	3	2
131	это в	2	2
132	вопрос о	5	2
133	ни в	2	2
134	в большинстве	3	2
135	что с	2	2
136	при этом	5	2
137	тому чтобы	4	2
138	в своем	6	2
139	что оно	3	2
140	на которой	2	2
141	не просто	2	2
142	и по	3	2
143	но для	2	2
144	их в	2	2
145	в ней	2	2
146	о том	7	2
147	и ни	3	2
148	большинстве случаев	2	2
149	всех этих	3	2
150	то в	3	2
151	ли это	4	2
152	одной из	3	2
153	конечно не	5	2
154	мы говорили	3	2
155	друг друга	3	2
156	и этот	3	2
157	себя в	4	2
158	благодаря этому	2	2
159	вместе с	4	2
160	быть и	2	2
161	приводит к	4	2
162	всем этим	2	2
163	и как	3	2
164	хотя бы	5	2
165	с точки	9	2
166	зависимость от	2	2
167	или в	3	2
168	можно было	4	2
169	мы можем	2	2
170	из этого	3	2
