N	2gram	Tiupa_Narr_1	Literetu
1	а не	13	20
2	и в	11	19
3	может быть	15	17
4	своего рода	10	13
5	то же	8	12
6	и не	23	11
7	и т.п	8	10
8	в том	8	10
9	как и	13	10
10	но и	27	10
11	состоит в	10	9
12	же время	4	9
13	такого рода	10	9
14	не может	8	9
15	тогда как	10	9
16	в мире	4	9
17	в этом	12	9
18	в то	4	9
19	с другой	2	8
20	не только	31	8
21	и даже	2	8
22	том что	7	7
23	то что	9	7
24	так и	5	7
25	я в	2	7
26	и т.д	6	7
27	не менее	3	6
28	однако в	3	6
29	в себе	6	6
30	при этом	19	6
31	себя в	2	6
32	и на	5	6
33	столь же	5	5
34	у нас	3	5
35	одна из	4	5
36	но не	4	5
37	в качестве	14	5
38	он не	3	5
39	в конечном	3	5
40	вместе с	2	5
41	так в	4	5
42	в году	2	5
43	того что	4	5
44	в принципе	4	5
45	то есть	9	5
46	что в	3	4
47	в частности	14	4
48	жизни в	2	4
49	в сфере	2	4
50	прежде всего	4	4
51	не в	6	4
52	отнюдь не	2	4
53	для него	4	4
54	в ней	4	4
55	в его	6	4
56	еще в	3	4
57	один из	6	4
58	жизни и	6	4
59	ли не	2	4
60	человека в	2	4
61	другой стороны	2	4
62	мы не	3	4
63	по отношению	3	4
64	каждый из	2	4
65	точки зрения	5	4
66	в русской	3	4
67	едва ли	3	4
68	в области	2	4
69	обращается к	3	3
70	никогда не	4	3
71	что он	3	3
72	идет о	3	3
73	в нем	4	3
74	и как	3	3
75	в начале	3	3
76	в этой	6	3
77	в противовес	3	3
78	и он	6	3
79	в сущности	2	3
80	вплоть до	4	3
81	речь идет	3	3
82	отношению к	3	3
83	данном случае	8	3
84	со стороны	8	3
85	и для	2	3
86	этом отношении	3	3
87	всего лишь	3	3
88	сознания в	2	3
89	тем самым	5	3
90	тем же	2	3
91	а в	13	3
92	и его	10	3
93	в глазах	3	3
94	и то	3	3
95	и с	3	3
96	в данном	11	3
97	как правило	5	3
98	в равной	2	3
99	ничего не	2	3
100	мыслится как	2	3
101	не было	3	2
102	при которой	3	2
103	к жизни	2	2
104	у него	7	2
105	в нашем	3	2
106	могут служить	2	2
107	не является	3	2
108	в конце	2	2
109	а за	2	2
110	в одном	4	2
111	в жизни	3	2
112	в третьем	4	2
113	художественного письма	3	2
114	а также	6	2
115	жизни как	2	2
116	равной степени	2	2
117	тем не	3	2
118	присутствия в	3	2
119	и столь	2	2
120	все что	2	2
121	одно и	2	2
122	до конца	2	2
123	еще не	4	2
124	жизни а	3	2
125	при всей	3	2
126	где в	2	2
127	не по	4	2
128	в роли	2	2
129	как бы	6	2
130	не вполне	2	2
131	если в	2	2
132	все же	4	2
133	с ее	2	2
134	же в	2	2
135	в целом	3	2
136	из них	4	2
137	в е	2	2
138	как раз	6	2
139	и только	2	2
140	быть не	3	2
141	все равно	2	2
142	уже не	8	2
143	героя в	3	2
144	для того	3	2
145	что не	2	2
146	хотя бы	2	2
147	и иных	2	2
148	друг друга	2	2
149	являет собой	4	2
150	из нас	2	2
151	то в	4	2
152	в результате	2	2
153	потому что	5	2
154	подобно тому	3	2
155	на себя	4	2
156	он и	2	2
157	соответствии с	4	2
158	и еще	2	2
159	но как	3	2
160	о том	4	2
161	представляет собой	8	2
162	тому как	3	2
163	как это	3	2
164	с ним	2	2
165	могло бы	3	2
166	но в	7	2
167	мира в	4	2
