N	2gram	Vygotskiy__5	FransuaR
1	и в	30	29
2	то есть	13	21
3	таким образом	20	20
4	и не	6	16
5	и все	4	13
6	в этой	5	13
7	как и	6	12
8	но в	5	12
9	так и	3	11
10	и на	3	11
11	в этом	14	11
12	то же	7	10
13	как мы	5	10
14	в романе	2	10
15	мы уже	6	10
16	в то	2	10
17	не только	16	10
18	вовсе не	3	9
19	в конце	4	9
20	но и	6	9
21	все эти	2	9
22	и с	2	9
23	прежде всего	4	8
24	в образах	2	8
25	в его	4	8
26	и его	6	8
27	как бы	19	8
28	в них	4	7
29	так же	13	7
30	в том	27	7
31	так как	9	7
32	из них	2	6
33	в сущности	12	6
34	но он	3	6
35	что это	8	5
36	у него	3	5
37	это не	3	5
38	это и	2	5
39	того же	2	5
40	до конца	2	5
41	и о	3	5
42	в нем	7	5
43	в своей	4	5
44	и до	2	5
45	рядом с	5	5
46	сказать что	9	5
47	перед нами	2	4
48	с его	2	4
49	в нашем	2	4
50	что он	17	4
51	еще не	5	4
52	и есть	5	4
53	конце концов	2	4
54	один из	5	4
55	то что	37	4
56	жизни и	6	4
57	все это	2	4
58	на самом	2	4
59	с помощью	2	4
60	с другой	9	4
61	в результате	4	4
62	тем что	6	4
63	точки зрения	7	4
64	в которой	3	4
65	все время	20	3
66	в частности	4	3
67	в качестве	2	3
68	в своем	6	3
69	и так	2	3
70	самого начала	3	3
71	и здесь	6	3
72	что у	3	3
73	в ее	3	3
74	а затем	2	3
75	все же	7	3
76	с самого	3	3
77	том что	21	3
78	и как	7	3
79	мы видим	8	3
80	что здесь	3	3
81	мы можем	7	3
82	слов и	2	3
83	тот же	3	3
84	того что	8	3
85	той же	3	3
86	по преимуществу	2	3
87	он не	3	3
88	образом и	2	3
89	другой стороны	5	3
90	при этом	8	3
91	и вот	2	3
92	того чтобы	20	3
93	для того	20	3
94	и даже	2	3
95	в ней	4	3
96	в себе	5	3
97	там где	4	3
98	уже в	6	2
99	времени и	3	2
100	в основу	4	2
101	связи с	2	2
102	и другие	3	2
103	к этому	3	2
104	в этих	3	2
105	формы и	3	2
106	это в	3	2
107	но мы	2	2
108	а как	2	2
109	к тому	8	2
110	и к	4	2
111	на первый	2	2
112	уже давно	4	2
113	но только	3	2
114	ни в	3	2
115	он был	2	2
116	образом все	2	2
117	из этого	2	2
118	что они	5	2
119	именно в	6	2
120	мы увидим	9	2
121	на этом	6	2
122	но не	7	2
123	в себя	2	2
124	одной стороны	12	2
125	не может	9	2
126	о чем	4	2
127	и мы	16	2
128	на его	3	2
129	может быть	11	2
130	никогда не	9	2
131	в виду	4	2
132	в котором	2	2
133	со стороны	3	2
134	с таким	2	2
135	и для	6	2
136	но она	2	2
137	в словах	2	2
138	как в	3	2
139	в их	3	2
140	как раз	13	2
141	которых он	2	2
142	с одной	12	2
143	и под	2	2
144	в трех	3	2
145	в той	3	2
146	и эта	2	2
147	и наконец	3	2
148	с точки	2	2
149	между ними	2	2
150	бы на	2	2
151	как на	11	2
152	или в	6	2
153	в своих	5	2
154	и то	9	2
155	и при	2	2
156	в основе	7	2
157	все события	2	2
158	в одной	2	2
159	это же	2	2
160	даже и	2	2
161	как будто	6	2
162	только в	5	2
163	о том	10	2
164	если же	2	2
165	как он	2	2
166	и это	8	2
167	дело в	2	2
168	учения о	3	2
169	же не	2	2
