N	2gram	Vygotskiy__4	RusskieA
1	и в	20	36
2	не только	15	22
3	что в	19	19
4	том что	35	19
5	в том	42	17
6	но и	9	16
7	так как	10	15
8	и другие	9	13
9	в этом	24	12
10	это не	5	10
11	как мы	13	10
12	как и	9	10
13	вместе с	8	10
14	и на	6	10
15	потому что	12	10
16	а в	2	9
17	с тем	6	8
18	состоит в	4	8
19	из них	4	8
20	может быть	12	8
21	один из	3	8
22	о том	5	8
23	как это	9	8
24	что они	14	7
25	что и	9	7
26	так и	5	7
27	и других	3	7
28	между тем	9	7
29	и не	8	6
30	для нас	4	6
31	при этом	12	6
32	таким образом	25	6
33	не имеет	2	6
34	в виде	3	6
35	то что	15	6
36	показывает что	2	5
37	этом случае	3	5
38	все же	5	5
39	как бы	7	5
40	и у	2	5
41	во многих	2	5
42	как в	5	5
43	того как	2	5
44	тому что	4	4
45	из этих	2	4
46	к этому	4	4
47	как уже	4	4
48	к тому	6	4
49	что на	2	4
50	по существу	3	4
51	представляет собой	3	4
52	животных и	2	4
53	еще не	2	4
54	связи с	3	4
55	не совсем	2	4
56	следующим образом	3	4
57	в их	12	4
58	не может	6	4
59	в связи	3	4
60	входит в	2	4
61	а с	2	4
62	мы имеем	2	4
63	и что	8	4
64	того что	10	4
65	что этот	2	4
66	тем что	7	4
67	только в	10	4
68	слова в	9	3
69	не менее	3	3
70	что это	2	3
71	в этих	3	3
72	в качестве	21	3
73	в своем	4	3
74	но они	2	3
75	таким же	2	3
76	в свою	2	3
77	и к	5	3
78	на этом	3	3
79	и другой	3	3
80	только на	2	3
81	на каждом	6	3
82	а также	2	3
83	в настоящее	2	3
84	приводит к	3	3
85	то же	16	3
86	с точки	11	3
87	на этот	3	3
88	так же	11	3
89	и те	4	3
90	их в	2	3
91	точки зрения	24	3
92	настоящее время	2	3
93	далеко не	2	3
94	этого слова	11	3
95	в области	4	3
96	которые не	2	3
97	и более	7	2
98	в частности	5	2
99	могут быть	7	2
100	переход от	2	2
101	в нашем	4	2
102	между собой	5	2
103	не означает	3	2
104	с этим	5	2
105	в каждом	2	2
106	не просто	2	2
107	на все	3	2
108	его к	4	2
109	в нем	2	2
110	у него	2	2
111	так что	3	2
112	и как	9	2
113	представления и	2	2
114	этому вопросу	2	2
115	мы видим	10	2
116	в силу	6	2
117	такой же	2	2
118	свою очередь	2	2
119	но не	3	2
120	как известно	3	2
121	но что	3	2
122	отнюдь не	3	2
123	встречаются в	2	2
124	чем в	3	2
125	когда он	3	2
126	составные части	3	2
127	связь между	2	2
128	том же	2	2
129	как они	4	2
130	в ней	2	2
131	в его	11	2
132	какой степени	2	2
133	нас к	3	2
134	и с	4	2
135	в целом	11	2
136	значит что	2	2
137	к выводу	2	2
138	тогда как	2	2
139	относятся к	2	2
140	все эти	5	2
141	в какой	3	2
142	а не	7	2
143	выводу что	2	2
144	и для	4	2
145	мы наблюдаем	2	2
146	приводит нас	3	2
147	мы можем	5	2
148	между двумя	2	2
149	и здесь	2	2
150	но в	3	2
151	ничего общего	3	2
152	мы должны	11	2
153	в один	3	2
154	в равной	3	2
155	как он	4	2
156	и поэтому	3	2
157	сходство с	4	2
158	же не	2	2
