N	3gram	Voloshinov_2	KulturaY
1	в том что	6	15
2	для того чтобы	6	15
3	с точки зрения	13	9
4	по отношению к	8	8
5	в самом деле	5	7
6	по крайней мере	2	5
7	о том что	3	5
8	во всяком случае	2	5
9	в зависимости от	2	5
10	в русском языке	4	4
11	том что он	2	4
12	до сих пор	3	4
13	хотя бы в	2	4
14	в свою очередь	5	3
15	более или менее	2	3
16	в связи с	7	3
17	не может быть	10	3
18	того или иного	2	3
19	и того же	4	2
20	то же время	8	2
21	одного и того	4	2
22	отсюда следует что	3	2
23	к тому что	3	2
24	на то что	2	2
25	в то же	8	2
26	на самом деле	4	2
