N	2gram	Bakhtin_Fr_6	Freidism
1	таким образом	17	24
2	и не	3	23
3	не может	4	20
4	точки зрения	2	19
5	прежде всего	10	18
6	в этом	12	15
7	в его	7	15
8	с помощью	6	14
9	может быть	2	13
10	и его	13	12
11	как и	7	11
12	как бы	7	11
13	то что	10	11
14	все эти	11	11
15	с точки	2	11
16	и потому	2	10
17	так и	5	10
18	как мы	12	10
19	самом деле	4	10
20	с ним	4	10
21	но в	8	10
22	с его	5	9
23	и в	41	9
24	во всех	17	9
25	все что	4	8
26	что он	6	8
27	в своей	2	8
28	он не	2	8
29	не только	10	8
30	все это	11	8
31	то же	5	8
32	только в	3	8
33	и все	9	8
34	так как	10	8
35	тот же	4	7
36	к нему	3	7
37	один из	6	7
38	мы видели	2	7
39	в самом	10	7
40	те же	3	7
41	и наконец	4	7
42	сказать что	6	7
43	мы уже	18	7
44	никогда не	8	6
45	вовсе не	7	6
46	за пределы	2	6
47	того что	3	6
48	в ней	4	6
49	так сказать	2	6
50	и с	16	6
51	он сам	3	5
52	не в	4	5
53	в этой	8	5
54	в чем	3	5
55	для этого	2	5
56	в то	6	5
57	в большинстве	4	5
58	что в	7	5
59	но и	13	5
60	и прежде	2	5
61	а в	4	5
62	и на	9	5
63	с этим	3	5
64	большинстве случаев	5	5
65	но не	2	4
66	в следующей	6	4
67	в котором	4	4
68	связанных с	3	4
69	и др	10	4
70	в этих	2	4
71	из этих	2	4
72	и образы	2	4
73	если мы	2	4
74	с другими	3	4
75	всех этих	2	4
76	же время	5	4
77	на этом	2	4
78	при этом	3	4
79	конечно не	3	4
80	как раз	2	4
81	в основе	4	4
82	в нем	16	4
83	все же	4	4
84	данном случае	2	4
85	между ними	3	4
86	мы находим	2	4
87	того чтобы	4	4
88	и для	3	4
89	той же	5	4
90	мы не	2	4
91	характер и	2	4
92	в данном	3	4
93	потому что	3	4
94	во время	9	4
95	говорить о	2	4
96	не могут	2	3
97	в них	7	3
98	во втором	3	3
99	от всех	2	3
100	и от	4	3
101	к себе	2	3
102	что все	2	3
103	помощью которых	2	3
104	конечно в	2	3
105	в себе	5	3
106	он был	4	3
107	и смерть	2	3
108	и как	4	3
109	но это	3	3
110	со всеми	2	3
111	было бы	3	3
112	и тот	2	3
113	себя в	2	3
114	жизни и	3	3
115	вместе с	6	3
116	и те	2	3
117	как в	4	3
118	и что	5	3
119	и т.п	19	3
120	следующей главе	6	3
121	у него	7	3
122	в искусстве	3	3
123	человека с	2	3
124	и этим	2	3
125	человека и	2	3
126	есть и	2	2
127	уже в	4	2
128	и другие	2	2
129	что это	5	2
130	это уже	2	2
131	того же	4	2
132	с другой	4	2
133	в конце	2	2
134	рот и	5	2
135	и смерти	3	2
136	для нас	2	2
137	для всего	2	2
138	в ее	5	2
139	до конца	2	2
140	это и	2	2
141	половой жизни	2	2
142	том что	7	2
143	более того	4	2
144	в предыдущей	2	2
145	они и	3	2
146	а не	2	2
147	не остается	3	2
148	связано с	3	2
149	одной стороны	4	2
150	и часто	2	2
151	из них	5	2
152	вполне понятно	2	2
153	что мы	2	2
154	в ослабленной	2	2
155	но если	2	2
156	предыдущей главе	2	2
157	в него	3	2
158	в своем	5	2
159	и до	7	2
160	страх и	2	2
161	в развитии	2	2
162	внешнем мире	2	2
163	сих пор	3	2
164	все они	2	2
165	которых мы	2	2
166	этом отношении	3	2
167	с одной	4	2
168	из того	2	2
169	это прежде	2	2
170	и у	2	2
171	и даже	4	2
172	половые органы	5	2
173	дает нам	2	2
174	к этим	3	2
175	так же	5	2
176	рядом с	5	2
177	на которой	2	2
178	роль в	4	2
179	мы видим	6	2
180	в таких	2	2
181	и то	2	2
182	здесь в	9	2
183	их в	2	2
184	они не	3	2
185	в другом	4	2
186	и вообще	4	2
187	все то	5	2
188	в первом	3	2
189	до сих	3	2
190	тех же	2	2
191	только с	3	2
192	как это	2	2
193	в области	2	2
194	в эту	2	2
195	это было	2	2
