N	2gram	Vinokur_St_1	Myshleni
1	в том	36	42
2	том что	29	35
3	таким образом	7	25
4	точки зрения	11	24
5	в этом	21	24
6	в качестве	4	21
7	и в	44	20
8	что в	30	19
9	заключается в	4	18
10	в основе	3	17
11	то же	5	16
12	то что	18	15
13	не только	18	15
14	что они	7	14
15	с другой	9	12
16	при этом	2	12
17	потому что	6	12
18	может быть	15	12
19	в целом	5	11
20	так же	5	11
21	в его	9	11
22	с точки	8	11
23	этого слова	2	11
24	того что	9	10
25	в истории	3	10
26	так как	5	10
27	в отношении	9	10
28	и то	5	10
29	в себе	2	10
30	только в	10	10
31	одной стороны	2	9
32	но и	10	9
33	другой стороны	7	9
34	с одной	3	9
35	между тем	3	9
36	как это	4	9
37	как и	9	9
38	того же	3	9
39	что и	6	9
40	и не	16	8
41	и тем	3	8
42	и что	4	8
43	в результате	3	8
44	было бы	17	8
45	и более	2	7
46	как бы	4	7
47	смысле этого	2	7
48	этом отношении	7	7
49	что мы	5	7
50	в своей	6	7
51	самом деле	11	7
52	тем самым	2	7
53	а не	16	7
54	того чтобы	11	7
55	тем что	5	7
56	могут быть	5	7
57	уже в	2	6
58	же как	3	6
59	такого рода	2	6
60	в самом	7	6
61	не может	8	6
62	сказать что	7	6
63	по своей	2	6
64	его в	2	6
65	что он	10	6
66	той же	5	6
67	можно было	13	6
68	в частности	4	5
69	никогда не	5	5
70	целый ряд	2	5
71	это не	8	5
72	на то	4	5
73	не является	3	5
74	если бы	9	5
75	и его	8	5
76	с этим	3	5
77	все же	8	5
78	о том	17	5
79	речь идет	4	5
80	так и	9	5
81	как в	13	5
82	для того	10	5
83	все эти	5	5
84	тому что	3	4
85	в своем	2	4
86	для нас	7	4
87	является не	4	4
88	что с	2	4
89	с нашей	2	4
90	из них	8	4
91	в первую	2	4
92	и только	3	4
93	что оно	3	4
94	и те	2	4
95	с этой	3	4
96	в сознании	2	4
97	и с	3	4
98	первую очередь	2	4
99	в сущности	2	4
100	тем же	3	4
101	не в	12	4
102	и для	3	4
103	во всяком	6	4
104	которые в	2	4
105	в области	14	4
106	не менее	5	3
107	одним и	2	3
108	в этих	2	3
109	в какой	3	3
110	что все	2	3
111	так что	6	3
112	в этой	11	3
113	всяком случае	6	3
114	со стороны	6	3
115	то обстоятельство	2	3
116	именно в	6	3
117	в деле	3	3
118	столь же	4	3
119	обстоятельство что	3	3
120	к которому	4	3
121	но в	10	3
122	и во	2	3
123	идет о	2	3
124	этом случае	2	3
125	по существу	2	3
126	чем в	3	3
127	но не	3	3
128	со всеми	2	3
129	не являются	3	3
130	внимание на	3	3
131	совершенно не	5	3
132	говорит что	3	3
133	на этот	3	3
134	ни в	3	3
135	в виде	3	3
136	ничего общего	3	3
137	в равной	2	3
138	что эта	2	3
139	в чем	3	3
140	в которой	4	3
141	равной мере	2	3
142	может не	2	2
143	такой же	5	2
144	том числе	2	2
145	в основу	4	2
146	должна быть	3	2
147	на которое	2	2
148	числе и	2	2
149	никаких оснований	2	2
150	в наших	2	2
151	в каждом	3	2
152	прежде всего	7	2
153	очень часто	3	2
154	что на	2	2
155	который не	2	2
156	для него	6	2
157	случае не	2	2
158	что это	4	2
159	этого вопроса	2	2
160	и у	2	2
161	но для	2	2
162	в ней	3	2
163	целого ряда	2	2
164	в нем	5	2
165	к нему	2	2
166	из истории	3	2
167	не по	3	2
168	данном случае	6	2
169	по мнению	3	2
170	этой области	5	2
171	не имеет	4	2
172	а в	17	2
173	вообще не	2	2
174	во многих	3	2
175	не знает	2	2
176	также и	9	2
177	в данном	14	2
178	из этих	6	2
179	в начале	3	2
180	что здесь	2	2
181	том смысле	2	2
182	их в	2	2
183	мы имеем	2	2
184	нисколько не	2	2
185	это в	4	2
186	у него	2	2
187	это слово	4	2
188	ясно что	10	2
189	что при	2	2
190	еще не	3	2
191	в данной	2	2
192	свое время	2	2
193	в свое	2	2
194	а также	2	2
195	даже в	3	2
196	раз в	2	2
197	и речи	2	2
198	ли не	2	2
199	и тогда	2	2
200	а с	3	2
201	если не	2	2
202	в той	6	2
203	в слове	5	2
204	в таком	3	2
205	что этот	2	2
206	в каком	3	2
207	вопроса о	3	2
208	и это	2	2
209	значит что	3	2
