N	2gram	Losev_Dial_4	Analitik
1	в качестве	2	31
2	может быть	17	29
3	в том	11	27
4	не может	11	22
5	и не	30	21
6	в частности	2	19
7	и в	15	18
8	а не	18	17
9	но и	4	17
10	отнюдь не	4	15
11	не только	8	15
12	не в	8	14
13	как и	7	13
14	в его	4	13
15	в этом	11	13
16	том что	10	12
17	при этом	2	12
18	в себе	8	11
19	то же	9	9
20	в то	6	9
21	есть не	5	8
22	не есть	40	8
23	но в	3	8
24	тем самым	3	7
25	это не	12	6
26	прежде всего	11	6
27	же время	6	6
28	в самом	2	6
29	в сущности	5	6
30	себя в	2	6
31	той или	4	6
32	то что	16	6
33	в своей	3	6
34	в себя	5	6
35	отличие от	2	6
36	в основе	10	6
37	точки зрения	14	6
38	только в	7	6
39	мы имеем	5	6
40	и как	4	5
41	в этой	4	5
42	что в	7	5
43	как бы	14	5
44	художественное произведение	2	5
45	в их	3	5
46	лишь в	2	5
47	и его	7	5
48	и на	5	5
49	что иное	8	5
50	о том	5	5
51	иное как	8	5
52	того что	13	4
53	могут быть	3	4
54	себя и	3	4
55	не всегда	3	4
56	по себе	13	4
57	не что	8	4
58	ни в	8	4
59	субъекта и	5	4
60	для того	5	4
61	в области	3	4
62	все же	2	4
63	вместе с	2	4
64	так и	5	4
65	собственно говоря	2	4
66	именно в	5	4
67	уже не	9	4
68	из которых	3	4
69	с точки	9	4
70	с ним	3	4
71	смысла и	3	3
72	не могут	2	3
73	с его	5	3
74	и есть	19	3
75	однако в	2	3
76	то ни	4	3
77	хотя бы	4	3
78	и все	11	3
79	личности в	5	3
80	в собственном	3	3
81	в нем	5	3
82	что он	7	3
83	и т	17	3
84	в силу	4	3
85	еще не	4	3
86	что не	3	3
87	никто не	2	3
88	о нем	2	3
89	в котором	2	3
90	что и	6	3
91	не будет	2	3
92	ни с	4	3
93	а именно	6	3
94	смысл и	3	3
95	таким образом	5	3
96	от себя	2	3
97	того чтобы	5	3
98	того или	2	3
99	тому как	4	3
100	подобно тому	4	3
101	как будто	2	3
102	что мы	7	3
103	быть не	2	3
104	если бы	6	3
105	в противоположность	2	2
106	только для	3	2
107	и то	3	2
108	только не	3	2
109	на все	2	2
110	никогда не	2	2
111	все эти	3	2
112	для этого	2	2
113	но о	2	2
114	из этих	2	2
115	бытия и	4	2
116	тогда когда	5	2
117	не просто	7	2
118	вовсе не	6	2
119	вопрос о	2	2
120	что именно	7	2
121	а как	2	2
122	бы ни	2	2
123	можно сказать	5	2
124	в коем	2	2
125	тех или	4	2
126	то в	5	2
127	и потому	3	2
128	должно быть	2	2
129	это как	2	2
130	или не	4	2
131	случае не	2	2
132	было бы	9	2
133	и та	3	2
134	за пределы	3	2
135	и о	8	2
136	она есть	10	2
137	совпадает с	2	2
138	не о	4	2
139	в свое	2	2
140	нет и	2	2
141	один из	4	2
142	из них	2	2
143	не говоря	3	2
144	из возможных	2	2
145	со стороны	3	2
146	что же	2	2
147	и тогда	2	2
148	другой стороны	2	2
149	ни чисто	3	2
150	на этом	3	2
151	бы не	2	2
152	отношения к	3	2
153	той же	5	2
154	едва ли	3	2
155	и по	2	2
156	коем случае	2	2
157	ничто не	2	2
158	также и	4	2
159	тем более	6	2
160	личности а	2	2
161	в данном	3	2
162	личность есть	7	2
163	при помощи	3	2
164	нет ничего	6	2
165	так как	14	2
166	думать что	2	2
167	потому что	10	2
168	в которой	2	2
169	и с	4	2
