N	2gram	Losev_Prob_1	Myslijsy
1	потому что	16	49
2	для нас	5	31
3	то есть	33	30
4	и в	32	24
5	может быть	14	23
6	в сознании	5	23
7	то что	42	20
8	и не	31	19
9	а не	15	18
10	в том	9	18
11	что в	12	16
12	по себе	15	15
13	не только	17	15
14	того же	3	14
15	при этом	6	13
16	было бы	8	13
17	не в	4	13
18	но не	9	12
19	не может	8	12
20	то же	10	12
21	мы можем	4	12
22	если бы	4	11
23	что мы	13	11
24	вместе с	2	11
25	мы не	2	11
26	только в	7	11
27	таким образом	6	11
28	для него	2	10
29	в себе	15	10
30	так что	6	10
31	как в	4	10
32	так как	11	10
33	точно так	4	9
34	вовсе не	35	9
35	в нем	13	9
36	как бы	14	9
37	но и	9	9
38	то и	6	9
39	а только	5	8
40	а в	4	8
41	том что	12	8
42	более или	3	8
43	или менее	3	8
44	в одно	4	8
45	и на	8	8
46	в этом	19	8
47	могут быть	2	8
48	не могут	2	7
49	прежде всего	10	7
50	во всяком	7	7
51	всяком случае	3	7
52	сами по	3	7
53	во всех	7	7
54	как и	3	7
55	того что	7	7
56	между собою	7	7
57	тем что	7	7
58	с этим	3	7
59	в чем	3	7
60	того как	3	7
61	что если	2	6
62	связи с	5	6
63	с другой	3	6
64	не есть	29	6
65	и того	2	6
66	и как	6	6
67	не можем	2	6
68	по поводу	4	6
69	тем не	18	6
70	и т	11	6
71	не было	4	6
72	не имеет	2	6
73	есть только	8	6
74	между тем	2	6
75	одного и	2	6
76	в то	6	6
77	и только	4	6
78	уже в	3	5
79	и уже	3	5
80	не менее	19	5
81	по крайней	2	5
82	с ним	3	5
83	есть не	6	5
84	крайней мере	2	5
85	же в	4	5
86	что они	3	5
87	что не	3	5
88	на то	8	5
89	о том	11	5
90	так и	12	5
91	в них	7	5
92	а потому	2	5
93	для того	8	5
94	с другими	2	5
95	или не	3	5
96	из них	3	5
97	только для	3	5
98	в которой	2	5
99	сам по	7	4
100	никогда не	7	4
101	из этих	2	4
102	одно целое	2	4
103	что он	7	4
104	уже не	3	4
105	и другое	2	4
106	до сих	3	4
107	еще не	9	4
108	предмета и	2	4
109	и если	6	4
110	в самом	6	4
111	между прочим	2	4
112	в котором	5	4
113	сих пор	3	4
114	что оно	3	4
115	если не	4	4
116	и что	9	4
117	тем самым	4	4
118	в таком	9	4
119	тому как	2	4
120	подобно тому	2	4
121	себе не	3	4
122	как он	4	4
123	с тем	5	4
124	в других	5	4
125	но в	14	4
126	от другого	2	3
127	что это	3	3
128	это не	6	3
129	оно не	3	3
130	не как	2	3
131	мы называем	2	3
132	и все	7	3
133	хотя и	6	3
134	о которых	3	3
135	и при	2	3
136	и может	2	3
137	но это	8	3
138	мы в	3	3
139	например в	2	3
140	в самой	3	3
141	и во	3	3
142	помнить что	3	3
143	его в	6	3
144	но она	3	3
145	и тем	13	3
146	что она	5	3
147	есть нечто	11	3
148	только что	2	3
149	что его	3	3
150	в нас	2	3
151	мы говорим	3	3
152	т д	10	3
153	которых мы	2	3
154	и притом	4	3
155	если мы	11	3
156	и для	4	3
157	что для	2	3
158	во многих	2	3
159	и то	6	3
160	одно из	2	3
161	в каком	3	3
162	и вообще	4	3
163	далеко не	5	3
164	в этих	3	3
165	которые не	3	3
166	в эту	2	3
167	том как	2	3
168	и весь	4	2
169	всех этих	7	2
170	таком случае	6	2
171	этом смысле	6	2
172	и есть	6	2
173	и его	3	2
174	но он	3	2
175	хотя бы	3	2
176	что ни	2	2
177	и это	9	2
178	в жизни	3	2
179	что все	3	2
180	с его	2	2
181	мы выше	4	2
182	что может	2	2
183	указывают на	2	2
184	всем этом	2	2
185	сознании и	4	2
186	только потому	3	2
187	у нас	14	2
188	за пределы	6	2
189	но все	3	2
190	все эти	8	2
191	есть в	5	2
192	совсем не	4	2
193	так же	9	2
194	но что	2	2
195	в действительности	3	2
196	общего с	8	2
197	собою и	2	2
198	сама по	4	2
199	она есть	5	2
200	и следовательно	3	2
201	но если	2	2
202	в его	6	2
203	как для	2	2
204	и потому	2	2
205	как именно	2	2
206	один из	4	2
207	быть для	2	2
208	указывает на	14	2
209	разница между	2	2
210	не имеют	5	2
211	все это	7	2
212	для обозначения	4	2
213	другой стороны	3	2
214	вообще и	4	2
215	в связи	4	2
216	необходимые для	2	2
217	только после	2	2
218	эти последние	2	2
219	на самом	6	2
220	мы находим	2	2
221	но только	2	2
222	самом деле	6	2
223	того чтобы	9	2
224	что такое	6	2
225	мы видим	2	2
226	должно быть	2	2
227	как это	6	2
228	или в	4	2
229	и здесь	6	2
230	нас в	2	2
231	их в	4	2
232	сказать что	13	2
233	тому что	4	2
234	не на	3	2
235	даже и	8	2
236	не то	2	2
237	различие в	3	2
238	мы должны	5	2
239	указание на	4	2
240	как оно	3	2
241	с которыми	4	2
242	а это	2	2
243	когда мы	8	2
244	это было	2	2
245	что нет	2	2
