N	2gram	Losev_Prob_3	Analitik
1	не только	14	22
2	и в	44	18
3	как и	10	14
4	так и	10	14
5	в этом	17	14
6	но и	10	13
7	и его	5	13
8	в частности	2	12
9	том что	12	12
10	в качестве	3	12
11	и не	35	12
12	при этом	4	11
13	а в	5	10
14	как бы	9	10
15	то есть	34	10
16	может быть	28	9
17	что в	8	9
18	а не	18	9
19	в том	21	9
20	и даже	14	8
21	с другой	7	7
22	но не	3	7
23	в его	9	7
24	как раз	8	7
25	к тому	3	6
26	не в	13	6
27	в начале	2	6
28	для него	3	6
29	еще не	5	6
30	в этой	3	6
31	он не	8	6
32	в их	2	6
33	о том	6	6
34	никогда не	6	5
35	однако в	2	5
36	не является	11	5
37	в конце	5	5
38	прежде всего	3	5
39	или иной	8	5
40	того же	2	5
41	такого рода	6	5
42	в самом	3	5
43	что и	9	5
44	другой стороны	5	5
45	уже не	7	5
46	в слове	2	5
47	в результате	2	5
48	мы имеем	2	5
49	не менее	10	4
50	перед нами	8	4
51	о чем	2	4
52	отнюдь не	10	4
53	в своем	5	4
54	по крайней	5	4
55	по себе	25	4
56	что он	9	4
57	можно сказать	6	4
58	и к	6	4
59	и как	3	4
60	себя в	2	4
61	и сам	5	4
62	не есть	35	4
63	крайней мере	5	4
64	все же	6	4
65	таким образом	9	4
66	тем самым	5	4
67	в данном	9	4
68	уже в	3	3
69	были бы	2	3
70	и без	4	3
71	не столько	2	3
72	у пушкина	6	3
73	его как	3	3
74	в ее	4	3
75	что они	5	3
76	было бы	8	3
77	указывает на	7	3
78	с их	2	3
79	по поводу	2	3
80	той или	12	3
81	с ее	2	3
82	в целом	6	3
83	дело не	2	3
84	данном случае	7	3
85	как в	5	3
86	все это	5	3
87	который в	2	3
88	то же	13	3
89	не было	5	3
90	еще и	7	3
91	именно в	2	3
92	его не	2	3
93	мы не	7	3
94	ничего не	3	3
95	здесь и	3	3
96	пока еще	2	3
97	с этим	2	3
98	точки зрения	5	3
99	он и	2	3
100	но как	4	3
101	говорить о	3	3
102	в то	9	3
103	жизнь и	2	3
104	его в	3	3
105	здесь не	8	3
106	едва ли	5	3
107	как это	2	3
108	сама по	8	2
109	например как	2	2
110	могут быть	2	2
111	все эти	7	2
112	все они	2	2
113	это не	9	2
114	и от	9	2
115	с нею	2	2
116	пушкина и	3	2
117	в нем	9	2
118	есть не	5	2
119	и ее	3	2
120	в тех	3	2
121	произведения и	2	2
122	о его	2	2
123	о которых	3	2
124	тем не	10	2
125	же в	3	2
126	да и	5	2
127	то в	3	2
128	с самим	3	2
129	с тем	5	2
130	по своему	2	2
131	это и	7	2
132	совершенно не	4	2
133	могли бы	4	2
134	нам представляется	2	2
135	ни для	2	2
136	хотя и	5	2
137	в ней	5	2
138	об этом	3	2
139	от его	2	2
140	в контексте	2	2
141	и потому	7	2
142	а также	4	2
143	всяком случае	6	2
144	только к	2	2
145	его внешней	2	2
146	гораздо более	5	2
147	чистом виде	2	2
148	то что	23	2
149	когда он	2	2
150	во всех	2	2
151	в сравнении	2	2
152	вместе с	2	2
153	нам не	2	2
154	не может	7	2
155	в отличие	2	2
156	отношения к	3	2
157	с одной	2	2
158	но с	2	2
159	в той	3	2
160	самом деле	3	2
161	с точки	2	2
162	и по	2	2
163	и для	2	2
164	сравнении с	2	2
165	сказать что	16	2
166	во всяком	9	2
167	мы можем	6	2
168	тем что	4	2
169	в себе	8	2
170	и здесь	5	2
171	в искусстве	4	2
172	что мы	8	2
173	только в	19	2
174	этого слова	5	2
175	и все	3	2
176	дело в	4	2
177	когда мы	15	2
178	отличие от	3	2
179	но в	12	2
