N	3gram	Bakhtin_Fr_5	Myshleni
1	с точки зрения	2	21
2	для того чтобы	6	18
3	в том что	6	13
4	между словом и	2	8
5	так же как	4	7
6	в данном случае	2	5
7	то же самое	2	5
8	мысли и слова	2	4
9	не может быть	2	4
10	мысль и слово	2	3
11	можно сказать что	2	3
12	как мы видели	4	3
13	в этом отношении	5	3
14	до сих пор	3	3
15	в большинстве случаев	2	2
16	в то время	2	2
17	же как и	2	2
18	в отличие от	2	2
19	мы находим в	2	2
20	у нее нет	2	2
21	на самом деле	4	2
22	друг с другом	2	2
23	потому что он	3	2
