N	2gram	Vygotskiy__1	Istorich
1	и в	31	28
2	может быть	22	25
3	и т	26	25
4	т д	8	22
5	не может	17	15
6	а не	13	15
7	никогда не	8	14
8	для нас	5	13
9	мы имеем	4	13
10	что в	23	12
11	то же	5	12
12	не только	13	12
13	мы видим	5	11
14	только в	14	11
15	что он	7	10
16	все же	5	10
17	мы увидим	4	10
18	прежде всего	4	10
19	но и	2	10
20	т е	3	10
21	мы не	12	10
22	и что	8	10
23	видим что	2	9
24	в том	30	9
25	о том	7	9
26	то что	32	9
27	и не	16	9
28	не в	11	9
29	так и	3	9
30	что это	6	8
31	не всегда	2	8
32	если бы	6	8
33	таким образом	20	8
34	в этом	12	8
35	но в	3	8
36	в этих	4	7
37	том что	16	7
38	было бы	6	7
39	а в	6	7
40	так же	12	7
41	и здесь	2	7
42	что мы	8	7
43	с другой	5	6
44	не менее	2	6
45	к тому	4	6
46	тем не	2	6
47	вслед за	6	6
48	что и	13	6
49	когда он	2	6
50	в этой	3	6
51	его в	2	6
52	так как	18	6
53	вместе с	8	6
54	должна быть	3	5
55	в одном	2	5
56	вопрос о	3	5
57	по существу	4	5
58	в силу	3	5
59	что они	2	5
60	более или	2	5
61	что здесь	2	5
62	но не	3	5
63	до сих	3	5
64	например в	3	5
65	в качестве	2	5
66	что она	6	5
67	сих пор	3	5
68	или менее	2	5
69	другой стороны	5	5
70	в своем	3	5
71	увидим что	2	5
72	на основе	2	5
73	их в	2	5
74	сказать что	7	5
75	в его	6	5
76	все это	8	4
77	с тем	3	4
78	и другие	4	4
79	там где	4	4
80	на то	10	4
81	так что	5	4
82	но это	3	4
83	представляет собой	2	4
84	одной стороны	6	4
85	означает что	2	4
86	даже в	2	4
87	один из	4	4
88	в связи	2	4
89	с этим	3	4
90	с одной	5	4
91	как и	16	4
92	того что	10	4
93	должны быть	3	4
94	и даже	6	4
95	и для	5	4
96	и с	2	4
97	к ним	2	4
98	потому что	10	4
99	в основе	2	4
100	могут быть	11	4
101	должны будем	2	4
102	как будто	5	4
103	не то	2	4
104	мы знаем	3	4
105	видели что	2	3
106	точку зрения	3	3
107	в какой	5	3
108	точно так	3	3
109	по себе	9	3
110	в книге	2	3
111	показывает что	5	3
112	очень часто	4	3
113	утверждать что	5	3
114	при этом	19	3
115	то время	5	3
116	не можем	3	3
117	этого вопроса	2	3
118	у меня	3	3
119	и их	2	3
120	в котором	4	3
121	и по	3	3
122	из них	2	3
123	и тогда	2	3
124	что же	2	3
125	уже не	2	3
126	и его	7	3
127	если мы	12	3
128	как мы	2	3
129	из которых	3	3
130	к чему	2	3
131	есть только	2	3
132	же самое	2	3
133	как это	4	3
134	действия и	2	3
135	время как	5	3
136	надо сказать	3	3
137	во всем	3	3
138	в то	5	3
139	будто бы	2	3
140	дело с	3	2
141	не существует	2	2
142	на вопрос	2	2
143	не могут	3	2
144	отличие от	4	2
145	в немецкой	2	2
146	в частности	3	2
147	к этому	4	2
148	бы мы	2	2
149	его и	3	2
150	не означает	2	2
151	столь же	4	2
152	и от	2	2
153	и потому	2	2
154	вовсе не	6	2
155	ясно что	19	2
156	в такой	2	2
157	но мы	3	2
158	том чтобы	7	2
159	в ее	5	2
160	мы видели	2	2
161	в зависимости	5	2
162	и как	2	2
163	из всех	2	2
164	зависимости от	6	2
165	одна из	4	2
166	только из	4	2
167	само по	5	2
168	не дает	2	2
169	тот же	2	2
170	и тот	2	2
171	для объяснения	3	2
172	и если	4	2
173	что такое	2	2
174	большей частью	2	2
175	с ним	2	2
176	же как	4	2
177	и когда	3	2
178	как бы	5	2
179	по этому	2	2
180	был бы	5	2
181	точка зрения	4	2
182	чистом виде	3	2
183	и тем	2	2
184	в нем	2	2
185	не есть	3	2
186	говорит о	2	2
187	в целом	5	2
188	не знаем	2	2
189	указывает на	4	2
190	со стороны	4	2
191	как в	9	2
192	как раз	2	2
193	то и	2	2
194	в отличие	3	2
195	этому поводу	2	2
196	и только	3	2
197	он не	3	2
198	и вот	3	2
199	там же	2	2
200	приводит к	2	2
201	для всех	4	2
202	а только	2	2
203	отказаться от	2	2
204	ничего не	2	2
205	нас в	2	2
206	между тем	4	2
207	в себе	4	2
208	в конечном	3	2
209	бы в	2	2
210	на это	2	2
211	как он	2	2
212	при помощи	20	2
213	из этого	2	2
214	когда мы	3	2
215	в области	11	2
216	тогда когда	5	2
