N	2gram	Losev_Prob_5	Vladivir
1	и в	30	31
2	в году	5	30
3	не только	18	24
4	но и	13	19
5	то что	18	18
6	и не	12	17
7	у него	11	15
8	и даже	14	15
9	он был	2	14
10	том что	17	14
11	что в	5	14
12	в этом	17	14
13	и с	5	14
14	что он	7	12
15	по поводу	2	12
16	в его	12	12
17	но в	9	12
18	в том	12	11
19	потому что	13	11
20	о том	12	11
21	так что	11	10
22	и то	5	10
23	также и	12	10
24	он не	3	10
25	никогда не	7	9
26	как мы	2	9
27	а в	6	9
28	даже и	4	9
29	только в	9	9
30	в конце	8	9
31	в дальнейшем	7	8
32	в те	2	8
33	в то	4	8
34	так как	6	8
35	уже в	2	7
36	кроме того	2	7
37	об этом	4	7
38	как раз	5	7
39	тут же	6	7
40	и его	6	7
41	сказать что	9	7
42	еще и	4	7
43	он и	5	6
44	к этому	2	6
45	и был	2	6
46	и к	4	6
47	можно сказать	6	6
48	у нас	7	6
49	в качестве	4	6
50	того же	4	6
51	и сам	4	6
52	может быть	7	6
53	иной раз	2	6
54	в котором	2	6
55	так и	7	6
56	не может	5	6
57	то же	2	6
58	и что	6	6
59	разного рода	4	6
60	а с	4	5
61	вовсе не	8	5
62	на то	2	5
63	в период	4	5
64	не в	7	5
65	а также	3	5
66	что и	6	5
67	жизни и	2	5
68	когда он	2	5
69	но он	5	5
70	те времена	2	5
71	с ним	3	5
72	я не	2	4
73	в своем	11	4
74	что у	5	4
75	и все	9	4
76	этом смысле	3	4
77	в нем	6	4
78	для нас	10	4
79	в себе	4	4
80	да и	2	4
81	что его	3	4
82	и вообще	9	4
83	как и	7	4
84	и как	6	4
85	мы и	2	4
86	в этой	10	4
87	по своей	2	4
88	совсем не	3	4
89	такого рода	2	4
90	никак не	8	4
91	хотя и	8	4
92	еще в	5	4
93	один из	2	4
94	в своей	22	4
95	и у	5	4
96	несмотря на	6	4
97	дело в	2	4
98	к нему	3	4
99	в которой	5	4
100	но только	3	3
101	к тому	2	3
102	в виде	10	3
103	отнюдь не	4	3
104	с другой	6	3
105	и просто	2	3
106	раз и	2	3
107	как в	2	3
108	но не	7	3
109	что они	3	3
110	него не	2	3
111	ничего не	2	3
112	тот же	3	3
113	конце концов	6	3
114	все же	9	3
115	на его	2	3
116	отношение к	2	3
117	вместе с	7	3
118	на него	2	3
119	он пишет	2	3
120	другой стороны	6	3
121	в отношении	3	3
122	в связи	7	3
123	и речи	2	3
124	таким образом	13	3
125	все эти	2	3
126	если не	4	3
127	не мог	4	3
128	уже не	6	3
129	свидетельствует о	2	3
130	в науке	2	3
131	и он	4	3
132	и притом	5	3
133	едва ли	4	3
134	жизнь и	3	3
135	что этот	5	3
136	и на	6	3
137	он в	3	3
138	что касается	3	3
139	это время	2	3
140	в начале	3	3
141	здесь не	7	3
142	это конечно	2	3
143	то есть	21	3
144	мы читаем	6	2
145	тем что	2	2
146	он сам	3	2
147	нисколько не	5	2
148	мы будем	2	2
149	с тем	5	2
150	уже и	2	2
151	не менее	5	2
152	в частности	4	2
153	по этому	2	2
154	но даже	4	2
155	в них	2	2
156	хотя бы	2	2
157	по существу	2	2
158	указывает на	3	2
159	ясно что	4	2
160	тем не	5	2
161	ни в	4	2
162	учение о	3	2
163	все что	2	2
164	то время	3	2
165	еще не	3	2
166	при этом	4	2
167	того что	3	2
168	было бы	4	2
169	в это	2	2
170	в самом	5	2
171	конечно не	2	2
172	обратить внимание	3	2
173	и о	5	2
174	всяком случае	2	2
175	для себя	5	2
176	и до	2	2
177	и тут	2	2
178	из них	2	2
179	из этого	4	2
180	а именно	12	2
181	и который	3	2
182	то и	2	2
183	своего сына	2	2
184	и для	6	2
185	и сейчас	2	2
186	жизнь в	3	2
187	на первом	3	2
188	он говорит	2	2
189	и за	2	2
190	того чтобы	2	2
191	для того	3	2
192	и никогда	3	2
193	по его	2	2
194	и свое	2	2
195	необходимо сказать	4	2
196	в результате	7	2
197	во всяком	2	2
198	больше чем	2	2
199	точки зрения	10	2
200	обстоятельство что	2	2
201	под названием	4	2
202	о котором	3	2
203	его на	2	2
204	за это	5	2
205	всякого рода	2	2
206	в чем	2	2
