N	2gram	Losev_Vlad_1	KulturaY
1	и т	2	39
2	потому что	11	25
3	и в	31	23
4	не только	24	20
5	в том	11	19
6	в этом	14	18
7	и не	17	16
8	было бы	2	15
9	так как	8	15
10	может быть	6	15
11	т д	2	14
12	точки зрения	2	14
13	у нас	6	12
14	в самом	2	12
15	все эти	3	12
16	том что	14	11
17	того чтобы	2	11
18	но в	12	11
19	что в	14	10
20	вовсе не	5	9
21	то что	18	9
22	для того	2	9
23	хотя бы	2	9
24	не может	6	9
25	с другой	3	8
26	не в	5	8
27	в качестве	6	8
28	уже не	3	8
29	и что	6	8
30	не менее	2	7
31	в нашем	4	7
32	все же	3	7
33	но и	19	7
34	другой стороны	3	7
35	то обстоятельство	2	7
36	и с	14	7
37	обстоятельство что	2	7
38	да и	4	6
39	в этой	4	6
40	но не	3	6
41	тем не	2	6
42	то же	6	6
43	и на	3	6
44	что мы	2	6
45	я не	4	5
46	что все	2	5
47	этом смысле	4	5
48	ясно что	2	5
49	что он	12	5
50	об этом	7	5
51	по существу	2	5
52	тот же	3	5
53	еще не	2	5
54	несмотря на	4	5
55	в его	12	5
56	всяком случае	2	5
57	один из	4	5
58	вместе с	3	5
59	что же	5	5
60	все это	5	5
61	таким образом	3	5
62	и вот	3	5
63	лишь в	2	5
64	как это	7	5
65	и то	10	5
66	во всяком	2	5
67	и здесь	3	5
68	только в	9	5
69	также и	10	5
70	отнюдь не	3	4
71	в них	2	4
72	к этому	6	4
73	на то	5	4
74	можно сказать	6	4
75	к тому	3	4
76	что на	2	4
77	но только	3	4
78	мы знаем	2	4
79	для нас	4	4
80	ни в	2	4
81	что я	2	4
82	хотя и	4	4
83	в нем	4	4
84	со стороны	2	4
85	в связи	3	4
86	не было	5	4
87	этой области	2	4
88	и о	2	4
89	в результате	2	4
90	сказать что	7	4
91	в каком	2	4
92	в то	8	4
93	в конце	9	4
94	в особенности	4	4
95	ничего не	3	4
96	так и	6	4
97	на этом	2	3
98	уже в	7	3
99	нисколько не	2	3
100	у него	15	3
101	именно с	2	3
102	главным образом	4	3
103	же время	4	3
104	а также	5	3
105	это и	2	3
106	но это	3	3
107	того же	6	3
108	совершенно не	2	3
109	никак не	4	3
110	он не	10	3
111	что и	5	3
112	что она	2	3
113	как в	3	3
114	как раз	7	3
115	то и	2	3
116	как мы	9	3
117	того что	2	3
118	что такое	2	3
119	и по	8	3
120	а в	9	3
121	и его	7	3
122	конце концов	3	3
123	тем что	2	3
124	знаем что	2	3
125	на это	2	3
126	и это	2	3
127	здесь не	3	3
128	к этой	2	3
129	в отношении	3	2
130	мы будем	2	2
131	с тем	2	2
132	в частности	2	2
133	никогда не	9	2
134	но даже	2	2
135	о котором	2	2
136	что у	4	2
137	и от	5	2
138	и все	4	2
139	и до	2	2
140	первого же	3	2
141	на все	2	2
142	его к	2	2
143	что они	3	2
144	но зато	2	2
145	всякого рода	2	2
146	и потому	6	2
147	п а	2	2
148	вся эта	3	2
149	но что	3	2
150	при этом	2	2
151	по поводу	12	2
152	и всякой	3	2
153	и если	5	2
154	конечно не	2	2
155	между прочим	11	2
156	что касается	3	2
157	обратить внимание	2	2
158	или о	2	2
159	он уже	4	2
160	в свое	5	2
161	и даже	15	2
162	к нему	4	2
163	на ту	2	2
164	в своей	4	2
165	дело не	2	2
166	а именно	2	2
167	в своем	4	2
168	и для	2	2
169	еще и	7	2
170	как и	4	2
171	образом в	2	2
172	в году	30	2
173	и сейчас	2	2
174	здесь мы	3	2
175	с первого	2	2
176	тем самым	2	2
177	свое время	6	2
178	и у	4	2
179	на этот	6	2
180	и свое	2	2
181	той же	2	2
182	что для	4	2
183	с ними	2	2
184	даже и	9	2
185	он и	6	2
186	в своих	5	2
187	и еще	2	2
188	и вообще	4	2
189	мы должны	2	2
190	речи с	2	2
191	тех же	2	2
192	ответ на	2	2
193	а это	2	2
194	это конечно	3	2
