N	2gram	Bakhtin_Pr_3	StatiiOP
1	и в	53	25
2	в этом	8	24
3	в том	14	20
4	что в	2	19
5	что он	4	19
6	может быть	12	19
7	тем что	2	19
8	что это	2	16
9	том что	5	15
10	в его	8	12
11	то что	9	12
12	не только	4	12
13	в этих	5	11
14	прежде всего	15	10
15	таким образом	6	10
16	и не	15	10
17	но и	7	9
18	все это	8	8
19	в своих	2	8
20	о том	2	8
21	это было	3	8
22	это не	6	7
23	что касается	2	7
24	было бы	5	7
25	с этим	2	7
26	не может	2	7
27	точки зрения	4	7
28	в то	5	7
29	место в	2	6
30	в конце	3	6
31	не в	2	6
32	только в	4	6
33	как бы	14	6
34	как в	7	6
35	а в	2	6
36	и на	18	6
37	в области	3	6
38	между тем	2	6
39	то же	6	5
40	в них	2	5
41	потому что	5	5
42	с другой	2	5
43	и это	3	5
44	а не	11	5
45	он не	3	5
46	отметить что	2	5
47	так и	6	5
48	но в	5	5
49	и др	14	4
50	связана с	2	4
51	в жизни	8	4
52	в каждом	4	4
53	в смысле	2	4
54	мировой литературе	2	4
55	как и	11	4
56	мы видим	2	4
57	но это	3	4
58	в начале	2	4
59	на протяжении	5	4
60	можно сказать	8	4
61	например в	5	4
62	и к	5	4
63	на его	3	4
64	в ней	7	4
65	а также	4	4
66	и тем	2	4
67	в своей	3	4
68	отношение к	6	4
69	связь с	2	4
70	в особенности	2	4
71	не было	4	4
72	с точки	2	4
73	и для	4	4
74	и с	6	4
75	можно назвать	2	4
76	сказать что	10	4
77	в которой	2	4
78	ничего не	6	4
79	в эту	3	4
80	уже в	2	3
81	с его	2	3
82	вот что	2	3
83	и более	2	3
84	эти темы	2	3
85	к этому	4	3
86	же время	5	3
87	тем более	2	3
88	что я	2	3
89	кроме того	3	3
90	и если	3	3
91	несмотря на	2	3
92	и наконец	2	3
93	на язык	4	3
94	все эти	9	3
95	своего рода	3	3
96	в некоторых	4	3
97	подчеркнуть что	3	3
98	в их	2	3
99	в связи	2	3
100	и его	10	3
101	в рассказе	2	3
102	но он	2	3
103	говорить о	2	3
104	так как	7	3
105	в творчестве	8	3
106	во многом	2	2
107	это был	2	2
108	не менее	3	2
109	никогда не	2	2
110	себя и	2	2
111	и у	7	2
112	но они	4	2
113	и во	4	2
114	в одной	2	2
115	этих двух	2	2
116	в духе	8	2
117	вовсе не	3	2
118	и ее	6	2
119	самого начала	4	2
120	что именно	2	2
121	близок к	2	2
122	как мы	5	2
123	несколько слов	3	2
124	темы и	4	2
125	есть в	3	2
126	но не	5	2
127	времени и	2	2
128	того же	2	2
129	до сих	5	2
130	еще не	5	2
131	одной из	4	2
132	в самом	2	2
133	в сущности	10	2
134	во всех	12	2
135	xvii века	3	2
136	при всей	2	2
137	одна из	7	2
138	нужно сказать	2	2
139	вступают в	2	2
140	один из	6	2
141	тем не	2	2
142	в развитии	3	2
143	вместе с	2	2
144	сих пор	5	2
145	ее в	3	2
146	в форме	6	2
147	до нас	2	2
148	начиная с	3	2
149	и других	9	2
150	мы находим	2	2
151	нужно отметить	2	2
152	с самого	3	2
153	и по	3	2
154	той же	5	2
155	мы не	4	2
156	на основе	2	2
157	а у	2	2
158	слово в	2	2
159	могут быть	4	2
160	в европейской	2	2
161	так сказать	5	2
162	и тот	3	2
163	в чисто	2	2
164	и которые	2	2
165	то есть	48	2
