N	2gram	Propp_Isto_5	Problema
1	то что	7	42
2	вовсе не	2	35
3	и в	25	32
4	и не	11	31
5	не менее	4	19
6	в этом	10	19
7	тем не	4	18
8	не только	13	17
9	потому что	7	16
10	по себе	2	15
11	а не	2	15
12	в виде	9	15
13	как бы	2	14
14	может быть	17	14
15	и тем	4	13
16	в нем	7	13
17	сказать что	2	13
18	что мы	2	13
19	при помощи	7	13
20	что в	8	12
21	а именно	4	12
22	том что	8	12
23	и т	20	11
24	о том	7	11
25	так как	11	11
26	то же	4	10
27	прежде всего	6	10
28	в этой	3	10
29	т д	18	10
30	об этом	2	10
31	ничего не	2	10
32	но не	5	9
33	в том	6	9
34	но и	13	9
35	и что	8	9
36	так же	5	9
37	еще не	8	9
38	того чтобы	3	9
39	в данном	3	9
40	и это	4	9
41	на то	2	8
42	данном случае	2	8
43	не может	6	8
44	все эти	8	8
45	и на	8	8
46	в своей	2	8
47	для того	3	8
48	но это	7	8
49	никогда не	3	7
50	все это	4	7
51	того что	2	7
52	и все	3	7
53	что он	22	7
54	во всех	2	7
55	как мы	5	7
56	тем что	10	7
57	только в	7	7
58	так что	2	6
59	и как	3	6
60	таким образом	9	6
61	это не	6	6
62	и здесь	7	6
63	его в	9	6
64	о чем	2	6
65	в то	3	6
66	совершенно не	2	6
67	в его	12	6
68	самом деле	2	6
69	перед нами	2	5
70	не знал	2	5
71	можно сказать	2	5
72	для нас	5	5
73	мы уже	4	5
74	мы должны	4	5
75	с тем	8	5
76	то в	2	5
77	связи с	8	5
78	но уже	3	5
79	в других	2	5
80	не в	6	4
81	в дальнейшем	4	4
82	мы и	2	4
83	и пр	3	4
84	один из	2	4
85	после этого	2	4
86	на том	3	4
87	в одно	2	4
88	или в	6	4
89	а в	3	4
90	их в	3	4
91	в истории	4	4
92	если бы	2	4
93	же в	2	4
94	как в	6	4
95	входит в	5	4
96	если не	4	4
97	и для	2	4
98	мы можем	2	4
99	в связи	4	4
100	и вообще	3	4
101	уже в	2	3
102	что это	5	3
103	в этих	6	3
104	с другой	9	3
105	что все	4	3
106	что его	3	3
107	но все	5	3
108	несмотря на	2	3
109	но для	2	3
110	из них	2	3
111	другой стороны	8	3
112	и его	9	3
113	именно на	2	3
114	этих случаях	8	3
115	в которых	3	3
116	с этим	5	3
117	но он	2	3
118	точки зрения	2	3
119	что здесь	3	3
120	с ним	4	3
121	или как	2	3
122	уже и	2	3
123	бы мы	2	3
124	ясно что	5	3
125	о которых	2	3
126	в ее	4	3
127	как и	7	3
128	того же	2	3
129	до сих	2	3
130	мы увидим	5	3
131	он не	4	3
132	о нем	3	3
133	говорит о	2	3
134	сих пор	2	3
135	того как	4	3
136	уже не	11	3
137	к нему	3	3
138	или на	2	3
139	значит что	2	3
140	же как	4	2
141	в это	2	2
142	этом случае	7	2
143	в целях	3	2
144	оказывается что	2	2
145	например в	5	2
146	из других	2	2
147	указывают на	2	2
148	в него	5	2
149	на этой	4	2
150	только после	3	2
151	особенно в	2	2
152	и с	3	2
153	не как	4	2
154	знаем что	6	2
155	к его	2	2
156	мы имеем	14	2
157	том как	2	2
158	тот кто	7	2
159	могут быть	6	2
160	но когда	3	2
161	таких случаях	2	2
162	увидим ниже	3	2
163	по существу	2	2
164	мы видим	8	2
165	и при	2	2
166	без всяких	2	2
167	в качестве	7	2
168	она не	2	2
169	но есть	2	2
170	и потому	2	2
171	не будем	5	2
172	вместе с	22	2
173	ее в	2	2
174	мы здесь	4	2
175	мы не	5	2
176	с другими	4	2
177	что этот	2	2
178	на одном	2	2
179	на себя	3	2
180	представление об	2	2
181	в таких	3	2
182	не потому	2	2
183	в которой	4	2
184	это было	2	2
