N	2gram	Propp_Isto_2	Freidism
1	таким образом	7	24
2	и не	11	23
3	не может	5	20
4	прежде всего	5	18
5	и пр	7	15
6	в этом	11	15
7	в его	6	15
8	мы можем	8	13
9	может быть	17	13
10	и его	3	12
11	как и	2	11
12	как бы	6	11
13	то что	12	11
14	все эти	4	11
15	так и	5	10
16	самом деле	2	10
17	его в	10	10
18	но в	6	10
19	и в	15	9
20	во всех	2	9
21	по отношению	3	9
22	что он	24	8
23	отношению к	3	8
24	еще не	9	8
25	он не	8	8
26	не только	18	8
27	все это	3	8
28	то же	10	8
29	только в	6	8
30	оно и	2	8
31	так как	14	8
32	мы знаем	11	7
33	ни в	2	7
34	к нему	5	7
35	один из	8	7
36	мы видели	2	7
37	и наконец	5	7
38	сказать что	2	7
39	мы уже	6	7
40	никогда не	15	6
41	и ее	2	6
42	того что	3	6
43	в ней	4	6
44	так сказать	2	6
45	хотя бы	2	6
46	и с	4	6
47	знаем что	12	5
48	связь с	4	5
49	не в	7	5
50	в этой	4	5
51	что в	12	5
52	но и	14	5
53	на самом	2	5
54	в себя	3	5
55	а в	12	5
56	и на	4	5
57	могут быть	2	5
58	с этим	5	5
59	мы должны	4	5
60	но не	2	4
61	я не	2	4
62	в котором	5	4
63	и др	4	4
64	в этих	11	4
65	из этих	3	4
66	в жизни	2	4
67	с другими	2	4
68	к тому	5	4
69	об этом	11	4
70	всех этих	3	4
71	при этом	4	4
72	другими словами	4	4
73	в нем	7	4
74	все же	9	4
75	это только	2	4
76	нигде не	2	4
77	не было	2	4
78	того чтобы	2	4
79	с самого	2	4
80	и для	2	4
81	в которой	2	4
82	той же	2	4
83	мы не	3	4
84	с ними	2	4
85	потому что	9	4
86	во время	2	4
87	себя и	2	4
88	в мир	2	4
89	самого начала	2	3
90	нисколько не	2	3
91	главным образом	2	3
92	и есть	5	3
93	к себе	2	3
94	в себе	4	3
95	он был	3	3
96	представления и	2	3
97	но это	4	3
98	она не	5	3
99	и может	2	3
100	было бы	5	3
101	и она	3	3
102	ее в	2	3
103	ребенка в	3	3
104	с ее	2	3
105	когда он	3	3
106	на него	5	3
107	вместе с	7	3
108	приводит к	2	3
109	не знает	2	3
110	как в	5	3
111	и что	6	3
112	и по	2	3
113	мы имеем	15	3
114	уже знаем	3	3
115	он дает	2	3
116	такой же	2	3
117	у него	4	3
118	одна из	2	3
119	есть и	2	2
120	уже в	2	2
121	этого не	5	2
122	зависит от	2	2
123	человека в	2	2
124	видели что	3	2
125	но все	5	2
126	и другие	4	2
127	что это	6	2
128	его и	4	2
129	с другой	2	2
130	это не	2	2
131	таких случаях	2	2
132	для нас	4	2
133	да и	2	2
134	в основном	2	2
135	том что	7	2
136	на этой	2	2
137	в глаза	2	2
138	а не	5	2
139	в нашей	2	2
140	одной стороны	3	2
141	и часто	2	2
142	из них	2	2
143	не совсем	3	2
144	проникнуть в	2	2
145	на один	2	2
146	что мы	3	2
147	так называемый	2	2
148	но если	3	2
149	о нем	4	2
150	в него	2	2
151	дело не	4	2
152	сих пор	7	2
153	что она	5	2
154	также в	2	2
155	силу и	3	2
156	в их	3	2
157	в мифах	4	2
158	а с	2	2
159	с одной	4	2
160	и они	4	2
161	заметить что	2	2
162	дает нам	2	2
163	так же	13	2
164	на которой	2	2
165	роль в	3	2
166	мы видим	8	2
167	в таких	2	2
168	и то	2	2
169	здесь в	2	2
170	очень много	8	2
171	их в	2	2
172	они не	4	2
173	что и	6	2
174	в другом	9	2
175	при помощи	2	2
176	до сих	6	2
177	когда мы	2	2
178	только с	2	2
179	как это	3	2
180	в эту	2	2
181	в виду	2	2
