N	3gram	Bakhtin_Pr_2	Problemy
1	с точки зрения	9	8
2	в большинстве случаев	2	8
3	до сих пор	2	7
4	то же время	3	5
5	по отношению к	8	5
6	в то же	3	5
7	в самом деле	3	4
8	и не может	2	4
9	как бы в	2	4
10	сама по себе	5	4
11	не может быть	6	4
12	друг с другом	2	4
13	той или иной	3	3
14	в той или	2	3
15	глубины души человеческой	2	3
16	о себе самом	3	3
17	но в то	3	3
18	мы уже говорили	2	3
19	в произведениях достоевского	3	3
20	чем пойдет рассказ	2	2
21	из одного куска	2	2
22	никогда не может	2	2
23	это вовсе не	2	2
24	авантюрный сюжет не	2	2
25	в этом смысле	5	2
26	формулы и категории	2	2
27	сделаны из одного	2	2
28	как мы сказали	3	2
29	человека и его	2	2
30	в романах достоевского	5	2
31	и среди них	2	2
32	беспрерывно постановляется на	2	2
33	в конце концов	3	2
34	друг от друга	2	2
35	на то что	2	2
36	на пьедестал будущий	2	2
37	аристократ бульварного романа	2	2
38	для достоевского не	2	2
39	человека в человеке	2	2
40	пьедестал будущий человек	2	2
41	в одной плоскости	4	2
42	своим убеждениям и	2	2
43	с их мирами	2	2
44	положение в котором	2	2
45	тело и душа	2	2
46	друг к другу	3	2
47	но все же	2	2
