N	2gram	Bakhtin_Pr_4	KFilosof
1	может быть	23	43
2	в его	9	39
3	в нем	17	31
4	не может	19	27
5	и не	27	26
6	по отношению	5	25
7	и в	46	22
8	в котором	5	21
9	отношению к	5	21
10	в себе	7	21
11	а не	11	17
12	и его	6	17
13	только в	6	16
14	точки зрения	11	13
15	в этом	16	13
16	ни в	6	12
17	для него	2	12
18	но не	4	12
19	и это	3	12
20	все эти	4	11
21	в своей	3	11
22	не в	10	11
23	к нему	5	11
24	в своем	3	10
25	это не	5	10
26	все это	6	10
27	во всех	5	10
28	с точки	9	10
29	но и	12	9
30	в их	4	9
31	как бы	19	9
32	и все	9	9
33	бытия и	3	9
34	и для	3	9
35	не было	2	8
36	лишь в	2	8
37	единого и	2	8
38	если бы	3	8
39	было бы	3	8
40	жизни и	5	8
41	и здесь	4	7
42	во всем	4	7
43	в единстве	3	7
44	вовсе не	9	7
45	конечно не	8	7
46	что и	3	7
47	то что	4	7
48	себя в	3	7
49	в себя	4	7
50	в том	9	6
51	но это	6	6
52	отношение к	3	6
53	и только	3	6
54	в мире	3	6
55	совершенно не	4	6
56	и их	3	6
57	он не	4	6
58	уже не	4	6
59	никогда не	6	5
60	хотя бы	2	5
61	то же	6	5
62	его как	2	5
63	но все	2	5
64	должно быть	4	5
65	но ведь	2	5
66	с ним	2	5
67	но в	6	5
68	не знает	4	5
69	как и	12	5
70	что я	6	5
71	не только	14	5
72	все же	4	5
73	мы имеем	3	5
74	там где	2	5
75	времени и	2	4
76	что в	4	4
77	время и	2	4
78	для нас	2	4
79	при этом	5	4
80	к ним	4	4
81	не проникает	2	4
82	между тем	2	4
83	могло бы	2	4
84	в одном	11	4
85	не как	3	4
86	том что	4	4
87	о нем	6	4
88	а в	2	4
89	и т.д	3	4
90	бы и	2	3
91	должна быть	2	3
92	не менее	2	3
93	в каждом	6	3
94	лишь как	2	3
95	не дает	2	3
96	до конца	4	3
97	и пр	2	3
98	в виду	4	3
99	себе и	3	3
100	здесь нет	3	3
101	и тем	2	3
102	в корне	2	3
103	слово не	9	3
104	рядом с	5	3
105	и на	11	3
106	и совершенно	2	3
107	людей и	4	3
108	положения в	2	3
109	в то	5	3
110	о том	5	3
111	но здесь	3	3
112	мы не	4	3
113	сознания и	2	3
114	а следовательно	2	3
115	этом смысле	2	3
116	но конечно	2	3
117	еще не	7	3
118	нет и	2	3
119	бы не	2	3
120	самом деле	4	3
121	тем как	2	3
122	тем что	3	3
123	могут быть	2	3
124	в другом	2	3
125	есть я	2	3
126	здесь не	4	3
127	и этим	3	3
128	ничего не	2	3
129	слова в	13	2
130	и время	4	2
131	прежде всего	9	2
132	вопрос о	2	2
133	его к	2	2
134	или иной	2	2
135	войти в	3	2
136	себе а	2	2
137	и как	2	2
138	предмет и	2	2
139	же время	5	2
140	и само	2	2
141	но для	3	2
142	себя и	3	2
143	в него	6	2
144	по себе	7	2
145	для этого	2	2
146	ни у	3	2
147	вступить в	2	2
148	и других	4	2
149	для другого	2	2
150	потому что	4	2
151	имеем в	3	2
152	он и	4	2
153	к себе	6	2
154	той или	2	2
155	себя как	3	2
156	и свой	2	2
157	а как	2	2
158	с его	5	2
159	раз и	4	2
160	оба этих	2	2
161	в жизни	5	2
162	что он	6	2
163	даны в	3	2
164	всех его	3	2
165	не нужно	2	2
166	себе как	2	2
167	кажется что	3	2
168	но этот	3	2
169	этого слова	2	2
170	в процессе	4	2
171	так и	4	2
172	как в	4	2
173	еще более	3	2
174	мы здесь	2	2
175	жизнь и	3	2
176	в данном	2	2
177	от этого	2	2
178	в этой	3	2
179	отношении к	2	2
180	видения и	2	2
181	дело в	3	2
