N	2gram	Losev_Prob_4	Istorich
1	и в	20	26
2	так как	5	18
3	мы имеем	6	14
4	потому что	15	13
5	что в	3	12
6	таким образом	8	12
7	в том	20	12
8	и на	3	12
9	в этом	9	12
10	может быть	9	11
11	с другой	7	10
12	том что	12	10
13	и т	4	10
14	и не	28	10
15	не только	24	10
16	что он	8	9
17	еще не	7	9
18	но и	14	9
19	а именно	2	9
20	в нем	5	8
21	все же	2	8
22	вместе с	5	8
23	другой стороны	6	8
24	т д	3	8
25	все эти	16	8
26	и это	2	8
27	с ним	4	8
28	уже не	5	7
29	мы можем	3	7
30	и его	10	7
31	о том	5	7
32	но в	8	7
33	то что	15	6
34	как в	5	6
35	не может	5	6
36	в виде	22	6
37	и с	7	6
38	мы не	7	6
39	за собой	2	5
40	у нас	14	5
41	как и	6	5
42	в ней	7	5
43	в его	3	5
44	то это	3	5
45	не будет	2	5
46	так и	10	5
47	то же	7	5
48	и что	2	5
49	как это	3	5
50	тем что	3	5
51	в то	4	5
52	только в	23	5
53	его в	2	5
54	с тем	4	4
55	в мифе	3	4
56	это не	7	4
57	имеем в	3	4
58	прежде всего	11	4
59	с его	2	4
60	здесь мы	3	4
61	но это	6	4
62	в это	2	4
63	на его	2	4
64	как бы	4	4
65	и тем	7	4
66	что и	3	4
67	на земле	2	4
68	как мы	3	4
69	совершенно ясно	2	4
70	и он	2	4
71	и по	2	4
72	а также	6	4
73	в других	2	4
74	себе в	3	4
75	но как	3	4
76	при помощи	10	3
77	и ее	4	3
78	независимо от	3	3
79	если бы	8	3
80	в частности	2	3
81	в них	5	3
82	вообще не	3	3
83	и от	6	3
84	в одном	4	3
85	если он	2	3
86	меня в	2	3
87	так что	6	3
88	не в	13	3
89	в качестве	10	3
90	то время	2	3
91	кроме того	4	3
92	том как	2	3
93	нет в	2	3
94	почти всегда	2	3
95	что здесь	6	3
96	другими словами	3	3
97	в своей	4	3
98	из этого	3	3
99	данном случае	5	3
100	что она	4	3
101	а в	4	3
102	при этом	6	3
103	там же	2	3
104	к своему	2	3
105	из которых	3	3
106	и наконец	4	3
107	но так	2	3
108	является и	3	3
109	время как	2	3
110	или в	5	3
111	в данном	6	3
112	и то	2	3
113	сказать что	7	3
114	и только	4	3
115	солнца и	4	3
116	приходит к	2	3
117	в себе	12	3
118	не было	3	3
119	как будто	11	3
120	далеко не	2	3
121	перед нами	13	2
122	все время	2	2
123	и как	3	2
124	однако в	2	2
125	в этих	5	2
126	с собой	3	2
127	в своем	3	2
128	того же	2	2
129	отличается от	4	2
130	с этим	4	2
131	вовсе не	21	2
132	стороны и	2	2
133	можно сказать	5	2
134	к тому	3	2
135	для нас	6	2
136	он был	3	2
137	что иное	2	2
138	самое время	2	2
139	но все	3	2
140	что они	2	2
141	но не	5	2
142	так же	5	2
143	что мы	3	2
144	уже давно	4	2
145	было бы	14	2
146	кажется что	2	2
147	не так	3	2
148	никто не	2	2
149	относится к	2	2
150	всяком случае	4	2
151	здесь нет	3	2
152	не есть	12	2
153	нам кажется	2	2
154	не имеет	4	2
155	на этой	2	2
156	жизни и	5	2
157	ни в	17	2
158	не будем	2	2
159	здесь уже	2	2
160	то и	5	2
161	точно так	3	2
162	совсем другое	2	2
163	он не	2	2
164	только что	2	2
165	человека в	3	2
166	мы находим	2	2
167	она в	2	2
168	в одно	6	2
169	и другое	3	2
170	тем самым	4	2
171	а не	7	2
172	и больше	2	2
173	что не	4	2
174	можно было	4	2
175	или другой	3	2
176	с ними	2	2
177	во всяком	8	2
178	мы должны	3	2
179	зависимости от	3	2
180	в этой	4	2
181	что это	2	2
182	здесь не	7	2
183	когда мы	5	2
184	то он	2	2
185	не вполне	2	2
186	нет ни	4	2
187	значит что	8	2
