N	2gram	Medvedev_F_1	Istorich
1	и в	24	22
2	в этом	15	17
3	и т	12	16
4	т е	34	16
5	т д	8	15
6	что в	4	15
7	не только	7	14
8	мы видели	2	13
9	но и	7	12
10	и не	20	12
11	и пр	17	11
12	может быть	14	11
13	еще не	6	10
14	таким образом	13	10
15	но в	5	10
16	что он	3	9
17	в нем	14	9
18	что и	2	9
19	вместе с	2	9
20	в том	6	9
21	с этим	2	8
22	как мы	5	8
23	с другой	5	7
24	но не	3	7
25	то что	8	7
26	уже не	2	7
27	и здесь	6	7
28	связи с	3	6
29	в них	3	6
30	это не	2	6
31	а в	6	6
32	то же	10	6
33	а не	10	6
34	друг друга	4	6
35	ничего не	2	6
36	если бы	4	6
37	не менее	11	5
38	в частности	4	5
39	до сих	6	5
40	один из	3	5
41	все же	3	5
42	он не	3	5
43	того что	5	5
44	сих пор	6	5
45	в этой	6	5
46	в другой	2	4
47	как это	6	4
48	у нас	5	4
49	не в	8	4
50	в пределах	6	4
51	только в	2	4
52	в свою	8	4
53	она не	6	4
54	они не	3	4
55	к ней	2	4
56	отношение к	3	4
57	его и	2	4
58	и его	10	4
59	и на	8	4
60	не может	16	4
61	все эти	6	4
62	и с	8	4
63	целый ряд	3	3
64	и от	7	3
65	и все	6	3
66	прежде всего	22	3
67	стороны и	4	3
68	к тому	3	3
69	и к	4	3
70	как и	11	3
71	и как	3	3
72	но это	3	3
73	было бы	6	3
74	мы увидим	4	3
75	на его	2	3
76	в его	23	3
77	никогда не	4	3
78	в целом	6	3
79	быть и	4	3
80	со стороны	5	3
81	в связи	4	3
82	на нее	2	3
83	так же	4	3
84	его не	2	3
85	вступает в	2	3
86	и ее	10	3
87	его в	3	3
88	здесь не	3	3
89	не было	3	2
90	все время	2	2
91	всех этих	3	2
92	с тем	2	2
93	независимо от	4	2
94	только не	2	2
95	и др	5	2
96	что было	2	2
97	в одном	2	2
98	в жизни	3	2
99	если он	3	2
100	на все	3	2
101	вовсе не	10	2
102	вопрос о	2	2
103	указать на	2	2
104	во всяком	4	2
105	как таковой	6	2
106	же в	3	2
107	ни в	2	2
108	но все	2	2
109	и более	2	2
110	одна из	2	2
111	с одной	4	2
112	как в	8	2
113	при этом	5	2
114	не дает	2	2
115	одной стороны	4	2
116	но есть	2	2
117	же как	2	2
118	в ней	10	2
119	и потому	9	2
120	всяком случае	4	2
121	не с	2	2
122	отношению к	4	2
123	и это	2	2
124	жизни и	7	2
125	так и	18	2
126	только на	5	2
127	по отношению	4	2
128	в своем	11	2
129	не могла	2	2
130	в особенности	3	2
131	на самом	7	2
132	и вот	2	2
133	перейти к	2	2
134	из этой	2	2
135	и что	2	2
136	и даже	3	2
137	в работе	2	2
138	нам важно	2	2
139	между тем	2	2
140	точки зрения	16	2
141	в то	9	2
142	большинстве случаев	2	2
143	в него	2	2
