N	2gram	Tiupa_Anal_1	Myslijsy
1	то есть	11	34
2	потому что	2	33
3	то что	6	29
4	может быть	29	26
5	таким образом	3	24
6	в том	27	23
7	и в	18	23
8	в этом	13	23
9	и не	21	18
10	что в	5	17
11	при этом	12	15
12	только в	6	15
13	как и	13	14
14	в себе	11	14
15	то же	9	14
16	того что	4	14
17	так как	2	14
18	если бы	3	13
19	том что	12	12
20	а не	17	12
21	по себе	4	11
22	но и	17	11
23	не в	14	11
24	не может	22	11
25	и потому	2	10
26	что мы	3	10
27	по отношению	6	10
28	не только	15	10
29	не есть	8	9
30	между тем	5	9
31	было бы	2	8
32	тогда когда	2	8
33	отношению к	5	8
34	о том	5	8
35	но в	8	8
36	это не	6	7
37	в нем	3	7
38	что и	3	7
39	в силу	3	7
40	вовсе не	2	7
41	язык есть	2	7
42	и т	3	7
43	могут быть	4	7
44	этого слова	7	7
45	и к	3	6
46	мысль о	2	6
47	для того	4	6
48	в ряду	2	6
49	вместе с	4	6
50	что не	3	6
51	в которой	2	6
52	так и	4	6
53	для него	2	5
54	в его	13	5
55	как бы	5	5
56	к нему	3	5
57	что же	2	5
58	должно быть	2	5
59	а в	9	5
60	с ним	4	5
61	тем более	2	5
62	и то	2	5
63	на вопрос	4	4
64	думать что	2	4
65	и более	4	4
66	и та	2	4
67	и все	3	4
68	быть может	2	4
69	что он	3	4
70	есть не	8	4
71	тогда как	14	4
72	можно сказать	2	4
73	и о	2	4
74	в котором	3	4
75	а именно	3	4
76	в той	8	4
77	тем самым	7	4
78	того чтобы	3	4
79	хотя бы	3	4
80	что как	3	4
81	с другими	4	4
82	в таком	3	4
83	точки зрения	6	4
84	в данном	2	4
85	т п	3	4
86	в сознании	2	4
87	в то	9	4
88	же самое	2	4
89	могли бы	2	4
90	мы имеем	6	4
91	и с	2	4
92	при помощи	2	3
93	себе в	2	3
94	только не	2	3
95	и есть	3	3
96	никогда не	2	3
97	и состоит	5	3
98	не всегда	4	3
99	именно в	4	3
100	не будет	3	3
101	же время	6	3
102	еще не	3	3
103	к тому	7	3
104	на его	2	3
105	в самом	6	3
106	нет ничего	2	3
107	в процессе	2	3
108	душевной жизни	2	3
109	со стороны	2	3
110	бы не	2	3
111	той же	2	3
112	все эти	2	3
113	на самом	2	3
114	уже не	4	3
115	лишь в	5	3
116	самом деле	2	3
117	более чем	4	3
118	и по	2	3
119	ведет к	3	3
120	и на	5	3
121	и до	2	3
122	то в	2	3
123	в искусстве	2	3
124	с точки	4	3
125	в первом	2	3
126	тому как	3	2
127	только для	2	2
128	не могут	3	2
129	иное как	5	2
130	состоит в	11	2
131	в двух	2	2
132	и как	5	2
133	в нашем	3	2
134	сами по	2	2
135	столь же	4	2
136	с другой	4	2
137	то он	2	2
138	из этих	2	2
139	а как	2	2
140	вопрос о	2	2
141	отношение к	2	2
142	том и	2	2
143	имеем дело	4	2
144	не что	4	2
145	в сущности	6	2
146	не могу	2	2
147	он не	3	2
148	никто не	3	2
149	даже в	3	2
150	один из	2	2
151	не с	4	2
152	в мире	8	2
153	данном случае	2	2
154	художественное произведение	5	2
155	быть не	3	2
156	дело не	3	2
157	как мы	2	2
158	из которых	4	2
159	и его	5	2
160	не следует	4	2
161	бы ни	2	2
162	может иметь	2	2
163	из виду	2	2
164	подобно тому	3	2
165	что иное	5	2
166	я в	3	2
167	его к	2	2
168	таком случае	3	2
169	в области	4	2
