N	2gram	Voloshinov_1	KulturaY
1	в том	2	30
2	и в	38	24
3	потому что	5	23
4	том что	3	21
5	того чтобы	7	17
6	для того	9	16
7	и пр	4	15
8	было бы	7	15
9	в этом	10	14
10	точки зрения	10	14
11	может быть	13	13
12	языка в	2	12
13	все же	7	12
14	таким образом	7	12
15	в его	6	12
16	и не	14	12
17	не в	6	11
18	только в	6	11
19	вовсе не	2	10
20	в самом	4	10
21	у нас	4	10
22	не только	27	10
23	хотя бы	18	10
24	если бы	4	9
25	то что	8	9
26	прежде всего	21	9
27	самом деле	4	9
28	того что	4	9
29	с точки	5	9
30	о том	4	9
31	так как	7	9
32	языка и	4	8
33	то же	14	8
34	уже не	4	8
35	а не	6	8
36	тем что	2	8
37	о языке	2	8
38	связи с	3	7
39	в качестве	4	7
40	как бы	28	7
41	вместе с	5	7
42	что язык	5	7
43	не может	12	7
44	с помощью	6	7
45	это не	3	7
46	бы в	5	7
47	в области	5	7
48	так и	6	7
49	в какой	2	6
50	что он	2	6
51	зависимости от	5	6
52	при этом	9	6
53	что такое	4	6
54	только потому	2	6
55	в ней	8	6
56	но и	13	6
57	что же	8	6
58	все это	4	6
59	можно было	4	6
60	все эти	2	6
61	в которых	2	6
62	мы имеем	2	6
63	в которой	7	6
64	еще и	2	5
65	с тем	8	5
66	что это	4	5
67	в зависимости	5	5
68	содержание и	3	5
69	к тому	4	5
70	но не	2	5
71	еще не	3	5
72	слово это	2	5
73	целый ряд	3	5
74	этом отношении	2	5
75	в виду	3	5
76	язык в	6	5
77	не просто	2	5
78	в той	5	5
79	а в	5	5
80	и его	7	5
81	между тем	3	5
82	речи и	6	5
83	так сказать	4	5
84	с ним	2	5
85	и с	5	5
86	с его	7	4
87	в частности	3	4
88	в этих	2	4
89	и потому	2	4
90	что эти	2	4
91	в нем	4	4
92	в тех	3	4
93	иными словами	2	4
94	из них	3	4
95	один из	4	4
96	должен быть	2	4
97	что и	3	4
98	в целом	4	4
99	сих пор	2	4
100	как в	2	4
101	и тогда	2	4
102	с этим	2	4
103	тем самым	7	4
104	так же	4	4
105	роль в	3	4
106	и на	6	4
107	и является	5	4
108	того или	5	4
109	слова и	5	4
110	уже в	5	3
111	если не	3	3
112	культурного развития	2	3
113	смысле этого	2	3
114	ясно что	2	3
115	или иного	5	3
116	или иной	4	3
117	можно сказать	4	3
118	только тогда	2	3
119	ли не	2	3
120	в этой	6	3
121	свою очередь	4	3
122	очевидно что	2	3
123	в свою	6	3
124	мы увидим	5	3
125	связано с	2	3
126	гораздо более	2	3
127	это слово	2	3
128	этого слова	3	3
129	слова как	2	3
130	в котором	3	3
131	не с	3	3
132	на его	5	3
133	так называемые	4	3
134	тому что	5	3
135	в связи	2	3
136	а с	5	3
137	не было	2	3
138	что оно	3	3
139	и даже	3	3
140	и он	2	3
141	несмотря на	2	3
142	должно быть	2	3
143	той же	5	3
144	социального общения	14	3
145	и здесь	3	3
146	и то	3	3
147	то мы	3	3
148	хотя и	3	3
149	даже и	2	3
150	нуждается в	2	3
151	себе в	2	3
152	в себе	9	3
153	здесь не	2	3
154	как это	5	3
155	в одном	3	3
156	речи не	2	2
157	до того	3	2
158	для них	2	2
159	никогда не	7	2
160	не является	5	2
161	и все	4	2
162	на самом	3	2
163	так называемой	4	2
164	не всегда	2	2
165	что было	3	2
166	вопрос о	2	2
167	если мы	4	2
168	слова но	3	2
169	к своему	4	2
170	в то	9	2
171	для нас	3	2
172	этом случае	3	2
173	как и	10	2
174	и как	9	2
175	но все	4	2
176	и при	2	2
177	а на	2	2
178	же время	7	2
179	социальной жизни	2	2
180	тех случаях	2	2
181	тот же	2	2
182	было в	4	2
183	общения и	4	2
184	если б	4	2
185	конечно не	3	2
186	в своей	2	2
187	как таковой	3	2
188	относится к	2	2
189	себе и	2	2
190	подойти к	2	2
191	и тем	6	2
192	наш язык	2	2
193	были бы	4	2
194	не говоря	2	2
195	бы и	2	2
196	как например	2	2
197	он не	2	2
198	и для	3	2
199	в разных	3	2
200	случаях когда	2	2
201	в слове	3	2
202	не мог	3	2
203	лишь в	4	2
204	между ними	3	2
205	увидим что	2	2
206	когда мы	6	2
207	слов в	4	2
208	или в	2	2
209	также и	2	2
210	иное как	2	2
211	как с	2	2
212	в каком	2	2
213	чуть ли	2	2
214	нужно было	2	2
215	но ведь	6	2
216	но вот	3	2
217	ничего не	8	2
218	но в	5	2
