N	2gram	Bakhtin_Pr_1	Myslijsy
1	потому что	8	49
2	и в	29	24
3	может быть	24	23
4	в сознании	2	23
5	то что	15	20
6	и не	31	19
7	а не	22	18
8	в том	8	18
9	что в	8	16
10	по себе	8	15
11	не только	15	15
12	при этом	2	13
13	было бы	5	13
14	не в	7	13
15	но не	9	12
16	не может	12	12
17	то же	14	12
18	если бы	9	11
19	что и	4	11
20	только в	10	11
21	таким образом	12	11
22	для него	18	10
23	в себе	7	10
24	так что	2	10
25	как в	6	10
26	так как	6	10
27	вовсе не	7	9
28	в нем	19	9
29	как бы	19	9
30	но и	14	9
31	то и	2	9
32	а в	7	8
33	том что	7	8
34	и на	7	8
35	в этом	22	8
36	могут быть	6	8
37	не могут	6	7
38	прежде всего	7	7
39	во всяком	5	7
40	всяком случае	3	7
41	сами по	3	7
42	зрения и	2	7
43	или же	2	7
44	как и	12	7
45	тем что	4	7
46	с этим	2	7
47	связи с	2	6
48	с другой	3	6
49	в одном	10	6
50	не есть	2	6
51	и как	7	6
52	только как	2	6
53	и т	4	6
54	не было	4	6
55	между тем	5	6
56	в то	10	6
57	заметить что	2	6
58	уже в	3	5
59	и уже	2	5
60	с ним	5	5
61	же в	2	5
62	представляется нам	2	5
63	тот же	2	5
64	если б	2	5
65	так и	7	5
66	в них	3	5
67	от того	4	5
68	а потому	2	5
69	с другими	7	5
70	все же	9	5
71	в которой	2	5
72	в человеке	3	4
73	никогда не	3	4
74	сознание и	5	4
75	что он	8	4
76	уже не	13	4
77	одна из	3	4
78	до сих	2	4
79	еще не	5	4
80	в самом	10	4
81	в котором	2	4
82	нам кажется	2	4
83	сих пор	2	4
84	что оно	2	4
85	и что	2	4
86	внешнего мира	3	4
87	к другому	2	4
88	для самого	2	4
89	тому как	3	4
90	подобно тому	3	4
91	они не	4	4
92	там где	10	4
93	так сказать	4	4
94	но в	7	4
95	на вопрос	2	3
96	это не	9	3
97	оно не	3	3
98	не как	14	3
99	и от	2	3
100	от них	2	3
101	ни было	2	3
102	слова а	2	3
103	все что	3	3
104	кажется что	2	3
105	но это	4	3
106	например в	3	3
107	в самой	6	3
108	в ней	2	3
109	и во	2	3
110	входят в	2	3
111	же что	5	3
112	его в	6	3
113	в целом	6	3
114	как не	8	3
115	на него	3	3
116	что она	6	3
117	находится в	2	3
118	т п	3	3
119	искать в	2	3
120	те же	2	3
121	человека в	4	3
122	и у	3	3
123	и для	4	3
124	как на	3	3
125	той же	5	3
126	рядом с	14	3
127	одно из	2	3
128	как например	2	3
129	далеко не	3	3
130	и человек	2	3
131	мысли в	2	3
132	в каждом	8	2
133	самого начала	2	2
134	всех этих	2	2
135	этом смысле	10	2
136	и есть	2	2
137	ни был	2	2
138	перестает быть	4	2
139	и его	14	2
140	превращается в	4	2
141	но он	2	2
142	хотя бы	2	2
143	в пространстве	3	2
144	и это	5	2
145	в жизни	2	2
146	между ними	2	2
147	вопрос о	2	2
148	с его	9	2
149	не дает	3	2
150	слова но	2	2
151	что может	2	2
152	сознании и	2	2
153	бы в	3	2
154	за собою	2	2
155	за пределы	7	2
156	но все	5	2
157	все эти	9	2
158	так же	6	2
159	у него	5	2
160	же время	9	2
161	и следовательно	4	2
162	его на	2	2
163	в его	24	2
164	и потому	6	2
165	себя и	2	2
166	один из	2	2
167	находиться в	2	2
168	но эти	2	2
169	все это	6	2
170	во времени	3	2
171	другой стороны	3	2
172	не во	3	2
173	точке зрения	3	2
174	на самом	5	2
175	в себя	3	2
176	самом деле	6	2
177	мы видим	2	2
178	должно быть	4	2
179	друг друга	3	2
180	отношения к	3	2
181	по отношению	8	2
182	и здесь	3	2
183	тем как	4	2
184	их в	4	2
185	сказать что	3	2
186	тому что	3	2
187	не на	4	2
188	само по	3	2
189	во все	2	2
190	мы должны	3	2
191	могли бы	2	2
192	отношении к	3	2
193	оно может	2	2
