N	2gram	Bakhtin_Fr_5	DiskursI
1	при этом	2	17
2	в качестве	2	16
3	и в	45	16
4	может быть	2	16
5	как и	10	16
6	в этом	14	16
7	и не	15	15
8	а не	4	14
9	и т.п	16	12
10	в отличие	2	12
11	отличие от	2	12
12	то есть	25	12
13	но и	10	11
14	но в	14	11
15	том что	7	10
16	не только	14	10
17	своего рода	4	10
18	так и	6	9
19	не может	5	9
20	в том	10	8
21	а также	4	8
22	как в	3	8
23	не менее	3	7
24	прежде всего	10	7
25	в нем	10	7
26	ни в	3	7
27	но не	4	7
28	в данном	2	7
29	с его	7	6
30	все же	2	6
31	в своей	3	6
32	данном случае	2	6
33	то же	11	6
34	что в	12	5
35	в своем	11	5
36	же время	9	5
37	для него	3	5
38	то что	2	5
39	и на	5	5
40	в то	11	5
41	в одном	3	4
42	к этому	2	4
43	в пределах	2	4
44	как бы	12	4
45	этом отношении	5	4
46	в период	2	4
47	роль в	2	4
48	потому что	7	4
49	в основе	4	4
50	одно из	2	4
51	точки зрения	4	4
52	в этой	6	4
53	о том	4	4
54	мира и	8	4
55	перед нами	4	3
56	жизни в	2	3
57	в них	6	3
58	это не	3	3
59	не столько	2	3
60	из этих	3	3
61	и все	7	3
62	в пределе	3	3
63	становления и	2	3
64	и как	5	3
65	не в	7	3
66	здесь в	4	3
67	можно сказать	2	3
68	например в	5	3
69	он не	6	3
70	в его	13	3
71	еще в	2	3
72	жизни и	8	3
73	но она	3	3
74	не было	3	3
75	все эти	5	3
76	и наконец	2	3
77	также и	7	3
78	как на	4	3
79	и его	13	3
80	но это	5	3
81	в другом	3	3
82	только в	4	3
83	его в	5	3
84	же как	4	2
85	и одновременно	3	2
86	не подлежит	2	2
87	в большинстве	2	2
88	в целом	2	2
89	это в	2	2
90	что на	3	2
91	что он	6	2
92	такой же	4	2
93	есть в	3	2
94	того же	3	2
95	из важнейших	2	2
96	о чем	3	2
97	этой традиции	3	2
98	в ней	8	2
99	что и	7	2
100	с ее	5	2
101	с точки	2	2
102	вместе с	3	2
103	и прежде	3	2
104	именно в	3	2
105	чем не	2	2
106	в себя	5	2
107	все это	7	2
108	и для	3	2
109	а в	4	2
110	той же	4	2
111	тут же	2	2
112	и с	10	2
113	говорить о	2	2
114	и это	4	2
115	дело в	3	2
116	здесь не	6	2
117	между тем	2	2
