N	2gram	Bakhtin_sl_1	Hudozhes
1	том что	2	16
2	и в	41	14
3	так и	11	13
4	а не	15	12
5	в том	3	12
6	не только	16	12
7	при этом	6	12
8	о том	3	12
9	прежде всего	8	11
10	и т	28	11
11	в этом	12	11
12	в себе	3	11
13	для него	3	10
14	в своей	7	10
15	у него	3	9
16	как и	4	9
17	в качестве	3	9
18	то же	14	9
19	как в	8	8
20	же время	12	8
21	т п	23	8
22	между тем	2	8
23	в то	14	8
24	в его	13	8
25	ничего не	4	8
26	это не	6	7
27	к тому	3	7
28	уже не	2	7
29	не в	7	7
30	еще не	4	7
31	как бы	12	7
32	не может	14	7
33	именно в	3	7
34	а в	6	7
35	никогда не	3	6
36	было бы	3	6
37	перед нами	4	5
38	с его	4	5
39	в частности	2	5
40	в этих	2	5
41	интерес к	2	5
42	может быть	14	5
43	только в	6	5
44	но и	16	5
45	одновременно и	2	5
46	друг друга	3	5
47	и его	14	5
48	можно было	2	5
49	потому что	2	5
50	точки зрения	16	5
51	но в	8	5
52	связи с	2	4
53	тому что	2	4
54	в своем	3	4
55	столь же	2	4
56	и от	4	4
57	и все	4	4
58	в духе	2	4
59	можно сказать	2	4
60	и к	5	4
61	то в	2	4
62	она не	3	4
63	мы уже	2	4
64	в самом	5	4
65	и о	2	4
66	в ней	4	4
67	один из	4	4
68	себя в	9	4
69	из них	3	4
70	как раз	2	4
71	не было	3	4
72	того что	3	4
73	он не	3	4
74	с ним	7	4
75	и с	4	4
76	но не	2	3
77	но он	2	3
78	с этим	3	3
79	романа в	3	3
80	как мы	8	3
81	в ее	2	3
82	как его	5	3
83	на этом	2	3
84	по своему	2	3
85	в пределах	14	3
86	такого рода	2	3
87	по преимуществу	4	3
88	о нем	4	3
89	даже в	2	3
90	в нем	30	3
91	все же	7	3
92	т д	5	3
93	и для	4	3
94	все эти	9	3
95	лишь в	4	3
96	и даже	6	3
97	с точки	8	3
98	и по	2	3
99	и на	14	3
100	как к	2	3
101	его в	3	3
102	а также	2	3
103	автора и	4	2
104	поэтому и	3	2
105	так в	2	2
106	или напротив	2	2
107	произведения не	2	2
108	и потому	4	2
109	на фоне	7	2
110	или иного	2	2
111	к своему	6	2
112	остановимся на	2	2
113	так что	2	2
114	ему не	2	2
115	в другом	2	2
116	же как	2	2
117	одна из	2	2
118	в целом	2	2
119	до конца	12	2
120	они в	2	2
121	одной из	3	2
122	со своим	5	2
123	например в	2	2
124	на его	8	2
125	только на	2	2
126	хотя и	2	2
127	в него	3	2
128	слова как	6	2
129	на том	2	2
130	сих пор	2	2
131	в их	4	2
132	все это	5	2
133	а с	2	2
134	и не	16	2
135	на самом	2	2
136	того или	2	2
137	должно быть	2	2
138	речь в	2	2
139	слово не	2	2
140	той же	2	2
141	с ними	3	2
142	с этой	3	2
143	в результате	3	2
144	с ее	4	2
145	эти слова	2	2
146	слова в	8	2
147	здесь не	2	2
148	так сказать	5	2
149	которая не	3	2
150	мы не	2	2
151	оно было	2	2
152	до сих	2	2
