N	2gram	Losev_Prob_2	Hudozhes
1	в качестве	2	19
2	то есть	39	18
3	и не	37	16
4	в том	12	15
5	и в	35	15
6	не только	24	15
7	в частности	5	13
8	может быть	18	13
9	при этом	3	12
10	а в	4	12
11	но не	4	11
12	в этом	17	11
13	в себе	5	11
14	представляет собой	2	10
15	как бы	4	10
16	но и	16	10
17	так и	7	10
18	то же	5	10
19	а не	10	10
20	такого рода	15	9
21	в его	7	9
22	точки зрения	2	9
23	сводится к	2	8
24	с другой	6	7
25	или иной	5	7
26	в то	6	7
27	но в	6	7
28	в основе	3	6
29	что в	11	6
30	том что	19	6
31	не в	2	6
32	не может	13	6
33	можно сказать	6	5
34	а также	2	5
35	ни в	6	5
36	только в	14	5
37	тем самым	7	5
38	в самом	5	5
39	того что	12	5
40	той или	5	5
41	то что	38	5
42	или менее	4	5
43	другой стороны	5	5
44	в их	3	5
45	уже не	8	5
46	более или	4	5
47	в этих	4	4
48	прежде всего	11	4
49	к тому	3	4
50	а только	6	4
51	и как	4	4
52	еще не	10	4
53	хотя и	3	4
54	он не	2	4
55	и тем	4	4
56	входит в	2	4
57	в слове	3	4
58	и то	10	4
59	сказать что	24	4
60	говорить о	10	4
61	не знает	3	4
62	не менее	13	3
63	если бы	4	3
64	в отношении	4	3
65	этом смысле	5	3
66	или иного	5	3
67	что он	4	3
68	и к	3	3
69	тем не	12	3
70	и того	3	3
71	по своему	5	3
72	о чем	6	3
73	того или	7	3
74	как раз	8	3
75	далеко не	4	3
76	к нему	2	3
77	не будет	11	3
78	в целом	3	3
79	таким образом	4	3
80	как и	5	3
81	в той	2	3
82	лишь в	3	3
83	и что	13	3
84	и для	6	3
85	в таком	11	3
86	их в	4	3
87	потому что	13	3
88	и ее	2	3
89	в данном	10	3
90	его в	3	3
91	в области	6	3
92	в виду	8	3
93	том числе	2	2
94	сама по	4	2
95	речь идет	2	2
96	и более	5	2
97	таком случае	10	2
98	так или	6	2
99	числе и	2	2
100	в нашем	3	2
101	тому что	3	2
102	в своем	4	2
103	в них	2	2
104	или даже	3	2
105	и особенно	2	2
106	и весьма	2	2
107	вовсе не	37	2
108	по себе	8	2
109	только о	8	2
110	роль в	2	2
111	что может	2	2
112	об этом	2	2
113	при условии	6	2
114	это тоже	3	2
115	тем более	10	2
116	с самим	3	2
117	есть в	4	2
118	одна из	3	2
119	что каждый	2	2
120	однако все	2	2
121	в значительной	3	2
122	одной стороны	5	2
123	случае не	4	2
124	и сам	2	2
125	несмотря на	3	2
126	никто не	3	2
127	во всех	2	2
128	и о	4	2
129	совпадает с	2	2
130	не вполне	4	2
131	даже в	2	2
132	не является	7	2
133	для себя	9	2
134	оно не	3	2
135	не все	4	2
136	и др	2	2
137	общения людей	3	2
138	по преимуществу	2	2
139	между которыми	2	2
140	а именно	6	2
141	слова как	3	2
142	и прежде	2	2
143	здесь не	2	2
144	собственно говоря	2	2
145	и притом	3	2
146	с одной	5	2
147	все эти	7	2
148	это и	3	2
149	этого термина	8	2
150	того чтобы	2	2
151	для того	3	2
152	из которых	2	2
153	и по	3	2
154	или в	2	2
155	так же	5	2
156	или иначе	6	2
157	с другими	5	2
158	языкового знака	9	2
159	тот или	5	2
160	и на	5	2
161	языка в	3	2
162	определенным образом	2	2
163	но как	6	2
164	в этой	9	2
165	о том	18	2
166	и это	5	2
167	из этого	2	2
168	бы не	3	2
169	для меня	5	2
