N	2gram	Propp_Isto_1	Myshleni
1	в том	9	42
2	том что	7	35
3	таким образом	8	25
4	в этом	8	24
5	в качестве	5	21
6	и в	28	20
7	что в	12	19
8	в основе	4	17
9	то же	12	16
10	то что	9	15
11	не только	12	15
12	что они	5	14
13	как мы	3	13
14	с другой	6	12
15	при этом	3	12
16	в их	3	12
17	потому что	4	12
18	может быть	25	12
19	в целом	2	11
20	так же	7	11
21	в его	5	11
22	мы должны	13	11
23	того что	4	10
24	на основе	5	10
25	так как	6	10
26	мы видим	11	10
27	если мы	3	10
28	в себе	2	10
29	только в	11	10
30	и другие	4	9
31	и как	2	9
32	одной стороны	4	9
33	но и	10	9
34	другой стороны	5	9
35	с одной	4	9
36	между тем	2	9
37	могли бы	3	9
38	как это	3	9
39	как и	4	9
40	тот же	2	9
41	что и	6	9
42	и не	9	8
43	и тем	2	8
44	и что	10	8
45	тогда когда	2	8
46	было бы	7	8
47	вместе с	6	8
48	друг с	4	7
49	как бы	2	7
50	что мы	7	7
51	же самое	3	7
52	с другом	3	7
53	и тот	2	7
54	а не	15	7
55	тем что	3	7
56	могут быть	4	7
57	один и	2	7
58	к тому	6	6
59	же как	2	6
60	мы видели	2	6
61	не может	15	6
62	и на	4	6
63	сказать что	5	6
64	по своей	2	6
65	его в	6	6
66	с тем	4	6
67	что он	10	6
68	в силу	5	6
69	и между	2	6
70	можно было	5	6
71	перед нами	3	5
72	в частности	2	5
73	никогда не	14	5
74	это не	7	5
75	раньше чем	4	5
76	на то	4	5
77	в действительности	2	5
78	что такое	2	5
79	это положение	2	5
80	увидим что	5	5
81	если бы	8	5
82	и его	3	5
83	между собой	4	5
84	с этим	4	5
85	все же	10	5
86	о том	9	5
87	так и	9	5
88	как в	2	5
89	все эти	4	5
90	в своем	5	4
91	как уже	2	4
92	для нас	13	4
93	по мере	2	4
94	из них	3	4
95	и только	2	4
96	как он	2	4
97	и с	4	4
98	к этому	2	4
99	на первый	2	4
100	во всей	2	4
101	ключ к	3	4
102	между ними	2	4
103	не в	9	4
104	и для	4	4
105	которые в	2	4
106	в области	2	4
107	на этом	3	3
108	не могут	2	3
109	не менее	6	3
110	в этих	7	3
111	в какой	3	3
112	и от	2	3
113	точно так	3	3
114	а только	2	3
115	это значение	2	3
116	так что	4	3
117	в этой	6	3
118	одной из	2	3
119	один из	4	3
120	составные части	2	3
121	со стороны	2	3
122	в связи	4	3
123	именно в	3	3
124	столь же	2	3
125	должно быть	2	3
126	и когда	2	3
127	к которому	5	3
128	оно может	2	3
129	но в	8	3
130	развития как	2	3
131	не означает	2	3
132	бы в	2	3
133	по существу	5	3
134	представляет собой	4	3
135	во всем	3	3
136	но не	5	3
137	наряду с	3	3
138	себя в	2	3
139	по смыслу	2	3
140	когда он	6	3
141	приводит к	2	3
142	на этот	2	3
143	этого явления	3	3
144	нас в	2	3
145	в виде	2	3
146	связи с	4	3
147	мы будем	5	2
148	должна быть	5	2
149	но так	2	2
150	прежде всего	10	2
151	очень часто	3	2
152	что если	2	2
153	для него	2	2
154	что это	8	2
155	этого вопроса	3	2
156	для объяснения	2	2
157	вслед за	6	2
158	том чтобы	2	2
159	одним из	2	2
160	не совсем	3	2
161	в ней	7	2
162	в нем	2	2
163	другими словами	4	2
164	не по	2	2
165	образов и	2	2
166	в отличие	2	2
167	не просто	3	2
168	здесь мы	7	2
169	они не	4	2
170	а в	7	2
171	которые могут	3	2
172	во многих	2	2
173	не знает	5	2
174	также и	3	2
175	мы постараемся	2	2
176	на более	5	2
177	и здесь	7	2
178	в начале	3	2
179	что здесь	5	2
180	их в	5	2
181	когда мы	2	2
182	мы имеем	13	2
183	возникает из	2	2
184	но они	2	2
185	нисколько не	2	2
186	видели что	3	2
187	ясно что	2	2
188	видим что	9	2
189	показывает что	3	2
190	а затем	2	2
191	зависимости от	2	2
192	с той	2	2
193	указывает на	2	2
194	еще не	7	2
195	в данной	2	2
196	мы в	2	2
197	в современной	3	2
198	даже в	4	2
199	момент когда	2	2
200	не есть	2	2
201	установить что	4	2
202	и тогда	3	2
203	связь между	3	2
204	того как	3	2
205	а с	2	2
206	и он	3	2
207	что этот	2	2
208	на котором	3	2
209	как оно	2	2
210	рассматривать как	2	2
211	здесь не	4	2
212	отличие от	2	2
213	же не	3	2
