N	2gram	Losev_Prob_3	KFilosof
1	может быть	28	43
2	в его	9	39
3	в нем	9	31
4	не может	7	27
5	и не	35	26
6	и в	44	22
7	в котором	2	21
8	в себе	8	21
9	не есть	35	19
10	в ее	4	17
11	а не	18	17
12	и его	5	17
13	только в	19	16
14	точки зрения	5	13
15	в этом	17	13
16	ни в	8	12
17	для него	3	12
18	но не	3	12
19	и это	9	12
20	все эти	7	11
21	в своей	5	11
22	не в	13	11
23	из себя	3	10
24	в своем	5	10
25	это не	9	10
26	все это	5	10
27	от себя	2	10
28	во всех	2	10
29	с точки	2	10
30	и есть	5	9
31	в целом	6	9
32	но и	10	9
33	в их	2	9
34	как бы	9	9
35	и все	3	9
36	для нее	2	9
37	и для	2	9
38	не было	5	8
39	если бы	3	8
40	было бы	8	8
41	жизни и	6	8
42	и здесь	5	7
43	вовсе не	37	7
44	что и	9	7
45	то что	23	7
46	себя в	2	7
47	в том	21	6
48	но это	8	6
49	и только	6	6
50	отнюдь не	10	6
51	совершенно не	4	6
52	он не	8	6
53	не значит	3	6
54	уже не	7	6
55	никогда не	6	5
56	хотя бы	3	5
57	ее и	2	5
58	но эта	3	5
59	то же	13	5
60	его как	3	5
61	но все	3	5
62	от его	2	5
63	в контексте	2	5
64	именно в	2	5
65	не имеет	9	5
66	в основе	2	5
67	но как	4	5
68	его в	3	5
69	с ним	7	5
70	но в	12	5
71	как и	10	5
72	не только	14	5
73	для себя	2	5
74	все же	6	5
75	мы имеем	2	5
76	что в	8	4
77	время и	2	4
78	ни было	3	4
79	для нас	16	4
80	при этом	4	4
81	чем не	3	4
82	бы быть	3	4
83	могло бы	3	4
84	нисколько не	2	4
85	быть в	2	4
86	том что	12	4
87	во всей	3	4
88	а в	5	4
89	тем самым	5	4
90	в каком	4	4
91	в чем	4	4
92	что это	3	3
93	не менее	10	3
94	из него	2	3
95	в виду	10	3
96	и тем	9	3
97	от того	2	3
98	того что	8	3
99	в ней	5	3
100	в то	9	3
101	того или	6	3
102	о том	6	3
103	и ни	3	3
104	мы не	7	3
105	всех этих	2	3
106	для которой	4	3
107	ясно что	6	3
108	или иного	3	3
109	в некотором	2	3
110	от него	2	3
111	по своему	2	3
112	еще не	5	3
113	себя не	2	3
114	быть и	3	3
115	на самом	7	3
116	котором он	2	3
117	самом деле	3	3
118	только с	4	3
119	тем что	4	3
120	могут быть	2	3
121	общее и	6	3
122	в другом	2	3
123	здесь не	8	3
124	ничего не	3	3
125	или иное	2	2
126	а с	2	2
127	это уже	3	2
128	можно ли	4	2
129	то ни	6	2
130	прежде всего	3	2
131	или иной	8	2
132	тем не	10	2
133	себе а	3	2
134	и как	3	2
135	это есть	3	2
136	совсем не	2	2
137	вся эта	3	2
138	другое дело	2	2
139	по себе	25	2
140	тому что	4	2
141	для этого	6	2
142	потому что	25	2
143	может иметь	3	2
144	он и	2	2
145	той или	12	2
146	говорить о	3	2
147	а это	3	2
148	были бы	2	2
149	ни к	3	2
150	а как	2	2
151	и то	14	2
152	с тем	5	2
153	дело здесь	4	2
154	раз и	4	2
155	что он	9	2
156	при условии	2	2
157	бы то	4	2
158	в качестве	3	2
159	есть именно	5	2
160	себе как	3	2
161	и может	2	2
162	и потому	7	2
163	этого слова	5	2
164	жизни но	2	2
165	дело не	2	2
166	себя или	2	2
167	и именно	2	2
168	в процессе	2	2
169	так и	10	2
170	как в	5	2
171	нами в	2	2
172	в виде	6	2
173	если не	3	2
174	это и	7	2
175	то или	3	2
176	жизнь и	2	2
177	в данном	9	2
178	это можно	2	2
179	всей его	2	2
180	в этой	3	2
181	ничего общего	7	2
182	как оно	3	2
183	дело в	4	2
184	или как	3	2
185	едва ли	5	2
