N	2gram	Tiupa_Hudo_1	Psycholo
1	то что	8	44
2	и в	14	33
3	в этом	11	28
4	как бы	7	25
5	и что	2	25
6	потому что	5	24
7	может быть	5	22
8	том что	16	22
9	того чтобы	3	22
10	что в	6	21
11	в том	12	21
12	о том	12	20
13	что он	9	20
14	только что	4	15
15	и не	2	13
16	все это	2	13
17	к тому	7	12
18	в самом	4	12
19	и все	4	12
20	было бы	6	12
21	самом деле	5	12
22	он не	4	11
23	на то	4	10
24	что она	4	10
25	не может	7	10
26	в его	8	10
27	как она	2	10
28	если бы	3	10
29	в этой	8	9
30	по себе	2	9
31	как раз	4	9
32	то же	9	9
33	в конце	4	8
34	характера и	2	8
35	в рассказе	11	8
36	как будто	4	8
37	в своем	4	7
38	до конца	2	7
39	так что	2	7
40	в нем	3	7
41	раз в	2	7
42	не только	12	7
43	перед нами	5	6
44	тому что	4	6
45	это не	7	6
46	в ней	4	6
47	и т	11	6
48	все эти	3	6
49	но он	3	6
50	точки зрения	5	6
51	у него	9	6
52	никак не	2	6
53	на самом	2	6
54	а не	12	6
55	в себе	11	6
56	казалось бы	7	5
57	никогда не	6	5
58	в целом	2	5
59	мы не	2	5
60	и на	3	5
61	как он	2	5
62	с ним	4	5
63	ясно что	2	5
64	с этим	3	5
65	как и	9	5
66	мы уже	4	5
67	и его	5	5
68	все же	3	5
69	и это	4	5
70	как все	2	4
71	в частности	5	4
72	что у	3	4
73	это в	3	4
74	мы узнаем	4	4
75	из них	4	4
76	жизни и	5	4
77	а в	7	4
78	того что	4	4
79	с этой	2	4
80	и так	2	4
81	об этом	5	4
82	одна из	2	4
83	и о	4	4
84	о нем	3	4
85	себя в	4	4
86	в своей	10	4
87	на него	2	4
88	как мы	3	4
89	что не	2	4
90	с точки	3	4
91	той же	2	4
92	в таком	3	4
93	можно было	5	4
94	только в	5	4
95	же как	2	3
96	в мире	3	3
97	ни в	5	3
98	должно быть	2	3
99	на этом	3	3
100	в пределах	3	3
101	например в	2	3
102	с ее	2	3
103	но и	5	3
104	не было	4	3
105	рассказа мы	2	3
106	в своих	3	3
107	уже знаем	2	3
108	в первый	2	3
109	в то	8	3
110	его в	3	3
111	та же	4	3
112	видит в	3	3
113	том как	3	3
114	идет о	3	3
115	говорить о	3	3
116	но не	3	3
117	до сих	2	3
118	она не	4	3
119	несет в	3	3
120	речь идет	3	3
121	рассказа в	6	3
122	сих пор	2	3
123	так и	13	3
124	как в	8	3
125	да и	2	3
126	слова как	2	3
127	и он	5	3
128	к этой	3	3
129	и для	3	3
130	тем что	3	3
131	эти слова	2	3
132	еще раз	2	3
133	т п	8	3
134	столь же	4	2
135	в одной	2	2
136	и от	4	2
137	прежде всего	11	2
138	вопрос о	2	2
139	в такой	2	2
140	мы знаем	2	2
141	такой же	3	2
142	же время	8	2
143	и другое	2	2
144	при этом	12	2
145	в действительности	4	2
146	вместо того	2	2
147	себе и	2	2
148	один из	4	2
149	с той	2	2
150	мысли о	2	2
151	в их	2	2
152	т д	3	2
153	именно в	7	2
154	не имеет	2	2
155	в результате	2	2
156	и с	4	2
157	не в	7	2
158	в художественном	2	2
159	художественного построения	3	2
160	и потому	2	2
161	мы читаем	2	2
162	но в	5	2
163	с его	5	2
164	и к	4	2
165	в ее	3	2
166	что при	3	2
167	можно сказать	4	2
168	читателя в	6	2
169	в это	2	2
170	иначе говоря	2	2
171	и когда	3	2
172	даже в	3	2
173	со стороны	3	2
174	внимание на	2	2
175	а с	2	2
176	ничем не	3	2
177	связи с	4	2
178	в русской	4	2
179	героя и	5	2
180	едва ли	3	2
181	ничего не	8	2
182	то чтобы	2	2
