N	2gram	Bakhtin_Fr_4	RusskieA
1	и в	29	29
2	том что	3	22
3	в том	7	22
4	как бы	8	18
5	в других	2	15
6	и другие	2	14
7	может быть	2	13
8	так как	7	13
9	во время	10	12
10	там же	3	12
11	как и	12	11
12	в этом	11	11
13	все это	4	10
14	и с	9	10
15	не только	10	10
16	о том	2	9
17	на части	12	9
18	но и	9	8
19	его в	9	8
20	мы видели	7	7
21	как в	2	7
22	или в	2	7
23	еще не	4	6
24	для того	3	6
25	таким образом	20	6
26	при этом	3	6
27	того чтобы	3	6
28	и на	11	6
29	это не	5	5
30	к этому	2	5
31	то что	4	5
32	но не	2	5
33	не может	2	5
34	но в	12	5
35	именно в	2	4
36	о чем	2	4
37	в них	7	4
38	и все	13	4
39	после обеда	3	4
40	а затем	3	4
41	уже не	2	4
42	из них	6	4
43	к нему	3	4
44	том же	2	4
45	а также	2	4
46	в фольклоре	2	4
47	так же	7	4
48	то же	10	4
49	на них	2	4
50	их в	2	4
51	далеко не	5	4
52	на этом	2	3
53	тем что	4	3
54	в этих	2	3
55	в качестве	3	3
56	и других	3	3
57	в году	3	3
58	на первый	2	3
59	в ее	3	3
60	связаны с	2	3
61	что здесь	3	3
62	и под	2	3
63	до конца	5	3
64	того что	3	3
65	руки и	4	3
66	и о	5	3
67	в котором	2	3
68	все эти	9	3
69	и по	5	3
70	друг друга	2	3
71	как мы	10	3
72	тому как	3	3
73	но он	6	3
74	подобно тому	3	3
75	в этой	13	3
76	что это	5	3
77	в эту	3	3
78	связи с	2	2
79	никогда не	2	2
80	связанные с	4	2
81	жизни в	2	2
82	старого года	4	2
83	с другой	4	2
84	не столько	2	2
85	игра в	8	2
86	в образе	4	2
87	это в	2	2
88	прежде всего	8	2
89	представлений о	2	2
90	это и	5	2
91	кроме того	2	2
92	и как	3	2
93	и при	2	2
94	у них	3	2
95	самом же	2	2
96	то время	2	2
97	здесь в	6	2
98	одной стороны	2	2
99	же деле	2	2
100	на эту	3	2
101	этого праздника	3	2
102	из этого	2	2
103	в виду	2	2
104	со смехом	3	2
105	один из	4	2
106	но она	2	2
107	также в	2	2
108	все же	3	2
109	в своей	5	2
110	все в	2	2
111	после этого	2	2
112	в их	2	2
113	где они	2	2
114	что такие	2	2
115	с одной	2	2
116	на самом	4	2
117	образом в	3	2
118	там где	3	2
119	мы здесь	2	2
120	и для	2	2
121	принадлежат к	2	2
122	жизнь и	4	2
123	в своих	2	2
124	и то	2	2
125	в то	10	2
126	игры в	8	2
127	в которой	4	2
128	церкви и	3	2
129	есть в	2	2
