N	2gram	Losev_Prob_4	EvropaiC
1	таким образом	8	32
2	в том	20	31
3	и в	20	24
4	том что	12	20
5	все эти	16	19
6	не может	5	18
7	то что	15	17
8	может быть	9	15
9	все же	2	15
10	точки зрения	14	13
11	в своем	3	12
12	самом деле	3	12
13	в этом	9	12
14	все это	9	11
15	с этим	4	11
16	как бы	4	10
17	из себя	2	10
18	во всех	4	10
19	так и	10	10
20	при этом	6	9
21	в результате	8	9
22	как и	6	9
23	того же	2	9
24	что в	3	9
25	не в	13	8
26	в самом	2	8
27	так же	5	8
28	если бы	8	8
29	и все	8	8
30	ясно что	7	8
31	идет речь	2	8
32	с точки	11	8
33	не менее	10	7
34	для этого	2	7
35	к тому	3	7
36	но и	14	7
37	и не	28	7
38	и что	2	7
39	о том	5	7
40	что он	8	7
41	о которых	2	7
42	или менее	2	7
43	на самом	5	7
44	того чтобы	2	7
45	для того	3	7
46	из этого	3	7
47	более или	2	7
48	все они	3	6
49	с другой	7	6
50	так что	6	6
51	в этой	4	6
52	несмотря на	4	6
53	отличается от	4	6
54	и на	3	6
55	так как	5	6
56	с ним	4	6
57	в сознании	3	6
58	еще не	7	6
59	что и	3	6
60	мы можем	3	6
61	только в	23	6
62	вместе с	5	6
63	именно в	7	5
64	что это	2	5
65	и без	6	5
66	столь же	2	5
67	и от	6	5
68	на все	2	5
69	тому же	2	5
70	другой стороны	6	5
71	и с	7	5
72	потому что	15	5
73	его в	2	5
74	между собою	2	5
75	но в	8	5
76	и к	3	5
77	в то	4	5
78	по своему	6	5
79	и если	5	5
80	в его	3	5
81	не только	24	5
82	не будет	2	5
83	и для	4	5
84	но все	3	5
85	в себе	12	5
86	как будто	11	5
87	далеко не	2	5
88	в которой	2	5
89	в конце	2	4
90	тем не	10	4
91	что его	4	4
92	это есть	3	4
93	хотя и	5	4
94	из них	3	4
95	не так	3	4
96	и то	2	4
97	всех этих	6	4
98	между собой	2	4
99	связи с	3	4
100	мы должны	3	4
101	он не	2	4
102	не есть	12	4
103	совершенно не	3	4
104	то же	7	4
105	если мы	5	4
106	из которых	3	4
107	хотя бы	7	4
108	в таком	6	4
109	в виде	22	4
110	в области	3	4
111	но даже	4	3
112	в нашем	12	3
113	в этих	5	3
114	а наоборот	2	3
115	для нас	6	3
116	уже и	3	3
117	по одному	2	3
118	чтобы все	2	3
119	не вполне	2	3
120	в нем	5	3
121	на этой	2	3
122	данном случае	5	3
123	в совершенно	2	3
124	в разных	4	3
125	заключается в	2	3
126	и наконец	4	3
127	и по	2	3
128	а в	4	3
129	это не	7	3
130	в начале	3	3
131	в истории	3	3
132	что мы	3	3
133	при помощи	10	3
134	и потому	7	3
135	с тем	4	3
136	можно назвать	2	3
137	но по	2	3
138	прежде всего	11	3
139	в жизни	3	3
140	у нас	14	3
141	во всем	2	3
142	тот же	2	3
143	и может	2	3
144	конечно не	3	3
145	только что	2	3
146	даже если	3	3
147	на земле	2	3
148	жизнь и	4	3
149	в данном	6	3
150	очень много	2	3
151	тем более	4	3
152	в связи	3	3
153	и вообще	6	3
154	ничего общего	5	3
155	и это	2	3
156	не то	2	3
157	и весь	3	2
158	независимо от	3	2
159	в частности	2	2
160	можно ли	3	2
161	но так	2	2
162	виде как	3	2
163	как мы	3	2
164	все в	3	2
165	для него	3	2
166	совершенно ясно	2	2
167	что они	2	2
168	заметим что	3	2
169	нет в	2	2
170	к нему	3	2
171	том чтобы	2	2
172	они могут	2	2
173	в ней	7	2
174	но если	6	2
175	в виду	6	2
176	всяком случае	4	2
177	в котором	2	2
178	только один	2	2
179	с ее	2	2
180	другими словами	3	2
181	он тоже	2	2
182	что она	4	2
183	то и	5	2
184	в самой	4	2
185	в одно	6	2
186	ни было	2	2
187	смотреть на	2	2
188	с ними	2	2
189	только при	6	2
190	но как	3	2
191	говорить о	2	2
192	не было	3	2
193	также и	13	2
194	редких случаях	2	2
195	а это	3	2
196	во всяком	8	2
197	то есть	27	2
198	однако это	2	2
199	и более	3	2
200	только не	4	2
201	отнюдь не	10	2
202	в них	5	2
203	если он	2	2
204	представить себе	2	2
205	вовсе не	21	2
206	при условии	2	2
207	то в	2	2
208	так чтобы	2	2
209	но не	5	2
210	не очень	2	2
211	том виде	2	2
212	было бы	14	2
213	со своей	2	2
214	жизни и	5	2
215	на себе	3	2
216	никто не	2	2
217	общего с	2	2
218	между прочим	3	2
219	тем самым	4	2
220	однако мы	2	2
221	мы все	3	2
222	и где	2	2
223	и ее	4	2
224	в другом	3	2
225	есть в	7	2
226	и только	4	2
