N	2gram	Potebnia_M_3	Myshleni
1	в том	32	28
2	и в	30	28
3	то что	18	28
4	в этом	10	27
5	того что	18	24
6	потому что	46	22
7	не может	6	19
8	том что	18	19
9	таким образом	14	18
10	что он	6	18
11	только в	21	18
12	что в	17	17
13	в силу	3	17
14	не только	21	16
15	так же	3	15
16	может быть	28	13
17	сказать что	5	13
18	точки зрения	2	13
19	тому что	3	11
20	и не	15	11
21	как бы	3	11
22	что мы	8	11
23	к тому	7	10
24	как мы	7	10
25	но и	19	10
26	от того	8	10
27	по отношению	5	10
28	понятия и	2	10
29	так как	13	10
30	но не	7	10
31	отношению к	5	10
32	того чтобы	3	10
33	было бы	9	9
34	мы можем	3	9
35	в самом	8	8
36	мы видели	4	8
37	еще не	5	8
38	тем самым	7	8
39	для того	4	8
40	тем что	7	8
41	показывает что	2	7
42	если бы	12	7
43	в нем	9	7
44	в своем	5	7
45	что оно	11	7
46	мы видим	2	7
47	отношение к	2	7
48	он не	4	7
49	вместе с	12	7
50	то же	23	7
51	там где	3	7
52	в которой	3	7
53	так что	7	6
54	и как	5	6
55	и что	10	6
56	для него	9	6
57	развития в	2	6
58	к другой	3	6
59	не имеет	6	6
60	в то	10	6
61	когда мы	2	6
62	для ребенка	2	6
63	тогда когда	9	6
64	его в	3	6
65	как и	10	6
66	то время	4	6
67	можно сказать	3	6
68	так и	11	6
69	мы не	9	6
70	в чем	3	6
71	в области	2	6
72	не могут	5	5
73	для развития	2	5
74	и тем	5	5
75	языка и	2	5
76	в разных	2	5
77	и на	3	5
78	и все	3	5
79	что все	3	5
80	с тем	7	5
81	том же	2	5
82	того как	4	5
83	из того	2	5
84	могут быть	3	5
85	в этой	2	5
86	именно в	3	4
87	на то	2	4
88	не в	15	4
89	но что	2	4
90	возможны только	2	4
91	например в	6	4
92	от одной	2	4
93	целый ряд	2	4
94	с этим	6	4
95	друг друга	3	4
96	в мысли	2	4
97	и следовательно	3	4
98	в первом	3	4
99	в сознании	15	4
100	заключить что	2	4
101	в понятии	2	4
102	только тогда	9	4
103	что при	3	4
104	относится к	4	4
105	оно не	4	4
106	что и	13	4
107	на первых	2	4
108	ко всем	2	4
109	только по	5	4
110	той же	2	4
111	и то	8	4
112	связь между	2	4
113	в себе	16	4
114	в каждой	4	4
115	зависит от	6	3
116	до того	4	3
117	независимо от	5	3
118	из этих	9	3
119	в каждом	3	3
120	очевидно что	5	3
121	есть в	3	3
122	что с	2	3
123	при этом	3	3
124	на его	2	3
125	и той	2	3
126	по мере	4	3
127	но мы	2	3
128	в целом	3	3
129	в их	2	3
130	как на	5	3
131	этом отношении	2	3
132	те же	6	3
133	в системе	2	3
134	и по	4	3
135	образом в	3	3
136	но как	2	3
137	бы в	2	3
138	нашей мысли	4	3
139	возможно только	3	3
140	от этого	2	3
141	значение слова	5	3
142	только не	2	3
143	в них	5	3
144	первом случае	2	3
145	представить себе	3	3
146	по себе	16	3
147	тем и	3	3
148	это и	2	3
149	связи с	2	3
150	до сих	3	3
151	мы должны	4	3
152	один из	4	3
153	в его	4	3
154	сих пор	3	3
155	как в	10	3
156	одной и	4	3
157	а не	15	3
158	что такое	2	3
159	и его	4	3
160	не знает	3	3
161	отношении к	2	3
162	не менее	5	2
163	с другой	7	2
164	с этой	2	2
165	это в	2	2
166	была бы	4	2
167	прежде всего	3	2
168	что именно	4	2
169	а только	3	2
170	для нас	20	2
171	слово не	5	2
172	но это	6	2
173	самом деле	2	2
174	несмотря на	2	2
175	к одному	5	2
176	и от	4	2
177	в котором	4	2
178	себе что	2	2
179	из них	6	2
180	все это	4	2
181	другой стороны	4	2
182	можно только	2	2
183	мысли есть	2	2
184	но только	2	2
185	и наконец	2	2
186	в других	2	2
187	в которых	2	2
188	эти последние	2	2
189	от него	2	2
190	входящий в	2	2
191	о предмете	2	2
192	том смысле	3	2
193	мы назвали	2	2
194	с ним	6	2
195	понятие о	2	2
196	том как	3	2
197	у него	2	2
198	на котором	2	2
199	языка в	5	2
200	с понятием	2	2
201	в одном	2	2
202	что уже	2	2
203	по своему	2	2
204	она не	2	2
205	мы уже	2	2
206	в ряду	3	2
207	в своей	2	2
208	и между	4	2
209	этого слова	11	2
210	все же	2	2
211	первых порах	2	2
212	каждой из	3	2
213	мысли и	2	2
214	только на	3	2
215	а и	4	2
216	а в	12	2
217	только что	8	2
218	с другими	5	2
219	что я	5	2
220	за ним	3	2
221	и вообще	3	2
222	что они	2	2
223	что эта	2	2
224	которое мы	2	2
225	в новом	2	2
226	не обнаруживает	4	2
